Player 1,Player 2,Team Name,Division,Tournament
clifton miller,john choi,Acing Ethan and Matt is the best,Expert 5.0+,tograndslam2023
ethan zehr,matt ortlip,Acing John Choi is the best feeling,Expert 5.0+,tograndslam2023
erik faeustle,noah saddik,Ankle Issues,Expert 5.0+,tograndslam2023
aidan mackey,tayt rogers,AZR Rice Babes,Expert 5.0+,tograndslam2023
cole maddox,kieran rose,Bad Habit,Expert 5.0+,tograndslam2023
benjamin banuelos,cory chilton,Bizzy Bizzy,Expert 5.0+,tograndslam2023
camden sandberg,michael capobianco,Capobianco/Sandberg,Expert 5.0+,tograndslam2023
dan abrams,grant laughlin,Cigar Boys,Expert 5.0+,tograndslam2023
jacob martinez,schon siguenza,David GOONzales,Expert 5.0+,tograndslam2023
josh cain,luke pennington,Dialed,Expert 5.0+,tograndslam2023
dylan bricker,dylan medveal,Dylan,Expert 5.0+,tograndslam2023
josh fragiacomo,trevor barbosa,Endgame,Expert 5.0+,tograndslam2023
bram declercq,dean wasil,Gumbies,Expert 5.0+,tograndslam2023
michael du,tim gaskin,In Due Time,Expert 5.0+,tograndslam2023
jalen butkus,solomon berry,Jesus Swept.,Expert 5.0+,tograndslam2023
cade larson,fredric hinkle,Lazier,Expert 5.0+,tograndslam2023
blake bosak,noah luskus,Muscle Mommy,Expert 5.0+,tograndslam2023
archie powell,warner curtis,Orange Dream,Expert 5.0+,tograndslam2023
nathaniel schrag,ryan mccargar,Premier Rizz,Expert 5.0+,tograndslam2023
andrew christmas,caleb cummings,Prophecy,Expert 5.0+,tograndslam2023
evan denny,malachi espinola,Rain or Shine,Expert 5.0+,tograndslam2023
andrew kosche,jason rhoads,Rhoad work,Expert 5.0+,tograndslam2023
bryant karratti,jake lebaron,Royal Flush,Expert 5.0+,tograndslam2023
kyan kornfeld,nickhil anantha,skill issue,Expert 5.0+,tograndslam2023
brandon brown,drew cummins,Stay Brown,Expert 5.0+,tograndslam2023
lucas pruett,tucker judkins,stinky,Expert 5.0+,tograndslam2023
taylor church,xande plaisted,Taylor and Xande,Expert 5.0+,tograndslam2023
samuel buckman,warren foote,Three Crowns,Expert 5.0+,tograndslam2023
