Player 1,Player 2,Team Name,Division,Tournament
markus anderle,yvo heinen,Paindrops,Open Pro,etspadova2023
emanuel rimle,roman peter,[SUI] Rimle/Peter,Open Pro,etspadova2023
michele berlanda,nicola bazzani,Double Bang,Open Pro,etspadova2023
eisenträger lukas,paul siemer,Eisenträger/Siemer,Open Pro,etspadova2023
erik borja forschner mitre,marco navío ruiz,Fred Potter,Open Pro,etspadova2023
cedric widin,matias bermejo pasetti,Hokus Boom,Open Pro,etspadova2023
levi vandaele,yosha vandaele,Hustling Brothers,Open Pro,etspadova2023
jakub víšek,ravi kandula,Kandula/Visek,Open Pro,etspadova2023
erwan chapeliere,hugo lacombe,Lacombe/Chapelière,Open Pro,etspadova2023
david jindra,stefan handschmann,nerds in disguise,Open Pro,etspadova2023
jan stachiewicz,jaroslav čabala,Never Cold🌡️,Open Pro,etspadova2023
dorian améziane,robin florinda,Pour Combien ?,Open Pro,etspadova2023
andrea borsotti,riccardo mercadini,RBZ Capri Sons,Open Pro,etspadova2023
merlin baumeler,ramon felix,RCB Drü,Open Pro,etspadova2023
carlo engel,luc moor,RCB Spikeleeks,Open Pro,etspadova2023
benjamin bachler,nelson dziruni,RCG Powerline,Open Pro,etspadova2023
charlotte bruns,elise van der stichelen,25.02,Women's Pro,etspadova2023
riet d'hoore,jana vandesijpe,Allesch Kapoedt,Women's Pro,etspadova2023
amely joly,ricarda witt,Apple Bottom Jeans,Women's Pro,etspadova2023
alexa peusch,theresa knauf,Chicken Joe,Women's Pro,etspadova2023
chiara pernigo,silvia zanella,Cucciolone guerriere,Women's Pro,etspadova2023
alina teskey,ines kornek,Curly Fries,Women's Pro,etspadova2023
nicole fatt,ruth troughton,GBR - TROUGHTON / FATT,Women's Pro,etspadova2023
hanna gebel,helena molina raga,Helena/Hanna,Women's Pro,etspadova2023
anaïs duport,sarah martinez,Miettes de biscuit,Women's Pro,etspadova2023
constanze lehner,larissa haas,Mosquitos,Women's Pro,etspadova2023
franzi stadler,julia stadler,Mrc Stadlers,Women's Pro,etspadova2023
lou washburn,nora haas,Out Of Order,Women's Pro,etspadova2023
inès paysan,natacha alt,Puces&dives,Women's Pro,etspadova2023
kristina dettmann,tina gulden,secco maracuja,Women's Pro,etspadova2023
daniela kadlec,megan leybourne,tiramisu,Women's Pro,etspadova2023
laura kunzelmann,ronja lorenz,towerful,Women's Pro,etspadova2023
gauthier vandamme,joeri vlassaks,Belgian Fries,Open Gold,etspadova2023
marcus gauterin,tim klement,Bodybag!,Open Gold,etspadova2023
herman henström,samuel mjönes,Cobra Spike,Open Gold,etspadova2023
matteo sacchini,tom eynard,Eynard/Sacchini,Open Gold,etspadova2023
ryan danekas,samy caux-ramon,French Contact,Open Gold,etspadova2023
mark elbourne,trevor cook,GBR - ELBOURNE / COOK,Open Gold,etspadova2023
johannes mitterwald,mathias gangkofner,Gemmathi & Let's Jo,Open Gold,etspadova2023
aleksandrs juška,mikus jaunpetrovičs,"halo, halo, palma?",Open Gold,etspadova2023
gabriel stoisser,raffael jonas,Jonas/Stoisser,Open Gold,etspadova2023
halvard hanisch,marcos campos,Marcos/Halvard,Open Gold,etspadova2023
giacomo merlin,louis mareschal,Mareschal/Merlin,Open Gold,etspadova2023
esaja ekman,noah skogward,One Swedish Machine,Open Gold,etspadova2023
aymeric sandoz,jérôme renimel,Pas Toucheyyy,Open Gold,etspadova2023
jonas eigenmann,luc bürki,Pocket Aces,Open Gold,etspadova2023
alessandro zanellato,jacopo dudine,Serial Chillers,Open Gold,etspadova2023
hjalte knudsen,jakob g. damgaard,Spikeghetti,Open Gold,etspadova2023
lotte verbeke,pieter de pauw,[BEL] Baguet/De Pauw,Open Contender,etspadova2023
ismail seddik,karim naim,[EGY] Hamburger,Open Contender,etspadova2023
akram walid,marwan islam,[EGY] It's complicated,Open Contender,etspadova2023
ahmed saafan,youssef atwan,[EGY] Zebda,Open Contender,etspadova2023
aimeric vinas,alexandre rollois,Alpes roundnet,Open Contender,etspadova2023
kārlis kazakupčs,mārtiņš jaunpetrovičs,Baltic Powerhouse,Open Contender,etspadova2023
lucas alexandre rohrbach,mathias felipe rios rohrbach,BRRRAS,Open Contender,etspadova2023
jeroen brus,rudo brus,Brusbrothers,Open Contender,etspadova2023
fre eskens,jurre baguet,Claviculae Fractura,Open Contender,etspadova2023
clément martin-gougenheim,pierre lecrosnier,Coaching Gagnant,Open Contender,etspadova2023
gytis buckiūnas,rokas ignatavičius,Cold start,Open Contender,etspadova2023
edvin baggman,noa ljung,Curly Cutters,Open Contender,etspadova2023
jonas tarnutzer,raphael zgraggen,CutriX,Open Contender,etspadova2023
nicolas perriraz,samuel schmid,Cutter Boyz,Open Contender,etspadova2023
dano pezzi,dimitri kuhn,Dimi and Dano,Open Contender,etspadova2023
alexandre tauziède,kevin manitch,Els Cracks,Open Contender,etspadova2023
alain florinda,joan ducommun,Free Electrons,Open Contender,etspadova2023
harvey jackson,hugo callaway,GBR - CALLAWAY / JACKSON,Open Contender,etspadova2023
jamie carmichael,jamie douglas,GBR - DOUGLAS / CARMICHAEL,Open Contender,etspadova2023
amrit hingorani,jack collard,GBR - HINGORANI / TBC,Open Contender,etspadova2023
antoine macquet,faisal sayyed,GBR - SAYYED / MACQUET,Open Contender,etspadova2023
alec gautier,yanis bouchemoua,Golden Derby,Open Contender,etspadova2023
limongiu antonio,vlad cornoiu,Hihilism,Open Contender,etspadova2023
franco müller,teo kukuljan,In the pocket,Open Contender,etspadova2023
jarec schouten,patrick de lange,Jalapeno Unchained,Open Contender,etspadova2023
jorge donayre,leonardo travasoni,Jorge/Leonardo,Open Contender,etspadova2023
jakob blaaholm nielsen,malte klinkby,Kondie Blondie,Open Contender,etspadova2023
amir youssef,waltteri heikkinen,L-Mansion,Open Contender,etspadova2023
mindaugas butkus,ugnius lekecinskas,"LSF ""Sensei""",Open Contender,etspadova2023
marco bortoloso,matteo molli,M&M's,Open Contender,etspadova2023
marco gatta,mattia bazzani,Mattia Marco,Open Contender,etspadova2023
francesco mezzetti,tommaso cappi,MEZCAP,Open Contender,etspadova2023
topias zein,tuomas orava,Netiquette,Open Contender,etspadova2023
giovanni messina,mirko biondini,Panetta,Open Contender,etspadova2023
andrea piccirillo,daniel di fazio,Piccirillo Di Fazio,Open Contender,etspadova2023
emeric lemoine,stan van manen,Pindakaasseur,Open Contender,etspadova2023
etienne prison,sören baumann,Prison/Baumann,Open Contender,etspadova2023
marcos bermudez muratel,rafael gallego,Pusshycut,Open Contender,etspadova2023
reinis pavlovskis,rihards repels,R-UNIT,Open Contender,etspadova2023
bogdan aldea,catalin militaru,RC Magic Hits,Open Contender,etspadova2023
rcm andrei cornea,rcm madalin,RC Magic Wands,Open Contender,etspadova2023
luca tosatti,tobia sermenghi,RCB - Most Improved,Open Contender,etspadova2023
federico grazi,mattia pareschi,RCB Presidenziale,Open Contender,etspadova2023
florin limbovici,madalin popa,RCB Rock'n Ball!,Open Contender,etspadova2023
florian calame,julien christen,RCC Nullards,Open Contender,etspadova2023
simeon seitz,tuomas kauppinen,Seitz/Kauppinen,Open Contender,etspadova2023
gabriel luna soriano,oriol gonzalez,Serve and Smile,Open Contender,etspadova2023
lucian cimpian,peter gyergyoi,Sitting ducks,Open Contender,etspadova2023
alessandro framarini,luca leoni,STRATOSFICHI,Open Contender,etspadova2023
aske hammar,jeppe norlyk hansen,The Blocksmiths,Open Contender,etspadova2023
janek dudzik,tadeusz pętlak,Warsaw Spikes DuPę,Open Contender,etspadova2023
max łochowski,mikołaj cichocki,WS Jazz Astral,Open Contender,etspadova2023
britt vankemenade,tatiana delbecke,[BEL] - Delbecke/Vankemenade,Women's Advanced,etspadova2023
elena berlanda,nicole biondini,[ITA] Biondini/Berlanda,Women's Advanced,etspadova2023
daria orlandini,fabia canu,[ITA] Canu/Orlandini,Women's Advanced,etspadova2023
małgosia dalidonis,olga wachowiec,[POL] Spooky Spike 🔥,Women's Advanced,etspadova2023
cîmpian kinga - anamaria,irina bob,BooooomBall,Women's Advanced,etspadova2023
jaana häkkinen,riikka salmensaari,Finguins 🐧,Women's Advanced,etspadova2023
antonia sencovici,sabina labonc,Fireball,Women's Advanced,etspadova2023
klara elmblad,linnea hedman,Flicking chicks,Women's Advanced,etspadova2023
dārta elizabete emuliņa,lauma ernestsone,flip flap,Women's Advanced,etspadova2023
rebecca smith,sophie cooke,GBR - COOKE / SMITH,Women's Advanced,etspadova2023
emily hill-smith,sarah joy quibell,GBR - HILL-SMITH / QUIBELL,Women's Advanced,etspadova2023
angelika bauer,tamara sundl,Hot Dogs,Women's Advanced,etspadova2023
eline meijer,sophie bouma,Kassa Wodkis,Women's Advanced,etspadova2023
raquel martín tablado,sara villamariz do nascimento,Las Chinches,Women's Advanced,etspadova2023
lucile rouault,vanangamoudiar liza,Les pushy cats,Women's Advanced,etspadova2023
ellinor gustavsson,emmy dahlquist,Long Short,Women's Advanced,etspadova2023
naiara vidal,raphaela pfund,Maßkrug Tapas,Women's Advanced,etspadova2023
freya levie,nora kunz,Ovary action,Women's Advanced,etspadova2023
mirjam wiedmer,vivienne nenz,RCB Snack Attackers,Women's Advanced,etspadova2023
hanna westerland,rebecca mollberg,Roundabout Rallies,Women's Advanced,etspadova2023
carole gassner,kaija eigenmann,Trashkonzert ft. KJ and C-dog,Women's Advanced,etspadova2023
alina pîrlea,beatrice tărășilă,Waves,Women's Advanced,etspadova2023
sufi eggenberger,svenja kunz,Zürcher Meitschibei,Women's Advanced,etspadova2023
martina melchionda,veronica specchia,È Vero o martiX ?,Women's Advanced,etspadova2023
emily barnes,jasmine cheung,GBR - BARNES / CHEUNG,Women's Intermediate,etspadova2023
ilonka thielen,roos van der donk,In the pocket,Women's Intermediate,etspadova2023
astrid andreassen,nadia enevoldsen,Kombardo,Women's Intermediate,etspadova2023
jessica borgers,mady smit,MaJestic Madness,Women's Intermediate,etspadova2023
arta naumane,samanta naumane,Nomoneyz,Women's Intermediate,etspadova2023
vicky perez,angela jiménez,Qué tiemble Padua!,Women's Intermediate,etspadova2023
krista jansone,silga ose,Skippers,Women's Intermediate,etspadova2023
bec dumesny,marianne ferragina,Spaghetti on toast,Women's Intermediate,etspadova2023
ella kinnunen,milja piesanen,Spiketastic Twosome,Women's Intermediate,etspadova2023
rasmine bak,rikke bloch,T-rex serve,Women's Intermediate,etspadova2023
anni kinnunen,noora tauriainen,Terminetters,Women's Intermediate,etspadova2023
selina bachmann,tosca pecorino,The Ballgrabbers,Women's Intermediate,etspadova2023
alba galvez pereira,marta andreu dueñas,The Fighters,Women's Intermediate,etspadova2023
ida finsen flensted,maja hillebro,The Incrediballs,Women's Intermediate,etspadova2023
