Player 1,Player 2,Team Name,Division,Tournament
coleman epperson,will picone,Air Buds,Premier 5.0+,sts22richmondva
connor harte,sean brown,Alaskan Bull Worms,Premier 5.0+,sts22richmondva
dylan east,hayden flood,Bazinga,Premier 5.0+,sts22richmondva
owen lippman,west peterson,Bot House,Premier 5.0+,sts22richmondva
anthony daming,juan ruiz-delgado,Bull City,Premier 5.0+,sts22richmondva
garrett hornok,joe bondi,Cruise Control,Premier 5.0+,sts22richmondva
fredric hinkle,rahul murthy,Double Clutch,Premier 5.0+,sts22richmondva
jenson miller,michael barkman,Evasive Maneuvers,Premier 5.0+,sts22richmondva
brayden latham,joe laruffa,Faulty Service,Premier 5.0+,sts22richmondva
gabe finocchi,max model,Finocchi/Model,Premier 5.0+,sts22richmondva
joel daniel graham,samuel corey,FUNdamentals,Premier 5.0+,sts22richmondva
jakub popluhar,trevor clements 704trev,Future Of Roundnet 🔮,Premier 5.0+,sts22richmondva
cody dryer,luke nickel,GFD GLITCH,Premier 5.0+,sts22richmondva
connor prelich,eric edge,Grande Ocho Abuela,Premier 5.0+,sts22richmondva
caleb brock,kurt lannetti,Grrrrr,Premier 5.0+,sts22richmondva
grant klapwijk,matthew cole,Kingdom Come,Premier 5.0+,sts22richmondva
faisal sayyed,kyle midgett,Kyle/Faisal,Premier 5.0+,sts22richmondva
andrew raber,ethan domster,Limitless Faith,Premier 5.0+,sts22richmondva
jacob martinez,ian murphy,Marphy,Premier 5.0+,sts22richmondva
benjamin bunze,jacob summers,No lefties?,Premier 5.0+,sts22richmondva
andrew gunter,josh kaplan,Om Shah Fan Club,Premier 5.0+,sts22richmondva
joel lapp,zac vance,PabloGD,Premier 5.0+,sts22richmondva
addison powers,grant laughlin,Power Wagon,Premier 5.0+,sts22richmondva
ravi kandula,ryan gross,Pullin P,Premier 5.0+,sts22richmondva
ezra dantowitz,kieran rose,Rose/Dantowitz,Premier 5.0+,sts22richmondva
ellis bass,rendall weaver,Speed Bump,Premier 5.0+,sts22richmondva
danny gologorsky,maxwell gunneson,Stamina,Premier 5.0+,sts22richmondva
brendan ferreira,noah luskus,Sweet Nothings,Premier 5.0+,sts22richmondva
liam sherron,owen bass,Teddy Bears,Premier 5.0+,sts22richmondva
james mitchum,polk denmark,Touches for Turkey,Premier 5.0+,sts22richmondva
christian bennett,dan abrams,TRP I’m pissed,Premier 5.0+,sts22richmondva
david gonzales,mike white,Van Boyz '17,Premier 5.0+,sts22richmondva
esaja ekman,skyler boles,We Play Sports,Premier 5.0+,sts22richmondva
a.j. martin,noah henriksen,Allergy Free Table,Contender 4.5+,sts22richmondva
benjamin thiriot,jaren haggard,Apex,Contender 4.5+,sts22richmondva
mark elbourne,scott beeks,Beeks/Elbourne,Contender 4.5+,sts22richmondva
diego ramirez,robert porter,Bert & Ernie,Contender 4.5+,sts22richmondva
nico lussier,steven meadows,Brick Wall,Contender 4.5+,sts22richmondva
antonio pipitone,travis bingham,Bricked up,Contender 4.5+,sts22richmondva
isaac staats,luke hopkins,Burnt Pancakes,Contender 4.5+,sts22richmondva
adin klassen,calvin smith,Caked Up,Contender 4.5+,sts22richmondva
brandon mckinney,garrett blanchard,Can’t Cut This,Contender 4.5+,sts22richmondva
michael thomasson,will parsons,Coconut Curls,Contender 4.5+,sts22richmondva
nicholas puopolo,tyler babin,CRO rimmer season,Contender 4.5+,sts22richmondva
adam weiss,jonah zwillinger,CTRL Z,Contender 4.5+,sts22richmondva
alex dimedio,jack dumouchel,Daddy Long Legs,Contender 4.5+,sts22richmondva
elijah katz,justan burfict,Elijah/Justan,Contender 4.5+,sts22richmondva
nathan montgomery,ryan montgomery,Farm Bros,Contender 4.5+,sts22richmondva
rob lauser,will anthony,Faultus Minimus,Contender 4.5+,sts22richmondva
david salzone,gage payne,Fortified Dinos,Contender 4.5+,sts22richmondva
josef bekiranov,nathaniel hargrove,Full throatle,Contender 4.5+,sts22richmondva
brandon fung,matt ryan,Get Bodied,Contender 4.5+,sts22richmondva
alex rokotas,alex stan,Global Alex,Contender 4.5+,sts22richmondva
logan burig,nate royer,Hehehehaw,Contender 4.5+,sts22richmondva
mike garrett,ryan paul,High Probability,Contender 4.5+,sts22richmondva
jake dohm,zachary troyer,Hot Commodity,Contender 4.5+,sts22richmondva
austin calhoun,donavon stell,Humpin’ and Bumpin’,Contender 4.5+,sts22richmondva
timothy köstenberger,tyler nelson,It’s Casual,Contender 4.5+,sts22richmondva
jacob narayan,josh perkins,Jake & Josh,Contender 4.5+,sts22richmondva
corey weiss,matt spolarich,Jersey Boyz,Contender 4.5+,sts22richmondva
ben gillman,tripp griffith,Juwan Howard & Will Smith School of Hits,Contender 4.5+,sts22richmondva
chas funk,luke mathe,Lefty Drop On Two,Contender 4.5+,sts22richmondva
sam snover,zach snover,Lil Stitious,Contender 4.5+,sts22richmondva
nikhil narayen,ricky santiago,McCarren's Second Worst,Contender 4.5+,sts22richmondva
adrian garcea,austin ha,Moby Flick,Contender 4.5+,sts22richmondva
aaron hernandez,brandon stokes,Monkey Business,Contender 4.5+,sts22richmondva
jack kaufman,robert mooney,Mooney/Kaufman,Contender 4.5+,sts22richmondva
joey maichen,joseph shanno,Muffin Soldiers,Contender 4.5+,sts22richmondva
colby case,reed kellett,Never Butter,Contender 4.5+,sts22richmondva
henry pleszkoch,tyler keener,Nittany Nation,Contender 4.5+,sts22richmondva
chase gunter,sam bunze,No touch,Contender 4.5+,sts22richmondva
connor shupe,noah katz,Noah/Connor,Contender 4.5+,sts22richmondva
chris cuomo,nathan benjamin,Off Day,Contender 4.5+,sts22richmondva
brian hutton,evan eads,Please Venmo,Contender 4.5+,sts22richmondva
albert tong,brian perlson,Sassquatch Hunters,Contender 4.5+,sts22richmondva
dalton gilder,reid lampert,Sauce Wonky,Contender 4.5+,sts22richmondva
eric walston,jonathan williford,Sets For Moms,Contender 4.5+,sts22richmondva
henry pilliod,matthew morelli,Shiloh,Contender 4.5+,sts22richmondva
dominik hataš,jaroslav čabala,SHK Silky Mitts,Contender 4.5+,sts22richmondva
connor reid,stephan graham,Siddy,Contender 4.5+,sts22richmondva
nolan marolf,sam mccune,Small Dawgs,Contender 4.5+,sts22richmondva
jake mottershead,josh didonato,Smoke & Mirrors,Contender 4.5+,sts22richmondva
harold mancia,zach carver,Sodi Time,Contender 4.5+,sts22richmondva
allen ombougno,nate kt,Soft Touch,Contender 4.5+,sts22richmondva
mark kholodenko,rishab jain,Spikological Warfare,Contender 4.5+,sts22richmondva
noah horton,pouya parsinejad,Step Dads,Contender 4.5+,sts22richmondva
eric markstein,henry switz,Switz & Steamer,Contender 4.5+,sts22richmondva
ben ramirez,dylan rourke,Tazzmires,Contender 4.5+,sts22richmondva
andrew sullivan,trenton swann,Teckers,Contender 4.5+,sts22richmondva
kory steinberg,pat marinich,Terrible Terrapins,Contender 4.5+,sts22richmondva
josiah friend,judah friend,The Friend Bros,Contender 4.5+,sts22richmondva
john silva,josh esposo,The Holy Hitters,Contender 4.5+,sts22richmondva
joseph motto,sean caufield,Too Much Sandwich,Contender 4.5+,sts22richmondva
nathan yoder,seth yoder,Toters,Contender 4.5+,sts22richmondva
james brock,samuel davis,Turf Scar,Contender 4.5+,sts22richmondva
joshua mayfield,stephen mayfield,Two of a Kind,Contender 4.5+,sts22richmondva
justin shaytar,tommy oddo,Vending Machine Learning,Contender 4.5+,sts22richmondva
christian brennan,will eckard,VWODU,Contender 4.5+,sts22richmondva
john buchanan,landon lauffer,Walmart Wolves,Contender 4.5+,sts22richmondva
nicolas yabar,paul auster,We play everything,Contender 4.5+,sts22richmondva
ian timan,john kelley,WOOZNER,Contender 4.5+,sts22richmondva
hudson walker,jack walker,Yosef’s Yahoos,Contender 4.5+,sts22richmondva
james richmond,luke repass,You can't skip lunch,Contender 4.5+,sts22richmondva
adam clarke,alex lim,You sound like you're from LANDAN!,Contender 4.5+,sts22richmondva
connor adkins,jp mitchell,Adkins/Mitchell,Advanced 4.0,sts22richmondva
kevin cottrell,logan coffelt,Ball Busters,Advanced 4.0,sts22richmondva
rami hanash,spencer booth,Ben Gillman Fan Club,Advanced 4.0,sts22richmondva
bill bishop,stephen bishop,Bish Ball,Advanced 4.0,sts22richmondva
joseph bahhady,louis van't hof,Boston 🤝 St. Louis,Advanced 4.0,sts22richmondva
justin gagliardo,trenton shelly,Drop shot,Advanced 4.0,sts22richmondva
josh slizinov,samuel gilbert,McCarren's Worst,Advanced 4.0,sts22richmondva
brent summers,myles morrison,Melee Weapon,Advanced 4.0,sts22richmondva
levi george,noah wood,Netty Wap,Advanced 4.0,sts22richmondva
jed valencia,spencer katepalli,Persuasian,Advanced 4.0,sts22richmondva
james campbell-robertson,robert kurtz,Robbie/James,Advanced 4.0,sts22richmondva
katrina gabriella,tim daudelin,Sass to the Grass,Advanced 4.0,sts22richmondva
brendan szabo,dillon mckay,Team Steezy,Advanced 4.0,sts22richmondva
aydin uluer,taylor reynolds,Tripp can't set,Advanced 4.0,sts22richmondva
isaiah hillman,josh brady,Two Strangers,Advanced 4.0,sts22richmondva
ilan klassen,john campbell-robertson,Youngins,Advanced 4.0,sts22richmondva
camille anderson,eleni thanopoulou,Atlantic Coasts,Women's Advanced 4.0+,sts22richmondva
stef ding,tiff ding,besties 👯‍♀️,Women's Advanced 4.0+,sts22richmondva
allie foster,katie pierson,Biggie Smalls,Women's Advanced 4.0+,sts22richmondva
alora thompson,liv bates,caffeinated,Women's Advanced 4.0+,sts22richmondva
alli kauffman rogers,becca graham,Graham/Rogers,Women's Advanced 4.0+,sts22richmondva
karah hui,sarah allen,KickStart,Women's Advanced 4.0+,sts22richmondva
joelle nguyen,tori farlow,NoTorious FwanJo,Women's Advanced 4.0+,sts22richmondva
nicole fatt,ruth troughton,RTNF,Women's Advanced 4.0+,sts22richmondva
madison west,marika korpinen,Small ball,Women's Advanced 4.0+,sts22richmondva
audrey summers,delanie raber,Summers/RABER,Women's Advanced 4.0+,sts22richmondva
ali jenki,olivia jenki,TWINZ,Women's Advanced 4.0+,sts22richmondva
hazel mitrik,jenelle dumais,Who Needs ACLs?,Women's Advanced 4.0+,sts22richmondva
jacqueline yoo,krista shrock,Zesty,Women's Advanced 4.0+,sts22richmondva
dante carroll,jp collins,Beast Coast,Intermediate 3.0,sts22richmondva
philip b,scott dubell,Boozing Bois,Intermediate 3.0,sts22richmondva
eric nissen,rakitha chelliah,Bron Squad,Intermediate 3.0,sts22richmondva
jacob arzaga,nathan yu,Bruh spikeball,Intermediate 3.0,sts22richmondva
kyle berkeley,samuel snyder,Carry Me Kyle,Intermediate 3.0,sts22richmondva
cayden m,ignacio moyano,Deez Nets,Intermediate 3.0,sts22richmondva
michael dubell,shawn williams,Dirty Dangles,Intermediate 3.0,sts22richmondva
christopher williams,matthew wissmann,Holy Cows,Intermediate 3.0,sts22richmondva
micah wipf,wynston meadath,Inferior Tweeners,Intermediate 3.0,sts22richmondva
james mcmillian,kevin worters,Kevin-James,Intermediate 3.0,sts22richmondva
baxter dingman,lee santorum,Milf Hunters,Intermediate 3.0,sts22richmondva
caleb schilling,micah nissly,Pair of Aces,Intermediate 3.0,sts22richmondva
michael ramsey,sho m,peanut,Intermediate 3.0,sts22richmondva
kyle keenan,shawn champion,Prestige Worldwide,Intermediate 3.0,sts22richmondva
jonathan bittner,robby lombardi,Rim Jobberz,Intermediate 3.0,sts22richmondva
lukas clites,josh hartt,Roid Ragers,Intermediate 3.0,sts22richmondva
robert stahler,seth stoltzfus,Setters of Catan,Intermediate 3.0,sts22richmondva
jack lambert,robert bishop,Sidearm Jackery,Intermediate 3.0,sts22richmondva
amrit hingorani,brian ge,"Two Guys, Three Hands",Intermediate 3.0,sts22richmondva
beckett samson,jake muldoon,whales,Intermediate 3.0,sts22richmondva
ashley jones,kelly field,Shore Thing,Women's Intermediate 2.0-3.0,sts22richmondva
isabella gay,opal orduña,Team Estrogen,Women's Intermediate 2.0-3.0,sts22richmondva
ashley razon,hannah z,The Filipinaz,Women's Intermediate 2.0-3.0,sts22richmondva
alyssa drain,anna lucas,Your Mom,Women's Intermediate 2.0-3.0,sts22richmondva
allie foster,gabe finocchi,Allison & Gabriel,Coed Advanced 4.0+,sts22richmondva
