Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
TRP Dolphin Dive,No Allie-by,"christian bennett, coleman epperson's","abby piedmont, allie foster",21,10,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Muhammad Curry,LBP,"ali jenki, stephen jones","carter hodgson, jeffrey taylor",25,24,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Presidential Thingz,Sisk/Yoder,"kade janikula, peter lu","griffin sisk, jeremy yoder",21,15,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bot House,An Educated Elephant,"owen lippman, west peterson","bransen eppes, john phillips",21,8,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Spy Kids 5: Return to Mysterious Island,Dotdotslash,"kade chapman, zachary hutzell","andrew murray, matthias moorefield",21,13,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Pretzel Day,Spicky Chicky Bicky,"henry pilliod, samuel corey","ben jones, abel manley",21,14,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Marino’s Mistress,dumpyyyy,"brendan ferreira, patric chu","nick neuman, sam kilinski",21,11,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bev’d up,Tim & Greg,"nate kt, sean brown","ian timan, julia brochu",21,13,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Sports and Brycen,Big Nutz LLC,"brycen patterson, jackson brasfield","bradley clark, diego ramirez",21,14,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Dennis & Demitri,The Bachelors,"kieran rose, tommy drake","tommy richard, tyler hutzell",21,14,Pool Play,clemsonts2023,Expert (4.5-5.0+)
B-Olivia,Them Dawgs is Hell,"david gonzales, olivia jenki","colton olvey, jake scharff",22,20,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Pick Pockets,Shredders,"joel hoffler, riley redmon","connor shupe, sam bunzee",21,17,Pool Play,clemsonts2023,Expert (4.5-5.0+)
TRP Dolphin Dive,LBP,"christian bennett, coleman epperson's","carter hodgson, jeffrey taylor",21,14,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Muhammad Curry,Presidential Thingz,"ali jenki, stephen jones","kade janikula, peter lu",24,25,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Sisk/Yoder,No Allie-by,"griffin sisk, jeremy yoder","abby piedmont, allie foster",21,17,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bot House,Dotdotslash,"owen lippman, west peterson","andrew murray, matthias moorefield",21,12,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Spy Kids 5: Return to Mysterious Island,Pretzel Day,"kade chapman, zachary hutzell","henry pilliod, samuel corey",18,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Spicky Chicky Bicky,An Educated Elephant,"ben jones, abel manley","bransen eppes, john phillips",21,17,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Marino’s Mistress,Tim & Greg,"brendan ferreira, patric chu","ian timan, julia brochu",21,12,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bev’d up,Sports and Brycen,"nate kt, sean brown","brycen patterson, jackson brasfield",21,23,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Big Nutz LLC,dumpyyyy,"bradley clark, diego ramirez","nick neuman, sam kilinski",15,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Dennis & Demitri,Them Dawgs is Hell,"kieran rose, tommy drake","colton olvey, jake scharff",21,15,Pool Play,clemsonts2023,Expert (4.5-5.0+)
B-Olivia,Pick Pockets,"david gonzales, olivia jenki","joel hoffler, riley redmon",17,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Shredders,The Bachelors,"connor shupe, sam bunzee","tommy richard, tyler hutzell",18,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
TRP Dolphin Dive,Sisk/Yoder,"christian bennett, coleman epperson's","griffin sisk, jeremy yoder",21,14,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Muhammad Curry,No Allie-by,"ali jenki, stephen jones","abby piedmont, allie foster",21,15,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Presidential Thingz,LBP,"kade janikula, peter lu","carter hodgson, jeffrey taylor",21,14,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bot House,Spicky Chicky Bicky,"owen lippman, west peterson","ben jones, abel manley",21,7,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Spy Kids 5: Return to Mysterious Island,An Educated Elephant,"kade chapman, zachary hutzell","bransen eppes, john phillips",21,18,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Pretzel Day,Dotdotslash,"henry pilliod, samuel corey","andrew murray, matthias moorefield",21,8,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Marino’s Mistress,Big Nutz LLC,"brendan ferreira, patric chu","bradley clark, diego ramirez",21,13,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bev’d up,dumpyyyy,"nate kt, sean brown","nick neuman, sam kilinski",21,19,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Sports and Brycen,Tim & Greg,"brycen patterson, jackson brasfield","ian timan, julia brochu",21,15,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Dennis & Demitri,Shredders,"kieran rose, tommy drake","connor shupe, sam bunzee",21,16,Pool Play,clemsonts2023,Expert (4.5-5.0+)
B-Olivia,The Bachelors,"david gonzales, olivia jenki","tommy richard, tyler hutzell",21,18,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Pick Pockets,Them Dawgs is Hell,"joel hoffler, riley redmon","colton olvey, jake scharff",21,12,Pool Play,clemsonts2023,Expert (4.5-5.0+)
TRP Dolphin Dive,Presidential Thingz,"christian bennett, coleman epperson's","kade janikula, peter lu",21,16,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Muhammad Curry,Sisk/Yoder,"ali jenki, stephen jones","griffin sisk, jeremy yoder",21,15,Pool Play,clemsonts2023,Expert (4.5-5.0+)
LBP,No Allie-by,"carter hodgson, jeffrey taylor","abby piedmont, allie foster",21,12,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bot House,Pretzel Day,"owen lippman, west peterson","henry pilliod, samuel corey",21,17,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Spy Kids 5: Return to Mysterious Island,Spicky Chicky Bicky,"kade chapman, zachary hutzell","ben jones, abel manley",17,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Dotdotslash,An Educated Elephant,"andrew murray, matthias moorefield","bransen eppes, john phillips",18,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Marino’s Mistress,Sports and Brycen,"brendan ferreira, patric chu","brycen patterson, jackson brasfield",21,16,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bev’d up,Big Nutz LLC,"nate kt, sean brown","bradley clark, diego ramirez",21,13,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Tim & Greg,dumpyyyy,"ian timan, julia brochu","nick neuman, sam kilinski",16,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Dennis & Demitri,Pick Pockets,"kieran rose, tommy drake","joel hoffler, riley redmon",21,17,Pool Play,clemsonts2023,Expert (4.5-5.0+)
B-Olivia,Shredders,"david gonzales, olivia jenki","connor shupe, sam bunzee",16,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Them Dawgs is Hell,The Bachelors,"colton olvey, jake scharff","tommy richard, tyler hutzell",21,16,Pool Play,clemsonts2023,Expert (4.5-5.0+)
TRP Dolphin Dive,Muhammad Curry,"christian bennett, coleman epperson's","ali jenki, stephen jones",21,19,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Presidential Thingz,No Allie-by,"kade janikula, peter lu","abby piedmont, allie foster",21,8,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Sisk/Yoder,LBP,"griffin sisk, jeremy yoder","carter hodgson, jeffrey taylor",18,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Bot House,Spy Kids 5: Return to Mysterious Island,"owen lippman, west peterson","kade chapman, zachary hutzell",21,11,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Pretzel Day,An Educated Elephant,"henry pilliod, samuel corey","bransen eppes, john phillips",21,11,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Spicky Chicky Bicky,Dotdotslash,"ben jones, abel manley","andrew murray, matthias moorefield",21,18,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Marino’s Mistress,Bev’d up,"brendan ferreira, patric chu","nate kt, sean brown",18,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Sports and Brycen,dumpyyyy,"brycen patterson, jackson brasfield","nick neuman, sam kilinski",21,18,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Big Nutz LLC,Tim & Greg,"bradley clark, diego ramirez","ian timan, julia brochu",13,21,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Dennis & Demitri,B-Olivia,"kieran rose, tommy drake","david gonzales, olivia jenki",21,19,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Pick Pockets,The Bachelors,"joel hoffler, riley redmon","tommy richard, tyler hutzell",21,12,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Shredders,Them Dawgs is Hell,"connor shupe, sam bunzee","colton olvey, jake scharff",21,7,Pool Play,clemsonts2023,Expert (4.5-5.0+)
Peach Tea and Dr. P,Micro-Soft Office,"cole solomon, joseph motto","maddie huffstetler, shelby vanderhoof",19,21,Pool Play,clemsonts2023,Contenders (4.0)
TKOs,Clemson Douthit F,"owen setterlind, trevor kelly","anthony schenk, eric baldwin",21,10,Pool Play,clemsonts2023,Contenders (4.0)
TJ Maxx,Hawt Dawgs,"neel mirani, tj roeder","gaelen collins, noah prevallet",21,7,Pool Play,clemsonts2023,Contenders (4.0)
Ponchos,Get spiked,"liv bates, sarah allen","caleb johnson, julia van vlake",21,10,Pool Play,clemsonts2023,Contenders (4.0)
Shot Clock,Serious Spikers >:(,"garrett payton, justin cellilli","brennan mcowen, corrie velder",21,13,Pool Play,clemsonts2023,Contenders (4.0)
Clemson Dragons,Spike and Ikes,"boyd coates, will mcfarland","jared mccabe, walker richardson",12,21,Pool Play,clemsonts2023,Contenders (4.0)
Taj ma balls,Clemson Orange,"cody peterson, sean caufield","jeremy lee, nicholas chao",21,8,Pool Play,clemsonts2023,Contenders (4.0)
Waffle Warriors,Space Monkeys 🚀🐒,"austin smith, nate culpepper","rafaela bastos, stef ding",18,21,Pool Play,clemsonts2023,Contenders (4.0)
Sicko Mode,Barber Shop,"dylan ross, jonathan fox","jacob stewart, wyatt koth",21,11,Pool Play,clemsonts2023,Contenders (4.0)
