Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Quality Service,mikey.roundnet,"andrew kosche, jacob payer","evan bock, max huang",18,21,Pool Play,casropen,Expert 5.0
Yourmom,BenDu Over,"clifton miller, tucker judkins","benjamin banuelos, michael du",19,21,Pool Play,casropen,Expert 5.0
Backhand only,Ugly Finders,"dean wasil, matt ortlip","aidan van eck, thomas pence",21,15,Pool Play,casropen,Expert 5.0
Take it ez john,Your Parents,"ethan zehr, john choi","drew cummins, kayla wu",21,18,Pool Play,casropen,Expert 5.0
Shifty Without the F,Irritable Ball Shmackers,"brandon brown, trevor barbosa","rafi moldovsky, william foote",21,15,Pool Play,casropen,Expert 5.0
Frag/Hui,Christmas Miracle,"josh fragiacomo, karah hui","dylan medveal, schon siguenza",21,14,Pool Play,casropen,Expert 5.0
JK.,Arrow Down,"jason rhoads, kyan kornfeld","alec galbo, noah johnson",21,15,Pool Play,casropen,Expert 5.0
Whopper? I barely know her,USC Late Registration,"josh cain, nick wideman","anthony winney, warner curtis",16,21,Pool Play,casropen,Expert 5.0
Quality Service,BenDu Over,"andrew kosche, jacob payer","benjamin banuelos, michael du",22,20,Pool Play,casropen,Expert 5.0
Yourmom,mikey.roundnet,"clifton miller, tucker judkins","evan bock, max huang",22,24,Pool Play,casropen,Expert 5.0
Backhand only,Your Parents,"dean wasil, matt ortlip","drew cummins, kayla wu",25,23,Pool Play,casropen,Expert 5.0
Take it ez john,Ugly Finders,"ethan zehr, john choi","aidan van eck, thomas pence",21,14,Pool Play,casropen,Expert 5.0
Shifty Without the F,Christmas Miracle,"brandon brown, trevor barbosa","dylan medveal, schon siguenza",21,13,Pool Play,casropen,Expert 5.0
Frag/Hui,Irritable Ball Shmackers,"josh fragiacomo, karah hui","rafi moldovsky, william foote",21,17,Pool Play,casropen,Expert 5.0
JK.,USC Late Registration,"jason rhoads, kyan kornfeld","anthony winney, warner curtis",21,17,Pool Play,casropen,Expert 5.0
Whopper? I barely know her,Arrow Down,"josh cain, nick wideman","alec galbo, noah johnson",21,16,Pool Play,casropen,Expert 5.0
Quality Service,Yourmom,"andrew kosche, jacob payer","clifton miller, tucker judkins",21,16,Pool Play,casropen,Expert 5.0
BenDu Over,mikey.roundnet,"benjamin banuelos, michael du","evan bock, max huang",21,15,Pool Play,casropen,Expert 5.0
Backhand only,Take it ez john,"dean wasil, matt ortlip","ethan zehr, john choi",24,25,Pool Play,casropen,Expert 5.0
Your Parents,Ugly Finders,"drew cummins, kayla wu","aidan van eck, thomas pence",21,18,Pool Play,casropen,Expert 5.0
Shifty Without the F,Frag/Hui,"brandon brown, trevor barbosa","josh fragiacomo, karah hui",13,21,Pool Play,casropen,Expert 5.0
Christmas Miracle,Irritable Ball Shmackers,"dylan medveal, schon siguenza","rafi moldovsky, william foote",21,18,Pool Play,casropen,Expert 5.0
JK.,Whopper? I barely know her,"jason rhoads, kyan kornfeld","josh cain, nick wideman",21,19,Pool Play,casropen,Expert 5.0
USC Late Registration,Arrow Down,"anthony winney, warner curtis","alec galbo, noah johnson",20,22,Pool Play,casropen,Expert 5.0
Quality Service,mikey.roundnet,"andrew kosche, jacob payer","evan bock, max huang",21,17,Pool Play,casropen,Expert 5.0
Yourmom,BenDu Over,"clifton miller, tucker judkins","benjamin banuelos, michael du",20,22,Pool Play,casropen,Expert 5.0
Backhand only,Ugly Finders,"dean wasil, matt ortlip","aidan van eck, thomas pence",21,11,Pool Play,casropen,Expert 5.0
Take it ez john,Your Parents,"ethan zehr, john choi","drew cummins, kayla wu",21,19,Pool Play,casropen,Expert 5.0
Shifty Without the F,Irritable Ball Shmackers,"brandon brown, trevor barbosa","rafi moldovsky, william foote",21,15,Pool Play,casropen,Expert 5.0
