Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Wunsch Meat 2: Revenge of the Meat,Lumin Ballers,"jacob wunschel, nick zirkle","jaime rush, steven ohms",1,0,Pool Play,2023msu,4.0-4.5 Competitive
Thomp Gonz,Lights Out,"lance gonzalez, trey thompson","jaren haggard, spencer escujuri",21,18,Pool Play,2023msu,4.0-4.5 Competitive
Emeth Popeject,yeah buddies,"emery krulish, kieran pope","jake jones, torrin girard",22,20,Pool Play,2023msu,4.0-4.5 Competitive
beep boop,Taramisu,"camille anderson, harold mancia","tal rogers, ara mercer",21,15,Pool Play,2023msu,4.0-4.5 Competitive
Wunsch Meat 2: Revenge of the Meat,Lights Out,"jacob wunschel, nick zirkle","jaren haggard, spencer escujuri",21,14,Pool Play,2023msu,4.0-4.5 Competitive
Thomp Gonz,Lumin Ballers,"lance gonzalez, trey thompson","jaime rush, steven ohms",1,0,Pool Play,2023msu,4.0-4.5 Competitive
Emeth Popeject,Taramisu,"emery krulish, kieran pope","tal rogers, ara mercer",21,14,Pool Play,2023msu,4.0-4.5 Competitive
beep boop,yeah buddies,"camille anderson, harold mancia","jake jones, torrin girard",21,9,Pool Play,2023msu,4.0-4.5 Competitive
Wunsch Meat 2: Revenge of the Meat,Thomp Gonz,"jacob wunschel, nick zirkle","lance gonzalez, trey thompson",13,21,Pool Play,2023msu,4.0-4.5 Competitive
Lights Out,Lumin Ballers,"jaren haggard, spencer escujuri","jaime rush, steven ohms",1,0,Pool Play,2023msu,4.0-4.5 Competitive
Emeth Popeject,beep boop,"emery krulish, kieran pope","camille anderson, harold mancia",18,21,Pool Play,2023msu,4.0-4.5 Competitive
Taramisu,yeah buddies,"tal rogers, ara mercer","jake jones, torrin girard",21,14,Pool Play,2023msu,4.0-4.5 Competitive
Wunsch Meat 2: Revenge of the Meat,Lumin Ballers,"jacob wunschel, nick zirkle","jaime rush, steven ohms",1,0,Pool Play,2023msu,4.0-4.5 Competitive
Thomp Gonz,Lights Out,"lance gonzalez, trey thompson","jaren haggard, spencer escujuri",23,25,Pool Play,2023msu,4.0-4.5 Competitive
Emeth Popeject,yeah buddies,"emery krulish, kieran pope","jake jones, torrin girard",21,14,Pool Play,2023msu,4.0-4.5 Competitive
beep boop,Taramisu,"camille anderson, harold mancia","tal rogers, ara mercer",21,19,Pool Play,2023msu,4.0-4.5 Competitive
Wunsch Meat 2: Revenge of the Meat,Lights Out,"jacob wunschel, nick zirkle","jaren haggard, spencer escujuri",21,19,Pool Play,2023msu,4.0-4.5 Competitive
Thomp Gonz,Lumin Ballers,"lance gonzalez, trey thompson","jaime rush, steven ohms",1,0,Pool Play,2023msu,4.0-4.5 Competitive
Emeth Popeject,Taramisu,"emery krulish, kieran pope","tal rogers, ara mercer",21,16,Pool Play,2023msu,4.0-4.5 Competitive
beep boop,yeah buddies,"camille anderson, harold mancia","jake jones, torrin girard",21,16,Pool Play,2023msu,4.0-4.5 Competitive
Wunsch Meat 2: Revenge of the Meat,Thomp Gonz,"jacob wunschel, nick zirkle","lance gonzalez, trey thompson",14,21,Pool Play,2023msu,4.0-4.5 Competitive
Lights Out,Lumin Ballers,"jaren haggard, spencer escujuri","jaime rush, steven ohms",1,0,Pool Play,2023msu,4.0-4.5 Competitive
Emeth Popeject,beep boop,"emery krulish, kieran pope","camille anderson, harold mancia",17,21,Pool Play,2023msu,4.0-4.5 Competitive
Taramisu,yeah buddies,"tal rogers, ara mercer","jake jones, torrin girard",21,18,Pool Play,2023msu,4.0-4.5 Competitive
Chaserz,Moose knuckles,"cole matas, rosalie elder","avery jacobson, madison vincent",1,0,Pool Play,2023msu,2.0-3.0 Recreational
Emilphie,Teton Tramps,"sophie livesay, emy mattox","reice mchenry, zane hafliger",22,20,Pool Play,2023msu,2.0-3.0 Recreational
Los Pollos Hermanos,Butt Sniffers,"brady ash, jack hathway","carder lutz, zach mckee",24,22,Pool Play,2023msu,2.0-3.0 Recreational
