Player 1,Player 2,Team Name,Division,Tournament
rohil senapati,lucas klopfenstein,Ambisinistrous,Expert,clubspike3
jack bushart,joey reynolds,Basketball Purity,Expert,clubspike3
gavin broekema,lindros beard,Beard/Broekema,Expert,clubspike3
jack bush,jason inumerable,bit.ly/T-Hamm-Ez,Expert,clubspike3
louie simbajon,mitch kelley,Broke Back Boys,Expert,clubspike3
chris wilkins,neal bergman,ClubSpike Big Slick,Expert,clubspike3
andrew sullivan,justin barr,GFD,Expert,clubspike3
jenson miller,michael barkman,GFD Evasive Maneuvers,Expert,clubspike3
caleb shorter,luke nickel,Goat Boat Moat...,Expert,clubspike3
andy trower,colin hobart,Revised Tweenie Hut Jr's,Expert,clubspike3
ryan marino,thomas hamilton,Rogue,Expert,clubspike3
ruben zapata,skyler sebring,Sebring / Zapata,Expert,clubspike3
mike priller,wyatt semke,Semke/Priller,Expert,clubspike3
grant longland,kyle fowler,Split Decision,Expert,clubspike3
chris kaptur,max fiebelkorn,Super Awesome Spikers,Expert,clubspike3
drew dueck,matt brooks,Booth Boys,Contender,clubspike3
joe mclaughlin,luke ziebarth,Butt Munchers,Contender,clubspike3
cece carlson,matthew scholz,Dumb Blondes,Contender,clubspike3
ben slight,oliver allen,Goons,Contender,clubspike3
alex grelle,kenny velu,Kenny and Alex,Contender,clubspike3
william white,charlie brobst,knullpojkar,Contender,clubspike3
ryan nelson,samantha barklow,Lanky and Shanky,Contender,clubspike3
nic breiter,riley nebel,Miracle Whiff,Contender,clubspike3
austin gerber,gabriel gerber,No Faults,Contender,clubspike3
kevin farrell,ryan lechner,Presidential,Contender,clubspike3
josef quispe,nevyn laframboise,Reverse Cutlery,Contender,clubspike3
drew martin,lance martin,Sons of Kenneth,Contender,clubspike3
jeffrey rauenbuehler,rachel luczak,textbook,Contender,clubspike3
korbin thompson,zach yeazell,Walter Pinkman,Contender,clubspike3
jayden simonian,john rubarth,Yellow Bears,Contender,clubspike3
