Player 1,Player 2,Team Name,Division,Tournament
aaron holt,ezra belnap,Clean Combo,4.5 Elite w/NHZ,2023rexburg
kael cordingley,konnor cordingley,Cobra Kai,4.5 Elite w/NHZ,2023rexburg
andrew greer,solomon berry,Disordered,4.5 Elite w/NHZ,2023rexburg
alex hart (asl),bryant karratti,Good Guys,4.5 Elite w/NHZ,2023rexburg
chandler hertzler,tal rogers,Great Left’s,4.5 Elite w/NHZ,2023rexburg
cole matas,emery krulish,Matas/Krulish,4.5 Elite w/NHZ,2023rexburg
jacob lunt,jaren haggard,No Cap,4.5 Elite w/NHZ,2023rexburg
jacob wunschel,kieran pope,Punschy,4.5 Elite w/NHZ,2023rexburg
camille anderson,spencer escujuri,Smooth Brain,4.5 Elite w/NHZ,2023rexburg
jack hart,trey thompson,Tart,4.5 Elite w/NHZ,2023rexburg
daulton monkress,logan grigg,The Best Fortnite Duo at OMS,4.5 Elite w/NHZ,2023rexburg
casey harman,harold mancia,Wasians,4.5 Elite w/NHZ,2023rexburg
chaz klein,kohner dixon,Ain't no way,4.0 Advanced w/NHZ,2023rexburg
jake jones,lance gonzalez,Buc-ee's Boys,4.0 Advanced w/NHZ,2023rexburg
cole burgon,rylie zippro,Cole+Rylie,4.0 Advanced w/NHZ,2023rexburg
bowen maynard,logan smith,Ice Spike,4.0 Advanced w/NHZ,2023rexburg
braden reeve,peter hart,Itsy Bitsy Spikers,4.0 Advanced w/NHZ,2023rexburg
david larsen,samuel beck,Late comers,4.0 Advanced w/NHZ,2023rexburg
adam calder,kaden kunz,Premier Balls,4.0 Advanced w/NHZ,2023rexburg
dylan lebaron,logan harlow,Retirement Spikers,4.0 Advanced w/NHZ,2023rexburg
colson morley,sam strickler,Strickler/Morley,4.0 Advanced w/NHZ,2023rexburg
callan underwood,francis calandrella,Underwood/Calandrella,4.0 Advanced w/NHZ,2023rexburg
cameron hone,hazel murray,reeses puffs,3.0 Intermediate,2023rexburg
charley palm,evan andersen,Andersen/Palm,3.0 Intermediate,2023rexburg
hyrum davis,jace shank,Ball Busters,3.0 Intermediate,2023rexburg
ben erickson,ryan bazzle,Bazzle/Erickson,3.0 Intermediate,2023rexburg
hayden massar,malachi warneke,Black and Tan,3.0 Intermediate,2023rexburg
kaelin tibbles,luke dean,Dean/Tibbles,3.0 Intermediate,2023rexburg
rosalie elder,jack k,Elder/Kelly,3.0 Intermediate,2023rexburg
garrett kaufman,ryan carroll,First serve,3.0 Intermediate,2023rexburg
kayla gordon,sander holguin,Gordon/Holguin,3.0 Intermediate,2023rexburg
alexander johnson,finn rector,Johnson/Rector,3.0 Intermediate,2023rexburg
chris gritzmaker,david knauert,Knauert/Gritzmaker,3.0 Intermediate,2023rexburg
andy brenengen,oliver miller,Miller/Brenengen,3.0 Intermediate,2023rexburg
carter gibson,jensen moretz,Moretz/Gibson,3.0 Intermediate,2023rexburg
braydon hunt,toby hunt,No Name,3.0 Intermediate,2023rexburg
connor leavitt,ethan hunt,No name2,3.0 Intermediate,2023rexburg
caleb osborn,samuel strickler,Osborn/Stricker,3.0 Intermediate,2023rexburg
casey harman,kara klavins,Parental Advisory,3.0 Intermediate,2023rexburg
jackson cook,jacob adams,PB&J,3.0 Intermediate,2023rexburg
johann schroeer,tyler johnson,Schroeer/Johnson,3.0 Intermediate,2023rexburg
bianca scipioni,barrett garcia,Scipioni/Garcia,3.0 Intermediate,2023rexburg
bryan black,jake tibbitts,Spike Heads,3.0 Intermediate,2023rexburg
jaxsen vehar,layne murdock,Spike Tyson,3.0 Intermediate,2023rexburg
bryson cook,spencer manley,Spikealogical warefare,3.0 Intermediate,2023rexburg
aaron fleming,mark kam,Super Smash Brothers,3.0 Intermediate,2023rexburg
taylor nielsen,teylor ronish,Taytay,3.0 Intermediate,2023rexburg
bridger davidson,carmine terraciano,Terraciano/Davidson,3.0 Intermediate,2023rexburg
isaac ricks,james tedjamulia,The cleaning crew,3.0 Intermediate,2023rexburg
nick nielsen,parker nielsen,The knights,3.0 Intermediate,2023rexburg
garrett grebe,seth uyechi,Uyechi/Grebe,3.0 Intermediate,2023rexburg
