Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Pai Sho,Ball Busters,"ethan zehr, jacob payer","billy durrill, thompson yang",21,15,Pool Play,open2,Expert 4.0-5.0
"See Ball, Whiff Ball",jihadi out the cave,"dylan medveal, matthew waisner","kaden hagenbuch, parminder parmar",24,22,Pool Play,open2,Expert 4.0-5.0
Shifty,Apples,"samuel buckman, trevor barbosa","elle lowe, michael liu",21,7,Pool Play,open2,Expert 4.0-5.0
Judgemental Eyes and Luke,Mario & Luigi,"luke pennington, tucker judkins","evan cox, leo cox",21,12,Pool Play,open2,Expert 4.0-5.0
Fractal Spikes,Ben Squared,"connor nelson, michael du","bendix heß, benjamin walker-edwards",21,13,Pool Play,open2,Expert 4.0-5.0
Oswalt / Schrag,DEEZ NETS!!!,"nathaniel schrag, ryan oswalt","justin silver, ragav subramanian",21,5,Pool Play,open2,Expert 4.0-5.0
Degenerational Wealth,pure filth,"jason rhoads, brandon brown","nate gauthier, nathan robertt",21,18,Pool Play,open2,Expert 4.0-5.0
Pai Sho,jihadi out the cave,"ethan zehr, jacob payer","kaden hagenbuch, parminder parmar",21,14,Pool Play,open2,Expert 4.0-5.0
Yellow Fever,Ball Busters,"franz castillo, pio clavecilla","billy durrill, thompson yang",21,10,Pool Play,open2,Expert 4.0-5.0
Shifty,Mario & Luigi,"samuel buckman, trevor barbosa","evan cox, leo cox",21,10,Pool Play,open2,Expert 4.0-5.0
Dylan’s Exes,Apples,"jack stinson, quinn hufler","elle lowe, michael liu",21,12,Pool Play,open2,Expert 4.0-5.0
Josh,Ben Squared,"josh cain, josh fragiacomo","bendix heß, benjamin walker-edwards",21,12,Pool Play,open2,Expert 4.0-5.0
Oswalt / Schrag,pure filth,"nathaniel schrag, ryan oswalt","nate gauthier, nathan robertt",21,15,Pool Play,open2,Expert 4.0-5.0
Olympic Ski Jumpers,DEEZ NETS!!!,"ron arbel, tim gaskin","justin silver, ragav subramanian",21,4,Pool Play,open2,Expert 4.0-5.0
Pai Sho,Yellow Fever,"ethan zehr, jacob payer","franz castillo, pio clavecilla",24,25,Pool Play,open2,Expert 4.0-5.0
"See Ball, Whiff Ball",Ball Busters,"dylan medveal, matthew waisner","billy durrill, thompson yang",21,13,Pool Play,open2,Expert 4.0-5.0
Shifty,Dylan’s Exes,"samuel buckman, trevor barbosa","jack stinson, quinn hufler",21,18,Pool Play,open2,Expert 4.0-5.0
Judgemental Eyes and Luke,Apples,"luke pennington, tucker judkins","elle lowe, michael liu",21,13,Pool Play,open2,Expert 4.0-5.0
Josh,Beach Bums,"josh cain, josh fragiacomo","ryan leong, sasha mariniuk",17,21,Pool Play,open2,Expert 4.0-5.0
Oswalt / Schrag,Olympic Ski Jumpers,"nathaniel schrag, ryan oswalt","ron arbel, tim gaskin",21,15,Pool Play,open2,Expert 4.0-5.0
Degenerational Wealth,DEEZ NETS!!!,"jason rhoads, brandon brown","justin silver, ragav subramanian",21,11,Pool Play,open2,Expert 4.0-5.0
"See Ball, Whiff Ball",Yellow Fever,"dylan medveal, matthew waisner","franz castillo, pio clavecilla",17,21,Pool Play,open2,Expert 4.0-5.0
jihadi out the cave,Ball Busters,"kaden hagenbuch, parminder parmar","billy durrill, thompson yang",21,16,Pool Play,open2,Expert 4.0-5.0
Judgemental Eyes and Luke,Dylan’s Exes,"luke pennington, tucker judkins","jack stinson, quinn hufler",21,12,Pool Play,open2,Expert 4.0-5.0
Mario & Luigi,Apples,"evan cox, leo cox","elle lowe, michael liu",13,21,Pool Play,open2,Expert 4.0-5.0
Fractal Spikes,Beach Bums,"connor nelson, michael du","ryan leong, sasha mariniuk",21,17,Pool Play,open2,Expert 4.0-5.0
Degenerational Wealth,Olympic Ski Jumpers,"jason rhoads, brandon brown","ron arbel, tim gaskin",21,16,Pool Play,open2,Expert 4.0-5.0
pure filth,DEEZ NETS!!!,"nate gauthier, nathan robertt","justin silver, ragav subramanian",21,7,Pool Play,open2,Expert 4.0-5.0
Pai Sho,"See Ball, Whiff Ball","ethan zehr, jacob payer","dylan medveal, matthew waisner",21,19,Pool Play,open2,Expert 4.0-5.0
Yellow Fever,jihadi out the cave,"franz castillo, pio clavecilla","kaden hagenbuch, parminder parmar",21,18,Pool Play,open2,Expert 4.0-5.0
Shifty,Judgemental Eyes and Luke,"samuel buckman, trevor barbosa","luke pennington, tucker judkins",18,21,Pool Play,open2,Expert 4.0-5.0
Dylan’s Exes,Mario & Luigi,"jack stinson, quinn hufler","evan cox, leo cox",21,12,Pool Play,open2,Expert 4.0-5.0
Josh,Fractal Spikes,"josh cain, josh fragiacomo","connor nelson, michael du",21,18,Pool Play,open2,Expert 4.0-5.0
Beach Bums,Ben Squared,"ryan leong, sasha mariniuk","bendix heß, benjamin walker-edwards",21,13,Pool Play,open2,Expert 4.0-5.0
Oswalt / Schrag,Degenerational Wealth,"nathaniel schrag, ryan oswalt","jason rhoads, brandon brown",22,24,Pool Play,open2,Expert 4.0-5.0
Olympic Ski Jumpers,pure filth,"ron arbel, tim gaskin","nate gauthier, nathan robertt",21,12,Pool Play,open2,Expert 4.0-5.0
Josh,Pai Sho,"josh cain, josh fragiacomo","ethan zehr, jacob payer",22,20,Bracket play round of Round of 16 game 1,open2,Expert 4.0-5.0
Josh,Pai Sho,"josh cain, josh fragiacomo","ethan zehr, jacob payer",17,21,Bracket play round of Round of 16 game 2,open2,Expert 4.0-5.0
Josh,Pai Sho,"josh cain, josh fragiacomo","ethan zehr, jacob payer",21,19,Bracket play round of Round of 16 game 3,open2,Expert 4.0-5.0
Beach Bums,"See Ball, Whiff Ball","ryan leong, sasha mariniuk","dylan medveal, matthew waisner",1,0,Bracket play round of Round of 16 game 1,open2,Expert 4.0-5.0
Beach Bums,"See Ball, Whiff Ball","ryan leong, sasha mariniuk","dylan medveal, matthew waisner",1,0,Bracket play round of Round of 16 game 2,open2,Expert 4.0-5.0
Judgemental Eyes and Luke,Josh,"luke pennington, tucker judkins","josh cain, josh fragiacomo",19,21,Bracket play round of Quarter-finals game 1,open2,Expert 4.0-5.0
Judgemental Eyes and Luke,Josh,"luke pennington, tucker judkins","josh cain, josh fragiacomo",17,21,Bracket play round of Quarter-finals game 2,open2,Expert 4.0-5.0
Oswalt / Schrag,Beach Bums,"nathaniel schrag, ryan oswalt","ryan leong, sasha mariniuk",21,18,Bracket play round of Quarter-finals game 1,open2,Expert 4.0-5.0
Oswalt / Schrag,Beach Bums,"nathaniel schrag, ryan oswalt","ryan leong, sasha mariniuk",21,19,Bracket play round of Quarter-finals game 2,open2,Expert 4.0-5.0
Josh,Oswalt / Schrag,"josh cain, josh fragiacomo","nathaniel schrag, ryan oswalt",21,18,Bracket play round of Semi-finals game 1,open2,Expert 4.0-5.0
Josh,Oswalt / Schrag,"josh cain, josh fragiacomo","nathaniel schrag, ryan oswalt",19,21,Bracket play round of Semi-finals game 2,open2,Expert 4.0-5.0
Josh,Oswalt / Schrag,"josh cain, josh fragiacomo","nathaniel schrag, ryan oswalt",16,21,Bracket play round of Semi-finals game 3,open2,Expert 4.0-5.0
Degenerational Wealth,Shifty,"jason rhoads, brandon brown","samuel buckman, trevor barbosa",0,1,Bracket play round of Final game 1,open2,Expert 4.0-5.0
Degenerational Wealth,Shifty,"jason rhoads, brandon brown","samuel buckman, trevor barbosa",0,1,Bracket play round of Final game 2,open2,Expert 4.0-5.0
Degenerational Wealth,Fractal Spikes,"jason rhoads, brandon brown","connor nelson, michael du",21,18,Bracket play round of 1st place game 1,open2,Expert 4.0-5.0
Degenerational Wealth,Fractal Spikes,"jason rhoads, brandon brown","connor nelson, michael du",21,17,Bracket play round of 1st place game 2,open2,Expert 4.0-5.0
Yellow Fever,Shifty,"franz castillo, pio clavecilla","samuel buckman, trevor barbosa",0,1,Bracket play round of 1st place game 1,open2,Expert 4.0-5.0
Yellow Fever,Shifty,"franz castillo, pio clavecilla","samuel buckman, trevor barbosa",1,0,Bracket play round of 1st place game 2,open2,Expert 4.0-5.0
Yellow Fever,Shifty,"franz castillo, pio clavecilla","samuel buckman, trevor barbosa",0,1,Bracket play round of 1st place game 3,open2,Expert 4.0-5.0
Fractal Spikes,Olympic Ski Jumpers,"connor nelson, michael du","ron arbel, tim gaskin",21,15,Bracket play round of 3rd place game 1,open2,Expert 4.0-5.0
Fractal Spikes,Olympic Ski Jumpers,"connor nelson, michael du","ron arbel, tim gaskin",21,15,Bracket play round of 3rd place game 2,open2,Expert 4.0-5.0
Shifty,Dylan’s Exes,"samuel buckman, trevor barbosa","jack stinson, quinn hufler",1,0,Bracket play round of 3rd place game 1,open2,Expert 4.0-5.0
Shifty,Dylan’s Exes,"samuel buckman, trevor barbosa","jack stinson, quinn hufler",1,0,Bracket play round of 3rd place game 2,open2,Expert 4.0-5.0
Beach Bums,Judgemental Eyes and Luke,"ryan leong, sasha mariniuk","luke pennington, tucker judkins",-1,-1,Bracket play round of P5: Semi-finals game 1,open2,Expert 4.0-5.0
Yellow Fever,Fractal Spikes,"franz castillo, pio clavecilla","connor nelson, michael du",-1,-1,Bracket play round of P5: Final game 1,open2,Expert 4.0-5.0
Pai Sho,"See Ball, Whiff Ball","ethan zehr, jacob payer","dylan medveal, matthew waisner",21,17,Bracket play round of P9: Semi-finals game 1,open2,Expert 4.0-5.0
Olympic Ski Jumpers,Dylan’s Exes,"ron arbel, tim gaskin","jack stinson, quinn hufler",0,2,Bracket play round of P9: Final game 1,open2,Expert 4.0-5.0
pure filth,DEEZ NETS!!!,"nate gauthier, nathan robertt","justin silver, ragav subramanian",2,0,Bracket play round of Quarter-finals game 1,open2,Expert 4.0-5.0
Apples,Ball Busters,"elle lowe, michael liu","billy durrill, thompson yang",2,0,Bracket play round of Quarter-finals game 1,open2,Expert 4.0-5.0
pure filth,Apples,"nate gauthier, nathan robertt","elle lowe, michael liu",0,2,Bracket play round of Semi-finals game 1,open2,Expert 4.0-5.0
jihadi out the cave,Ben Squared,"kaden hagenbuch, parminder parmar","bendix heß, benjamin walker-edwards",2,0,Bracket play round of Final game 1,open2,Expert 4.0-5.0
Ben Squared,Mario & Luigi,"bendix heß, benjamin walker-edwards","evan cox, leo cox",2,0,Bracket play round of 1st place game 1,open2,Expert 4.0-5.0
Ball Busters,DEEZ NETS!!!,"billy durrill, thompson yang","justin silver, ragav subramanian",2,0,Bracket play round of P5: Semi-finals game 1,open2,Expert 4.0-5.0
Ball Busters,DEEZ NETS!!!,"billy durrill, thompson yang","justin silver, ragav subramanian",2,0,Bracket play round of P5: Semi-finals game 1,open2,Expert 4.0-5.0
