Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Judgment Day,Morgan/Mowry,"gabriel finocchi, fredric hinkle","dawson morgan, luke mowry",21,16,Pool Play,saltlakecity2023,Premier 5.0+
Bad Combo,Mermaid Sparkle,"rahul murthy, will picone","christian bennett, noah luskus",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Assistive Touch,Cigar Boys,"buddy hammon, clark marshall","dan abrams, grant laughlin",21,17,Pool Play,saltlakecity2023,Premier 5.0+
TRP Spotless,Insystem,"joe bondi, ryan gross","blake bosak, etienne cote",18,21,Pool Play,saltlakecity2023,Premier 5.0+
TRP Moneyline,Lanky and Clanky,"matthew cole, ryder rivadeneyra","grant gouger, jesse lehn",21,13,Pool Play,saltlakecity2023,Premier 5.0+
Edgerunners,here to slay,"chase meyer, clifton miller","dax o'hair, bradley thompson",17,21,Pool Play,saltlakecity2023,Premier 5.0+
Not.Ok,Moon Boys,"anthony clifford, xande plaisted","conner bradshaw, jordan freitas",21,19,Pool Play,saltlakecity2023,Premier 5.0+
Native Texans,Hot‘n‘cold,"dylan bricker, grayson m wills","cody brower, trent alderfer",19,21,Pool Play,saltlakecity2023,Premier 5.0+
Quality Service,Teenage Dirtbags,"andrew kosche, jacob payer","kannon forbush, taylor sanford",21,18,Pool Play,saltlakecity2023,Premier 5.0+
NK.,BenDu Over,"nick wideman, kevin um","benjamin banuelos, michael du",13,21,Pool Play,saltlakecity2023,Premier 5.0+
WySpike Synergy,Burqueños,"matthew burrows, nick noguez","daniel blodgett, luke freimanis",21,10,Pool Play,saltlakecity2023,Premier 5.0+
Ball Blasters,Dialed,"david gonzales, rendall weaver","josh cain, luke pennington",16,21,Pool Play,saltlakecity2023,Premier 5.0+
Profit Boost,Last Place,"justin shaytar, kieran rose","ben arauzo, zayne shields",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Jersey Boyz,Goblin giant,"corey weiss, matt spolarich","kyan kornfeld, nickhil anantha",18,21,Pool Play,saltlakecity2023,Premier 5.0+
Lazy,Charlie and the Chocolate Factory,"cade larson, luke marshall","charlie camarena, david mitchell",21,13,Pool Play,saltlakecity2023,Premier 5.0+
Sawtooth Spikers,Royal Flush,"dennis joseph, thomas maloney","bryant karratti, jake lebaron",17,21,Pool Play,saltlakecity2023,Premier 5.0+
"Depression, Cheez-Its, and Cargo Shorts",Happenstance,"garrett carver, taylor church","jalen butkus, john hickmott",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Big Dawgs,Hit Ball Hard,"caleb cummings, tyler fernandez","adam porter, garrett ashton",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Chelsea United,Couldn't Carry less,"ethan zehr, josh fragiacomo","arrow griner, slade warner",21,16,Pool Play,saltlakecity2023,Premier 5.0+
BorderLine,Disordered,"kaleb wagner, trey thompson","andrew greer, solomon berry",18,21,Pool Play,saltlakecity2023,Premier 5.0+
Judgment Day,Mermaid Sparkle,"gabriel finocchi, fredric hinkle","christian bennett, noah luskus",21,19,Pool Play,saltlakecity2023,Premier 5.0+
Bad Combo,Morgan/Mowry,"rahul murthy, will picone","dawson morgan, luke mowry",16,21,Pool Play,saltlakecity2023,Premier 5.0+
Assistive Touch,Insystem,"buddy hammon, clark marshall","blake bosak, etienne cote",14,21,Pool Play,saltlakecity2023,Premier 5.0+
TRP Spotless,Cigar Boys,"joe bondi, ryan gross","dan abrams, grant laughlin",21,19,Pool Play,saltlakecity2023,Premier 5.0+
TRP Moneyline,here to slay,"matthew cole, ryder rivadeneyra","dax o'hair, bradley thompson",21,11,Pool Play,saltlakecity2023,Premier 5.0+
Edgerunners,Lanky and Clanky,"chase meyer, clifton miller","grant gouger, jesse lehn",23,21,Pool Play,saltlakecity2023,Premier 5.0+
Not.Ok,Hot‘n‘cold,"anthony clifford, xande plaisted","cody brower, trent alderfer",21,13,Pool Play,saltlakecity2023,Premier 5.0+
Native Texans,Moon Boys,"dylan bricker, grayson m wills","conner bradshaw, jordan freitas",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Quality Service,BenDu Over,"andrew kosche, jacob payer","benjamin banuelos, michael du",22,20,Pool Play,saltlakecity2023,Premier 5.0+
NK.,Teenage Dirtbags,"nick wideman, kevin um","kannon forbush, taylor sanford",21,16,Pool Play,saltlakecity2023,Premier 5.0+
WySpike Synergy,Dialed,"matthew burrows, nick noguez","josh cain, luke pennington",20,22,Pool Play,saltlakecity2023,Premier 5.0+
Ball Blasters,Burqueños,"david gonzales, rendall weaver","daniel blodgett, luke freimanis",21,11,Pool Play,saltlakecity2023,Premier 5.0+
Profit Boost,Goblin giant,"justin shaytar, kieran rose","kyan kornfeld, nickhil anantha",22,20,Pool Play,saltlakecity2023,Premier 5.0+
Jersey Boyz,Last Place,"corey weiss, matt spolarich","ben arauzo, zayne shields",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Lazy,Royal Flush,"cade larson, luke marshall","bryant karratti, jake lebaron",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Sawtooth Spikers,Charlie and the Chocolate Factory,"dennis joseph, thomas maloney","charlie camarena, david mitchell",21,19,Pool Play,saltlakecity2023,Premier 5.0+
"Depression, Cheez-Its, and Cargo Shorts",Hit Ball Hard,"garrett carver, taylor church","adam porter, garrett ashton",21,16,Pool Play,saltlakecity2023,Premier 5.0+
Big Dawgs,Happenstance,"caleb cummings, tyler fernandez","jalen butkus, john hickmott",21,7,Pool Play,saltlakecity2023,Premier 5.0+
Chelsea United,Disordered,"ethan zehr, josh fragiacomo","andrew greer, solomon berry",25,23,Pool Play,saltlakecity2023,Premier 5.0+
BorderLine,Couldn't Carry less,"kaleb wagner, trey thompson","arrow griner, slade warner",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Judgment Day,Bad Combo,"gabriel finocchi, fredric hinkle","rahul murthy, will picone",21,19,Pool Play,saltlakecity2023,Premier 5.0+
Mermaid Sparkle,Morgan/Mowry,"christian bennett, noah luskus","dawson morgan, luke mowry",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Assistive Touch,TRP Spotless,"buddy hammon, clark marshall","joe bondi, ryan gross",15,21,Pool Play,saltlakecity2023,Premier 5.0+
Insystem,Cigar Boys,"blake bosak, etienne cote","dan abrams, grant laughlin",21,17,Pool Play,saltlakecity2023,Premier 5.0+
TRP Moneyline,Edgerunners,"matthew cole, ryder rivadeneyra","chase meyer, clifton miller",21,13,Pool Play,saltlakecity2023,Premier 5.0+
here to slay,Lanky and Clanky,"dax o'hair, bradley thompson","grant gouger, jesse lehn",17,21,Pool Play,saltlakecity2023,Premier 5.0+
Not.Ok,Native Texans,"anthony clifford, xande plaisted","dylan bricker, grayson m wills",21,15,Pool Play,saltlakecity2023,Premier 5.0+
Hot‘n‘cold,Moon Boys,"cody brower, trent alderfer","conner bradshaw, jordan freitas",15,21,Pool Play,saltlakecity2023,Premier 5.0+
Quality Service,NK.,"andrew kosche, jacob payer","nick wideman, kevin um",21,16,Pool Play,saltlakecity2023,Premier 5.0+
BenDu Over,Teenage Dirtbags,"benjamin banuelos, michael du","kannon forbush, taylor sanford",21,15,Pool Play,saltlakecity2023,Premier 5.0+
WySpike Synergy,Ball Blasters,"matthew burrows, nick noguez","david gonzales, rendall weaver",25,24,Pool Play,saltlakecity2023,Premier 5.0+
Dialed,Burqueños,"josh cain, luke pennington","daniel blodgett, luke freimanis",21,14,Pool Play,saltlakecity2023,Premier 5.0+
Profit Boost,Jersey Boyz,"justin shaytar, kieran rose","corey weiss, matt spolarich",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Goblin giant,Last Place,"kyan kornfeld, nickhil anantha","ben arauzo, zayne shields",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Lazy,Sawtooth Spikers,"cade larson, luke marshall","dennis joseph, thomas maloney",21,9,Pool Play,saltlakecity2023,Premier 5.0+
Royal Flush,Charlie and the Chocolate Factory,"bryant karratti, jake lebaron","charlie camarena, david mitchell",17,21,Pool Play,saltlakecity2023,Premier 5.0+
"Depression, Cheez-Its, and Cargo Shorts",Big Dawgs,"garrett carver, taylor church","caleb cummings, tyler fernandez",19,21,Pool Play,saltlakecity2023,Premier 5.0+
Hit Ball Hard,Happenstance,"adam porter, garrett ashton","jalen butkus, john hickmott",21,15,Pool Play,saltlakecity2023,Premier 5.0+
Chelsea United,BorderLine,"ethan zehr, josh fragiacomo","kaleb wagner, trey thompson",17,21,Pool Play,saltlakecity2023,Premier 5.0+
Disordered,Couldn't Carry less,"andrew greer, solomon berry","arrow griner, slade warner",21,13,Pool Play,saltlakecity2023,Premier 5.0+
Judgment Day,Morgan/Mowry,"gabriel finocchi, fredric hinkle","dawson morgan, luke mowry",21,10,Pool Play,saltlakecity2023,Premier 5.0+
Bad Combo,Mermaid Sparkle,"rahul murthy, will picone","christian bennett, noah luskus",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Assistive Touch,Cigar Boys,"buddy hammon, clark marshall","dan abrams, grant laughlin",23,21,Pool Play,saltlakecity2023,Premier 5.0+
TRP Spotless,Insystem,"joe bondi, ryan gross","blake bosak, etienne cote",21,17,Pool Play,saltlakecity2023,Premier 5.0+
TRP Moneyline,Lanky and Clanky,"matthew cole, ryder rivadeneyra","grant gouger, jesse lehn",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Edgerunners,here to slay,"chase meyer, clifton miller","dax o'hair, bradley thompson",19,21,Pool Play,saltlakecity2023,Premier 5.0+
Not.Ok,Moon Boys,"anthony clifford, xande plaisted","conner bradshaw, jordan freitas",21,10,Pool Play,saltlakecity2023,Premier 5.0+
Native Texans,Hot‘n‘cold,"dylan bricker, grayson m wills","cody brower, trent alderfer",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Quality Service,Teenage Dirtbags,"andrew kosche, jacob payer","kannon forbush, taylor sanford",22,20,Pool Play,saltlakecity2023,Premier 5.0+
NK.,BenDu Over,"nick wideman, kevin um","benjamin banuelos, michael du",22,20,Pool Play,saltlakecity2023,Premier 5.0+
WySpike Synergy,Burqueños,"matthew burrows, nick noguez","daniel blodgett, luke freimanis",21,6,Pool Play,saltlakecity2023,Premier 5.0+
Ball Blasters,Dialed,"david gonzales, rendall weaver","josh cain, luke pennington",21,19,Pool Play,saltlakecity2023,Premier 5.0+
Profit Boost,Last Place,"justin shaytar, kieran rose","ben arauzo, zayne shields",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Jersey Boyz,Goblin giant,"corey weiss, matt spolarich","kyan kornfeld, nickhil anantha",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Lazy,Charlie and the Chocolate Factory,"cade larson, luke marshall","charlie camarena, david mitchell",21,12,Pool Play,saltlakecity2023,Premier 5.0+
Sawtooth Spikers,Royal Flush,"dennis joseph, thomas maloney","bryant karratti, jake lebaron",18,21,Pool Play,saltlakecity2023,Premier 5.0+
"Depression, Cheez-Its, and Cargo Shorts",Happenstance,"garrett carver, taylor church","jalen butkus, john hickmott",21,14,Pool Play,saltlakecity2023,Premier 5.0+
Big Dawgs,Hit Ball Hard,"caleb cummings, tyler fernandez","adam porter, garrett ashton",17,21,Pool Play,saltlakecity2023,Premier 5.0+
Chelsea United,Couldn't Carry less,"ethan zehr, josh fragiacomo","arrow griner, slade warner",21,15,Pool Play,saltlakecity2023,Premier 5.0+
BorderLine,Disordered,"kaleb wagner, trey thompson","andrew greer, solomon berry",21,13,Pool Play,saltlakecity2023,Premier 5.0+
Judgment Day,Mermaid Sparkle,"gabriel finocchi, fredric hinkle","christian bennett, noah luskus",21,15,Pool Play,saltlakecity2023,Premier 5.0+
Bad Combo,Morgan/Mowry,"rahul murthy, will picone","dawson morgan, luke mowry",22,20,Pool Play,saltlakecity2023,Premier 5.0+
Assistive Touch,Insystem,"buddy hammon, clark marshall","blake bosak, etienne cote",21,19,Pool Play,saltlakecity2023,Premier 5.0+
TRP Spotless,Cigar Boys,"joe bondi, ryan gross","dan abrams, grant laughlin",21,15,Pool Play,saltlakecity2023,Premier 5.0+
TRP Moneyline,here to slay,"matthew cole, ryder rivadeneyra","dax o'hair, bradley thompson",21,14,Pool Play,saltlakecity2023,Premier 5.0+
Edgerunners,Lanky and Clanky,"chase meyer, clifton miller","grant gouger, jesse lehn",15,21,Pool Play,saltlakecity2023,Premier 5.0+
Not.Ok,Hot‘n‘cold,"anthony clifford, xande plaisted","cody brower, trent alderfer",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Native Texans,Moon Boys,"dylan bricker, grayson m wills","conner bradshaw, jordan freitas",13,21,Pool Play,saltlakecity2023,Premier 5.0+
Quality Service,BenDu Over,"andrew kosche, jacob payer","benjamin banuelos, michael du",21,19,Pool Play,saltlakecity2023,Premier 5.0+
NK.,Teenage Dirtbags,"nick wideman, kevin um","kannon forbush, taylor sanford",21,16,Pool Play,saltlakecity2023,Premier 5.0+
WySpike Synergy,Dialed,"matthew burrows, nick noguez","josh cain, luke pennington",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Ball Blasters,Burqueños,"david gonzales, rendall weaver","daniel blodgett, luke freimanis",22,20,Pool Play,saltlakecity2023,Premier 5.0+
Profit Boost,Goblin giant,"justin shaytar, kieran rose","kyan kornfeld, nickhil anantha",21,16,Pool Play,saltlakecity2023,Premier 5.0+
Jersey Boyz,Last Place,"corey weiss, matt spolarich","ben arauzo, zayne shields",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Lazy,Royal Flush,"cade larson, luke marshall","bryant karratti, jake lebaron",21,13,Pool Play,saltlakecity2023,Premier 5.0+
Sawtooth Spikers,Charlie and the Chocolate Factory,"dennis joseph, thomas maloney","charlie camarena, david mitchell",21,15,Pool Play,saltlakecity2023,Premier 5.0+
"Depression, Cheez-Its, and Cargo Shorts",Hit Ball Hard,"garrett carver, taylor church","adam porter, garrett ashton",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Big Dawgs,Happenstance,"caleb cummings, tyler fernandez","jalen butkus, john hickmott",21,10,Pool Play,saltlakecity2023,Premier 5.0+
Chelsea United,Disordered,"ethan zehr, josh fragiacomo","andrew greer, solomon berry",17,21,Pool Play,saltlakecity2023,Premier 5.0+
BorderLine,Couldn't Carry less,"kaleb wagner, trey thompson","arrow griner, slade warner",21,15,Pool Play,saltlakecity2023,Premier 5.0+
Judgment Day,Bad Combo,"gabriel finocchi, fredric hinkle","rahul murthy, will picone",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Mermaid Sparkle,Morgan/Mowry,"christian bennett, noah luskus","dawson morgan, luke mowry",21,19,Pool Play,saltlakecity2023,Premier 5.0+
Assistive Touch,TRP Spotless,"buddy hammon, clark marshall","joe bondi, ryan gross",15,21,Pool Play,saltlakecity2023,Premier 5.0+
Insystem,Cigar Boys,"blake bosak, etienne cote","dan abrams, grant laughlin",15,21,Pool Play,saltlakecity2023,Premier 5.0+
TRP Moneyline,Edgerunners,"matthew cole, ryder rivadeneyra","chase meyer, clifton miller",21,13,Pool Play,saltlakecity2023,Premier 5.0+
here to slay,Lanky and Clanky,"dax o'hair, bradley thompson","grant gouger, jesse lehn",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Not.Ok,Native Texans,"anthony clifford, xande plaisted","dylan bricker, grayson m wills",21,19,Pool Play,saltlakecity2023,Premier 5.0+
Hot‘n‘cold,Moon Boys,"cody brower, trent alderfer","conner bradshaw, jordan freitas",16,21,Pool Play,saltlakecity2023,Premier 5.0+
Quality Service,NK.,"andrew kosche, jacob payer","nick wideman, kevin um",21,16,Pool Play,saltlakecity2023,Premier 5.0+
BenDu Over,Teenage Dirtbags,"benjamin banuelos, michael du","kannon forbush, taylor sanford",23,21,Pool Play,saltlakecity2023,Premier 5.0+
WySpike Synergy,Ball Blasters,"matthew burrows, nick noguez","david gonzales, rendall weaver",21,18,Pool Play,saltlakecity2023,Premier 5.0+
Dialed,Burqueños,"josh cain, luke pennington","daniel blodgett, luke freimanis",21,15,Pool Play,saltlakecity2023,Premier 5.0+
Profit Boost,Jersey Boyz,"justin shaytar, kieran rose","corey weiss, matt spolarich",19,21,Pool Play,saltlakecity2023,Premier 5.0+
Goblin giant,Last Place,"kyan kornfeld, nickhil anantha","ben arauzo, zayne shields",21,17,Pool Play,saltlakecity2023,Premier 5.0+
Lazy,Sawtooth Spikers,"cade larson, luke marshall","dennis joseph, thomas maloney",21,14,Pool Play,saltlakecity2023,Premier 5.0+
Royal Flush,Charlie and the Chocolate Factory,"bryant karratti, jake lebaron","charlie camarena, david mitchell",21,16,Pool Play,saltlakecity2023,Premier 5.0+
"Depression, Cheez-Its, and Cargo Shorts",Big Dawgs,"garrett carver, taylor church","caleb cummings, tyler fernandez",19,21,Pool Play,saltlakecity2023,Premier 5.0+
