Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Insystem,Justin/Alec,"blake bosak, etienne cote","alec galbo, justin cho",21,9,Pool Play,bcopen-sts-2023,Premier 5.0+
Nelson/Wideman,Star Power,"connor nelson, nick wideman","conner bradshaw, lucas peng",21,18,Pool Play,bcopen-sts-2023,Premier 5.0+
Big W Rizz,ARC Bitter,"trevor barbosa, élie pilon","austin bueckert, spencer longfellow",16,21,Pool Play,bcopen-sts-2023,Premier 5.0+
CRO Fall Damage,Small/Goh,"chris brown, tyler babin","jason small, nathan goh",21,11,Pool Play,bcopen-sts-2023,Premier 5.0+
Wesburn,Foote Fetish,"eddy leung, ivan zeng","jake woolley, nolan wynkoop",16,21,Pool Play,bcopen-sts-2023,Premier 5.0+
Guachos,Prairie Oysters,"josh fragiacomo, ryan oswalt","deryk kirchner, keaton kirchner",21,16,Pool Play,bcopen-sts-2023,Premier 5.0+
Sub Par,Groovy,"brandon brown, jacob payer","carlin vicera, will ries",19,21,Pool Play,bcopen-sts-2023,Premier 5.0+
Texas Blows,BDM Da Fence Builders,"dean wasil, luis orozco","joseph kaylor, ryan baillargeon",21,17,Pool Play,bcopen-sts-2023,Premier 5.0+
The Prince,Elijah/Bram,"maxime prince, samuel prince","bram declercq, elijah kim",19,21,Pool Play,bcopen-sts-2023,Premier 5.0+
Backpaqed,Commissionary,"kieran rose, paq clifford","nethaniel gabriel, peter lam",21,10,Pool Play,bcopen-sts-2023,Premier 5.0+
CRO happy birthday!,TRP KPOP,"adrian garcea, leonardo tullo","karah hui, kevin um",21,17,Pool Play,bcopen-sts-2023,Premier 5.0+
Insystem,Star Power,"blake bosak, etienne cote","conner bradshaw, lucas peng",21,11,Pool Play,bcopen-sts-2023,Premier 5.0+
Sin City,Justin/Alec,"malachi espinola, nicholas puopolo","alec galbo, justin cho",21,13,Pool Play,bcopen-sts-2023,Premier 5.0+
Big W Rizz,Small/Goh,"trevor barbosa, élie pilon","jason small, nathan goh",21,14,Pool Play,bcopen-sts-2023,Premier 5.0+
CRO Fall Damage,Wesburn,"chris brown, tyler babin","eddy leung, ivan zeng",21,16,Pool Play,bcopen-sts-2023,Premier 5.0+
Foote Fetish,ARC Bitter,"jake woolley, nolan wynkoop","austin bueckert, spencer longfellow",25,24,Pool Play,bcopen-sts-2023,Premier 5.0+
Guachos,Groovy,"josh fragiacomo, ryan oswalt","carlin vicera, will ries",21,18,Pool Play,bcopen-sts-2023,Premier 5.0+
Sub Par,Texas Blows,"brandon brown, jacob payer","dean wasil, luis orozco",17,21,Pool Play,bcopen-sts-2023,Premier 5.0+
BDM Da Fence Builders,Prairie Oysters,"joseph kaylor, ryan baillargeon","deryk kirchner, keaton kirchner",21,23,Pool Play,bcopen-sts-2023,Premier 5.0+
The Prince,Commissionary,"maxime prince, samuel prince","nethaniel gabriel, peter lam",21,13,Pool Play,bcopen-sts-2023,Premier 5.0+
Backpaqed,CRO happy birthday!,"kieran rose, paq clifford","adrian garcea, leonardo tullo",21,9,Pool Play,bcopen-sts-2023,Premier 5.0+
TRP KPOP,Elijah/Bram,"karah hui, kevin um","bram declercq, elijah kim",15,21,Pool Play,bcopen-sts-2023,Premier 5.0+
Insystem,Sin City,"blake bosak, etienne cote","malachi espinola, nicholas puopolo",21,14,Pool Play,bcopen-sts-2023,Premier 5.0+
Nelson/Wideman,Justin/Alec,"connor nelson, nick wideman","alec galbo, justin cho",21,12,Pool Play,bcopen-sts-2023,Premier 5.0+
