Player 1,Player 2,Team Name,Division,Tournament
alex hart (asl),kaleb wagner,American Spikers League,Premier 5.0+,columbus2023
buddy hammon,clark marshall,Assistive Touch,Premier 5.0+,columbus2023
chase meyer,tyler fernandez,Autonomous,Premier 5.0+,columbus2023
rahul murthy,will picone,Bad Combo,Premier 5.0+,columbus2023
grayson m wills,micah bouman,bang,Premier 5.0+,columbus2023
chris wilkins,neal bergman,Bergman/Wilkins,Premier 5.0+,columbus2023
brayden latham,matthew burrows,Boat Carriers,Premier 5.0+,columbus2023
colin hobart,jack bush,BoilerBirds,Premier 5.0+,columbus2023
owen lippman,west peterson,Bot House,Premier 5.0+,columbus2023
adam porter,bradley clark,Clark/Porter,Premier 5.0+,columbus2023
brendan ferreira,coleman epperson's,Coastal Beans,Premier 5.0+,columbus2023
justin barr,vincent mathieu,Critical Hit,Premier 5.0+,columbus2023
eric reinke,nicholas puopolo,CRO 7s Coming,Premier 5.0+,columbus2023
joshua hachey,leonardo tullo,CRO backdoor?,Premier 5.0+,columbus2023
chris brown,tyler babin,CRO Fall Damage,Premier 5.0+,columbus2023
kyle jeung,nathan goh,CRO Jungle Juice,Premier 5.0+,columbus2023
calyn kir,reilly paquette,Defected,Premier 5.0+,columbus2023
james richmond,liam sherron,Donner & Blitzen,Premier 5.0+,columbus2023
henry pilliod,rendall weaver,GFD Breakfast Balls,Premier 5.0+,columbus2023
daniel patten,levi rogers,GFD Cleveland Cowboys,Premier 5.0+,columbus2023
jenson miller,michael barkman,GFD Evasive Maneuvers,Premier 5.0+,columbus2023
joseph caligiuri,tim lacagnina,GFD Italian Buffet,Premier 5.0+,columbus2023
arjun dhankani,brad yates,GFD MUNCHERS,Premier 5.0+,columbus2023
aleks essen,jack w,GFD Pecan Pralines,Premier 5.0+,columbus2023
brandon arledge,david gonzales,GFD Rowgah,Premier 5.0+,columbus2023
andrew sullivan,caleb shorter,GFD Shorter & Taller,Premier 5.0+,columbus2023
rob's traveler,ruben zapata,GFD Undeterred,Premier 5.0+,columbus2023
cole maddox,kyle ackermann,GFD Wishy Washy,Premier 5.0+,columbus2023
cody dryer,luke nickel,Glitch,Premier 5.0+,columbus2023
jacob summers,polk denmark,Glizzy Gladiators,Premier 5.0+,columbus2023
adrian garcea,jack hart,Hart/Garcea,Premier 5.0+,columbus2023
drew ryder,frederik theunis,Highly Flammable ⚠️,Premier 5.0+,columbus2023
cole model,max model,Hilltop,Premier 5.0+,columbus2023
1 more,"etienne cote, blake bosak",Insystem,Premier 5.0+,columbus2023
corey weiss,matt spolarich,Jersey Boyz,Premier 5.0+,columbus2023
