Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
PNDubs,Friends of OC,"austin rawlings, malachi espinola","clifton miller, drew cummins",21,13,Pool Play,sts22seattlewa,Premier 5.0+
Shifty,Hot Jam,"samuel buckman, trevor barbosa","andrew stevens, dylan bricker",21,12,Pool Play,sts22seattlewa,Premier 5.0+
Pathos,Fundamental Franks,"anthony clifford, taylor church","brandon brown, corey schneider",21,17,Pool Play,sts22seattlewa,Premier 5.0+
Wonky Sauce,Montana Moose Riders,"blake bosak, justin plett","trent alderfer, trey thompson",21,15,Pool Play,sts22seattlewa,Premier 5.0+
Swamp Donkeys,Solar Monkeys,"emerson dean, etienne cote","evan denny, ryan mccargar",21,14,Pool Play,sts22seattlewa,Premier 5.0+
Deangle-Berries,big D,"dean wasil, solomon berry","garrett carver, lindros beard",21,18,Pool Play,sts22seattlewa,Premier 5.0+
Do a Barrel Roll,Rennie's on a Monday,"ben dantowitz, ezra dantowitz","ken pflaum, noah saddik",21,16,Pool Play,sts22seattlewa,Premier 5.0+
Cobra Kai,WagMurr TVR,"kevin zhu, ryan slaughter","kaleb wagner, matt murray",18,21,Pool Play,sts22seattlewa,Premier 5.0+
PNDubs,Hot Jam,"austin rawlings, malachi espinola","andrew stevens, dylan bricker",21,15,Pool Play,sts22seattlewa,Premier 5.0+
Michael Jackson,Friends of OC,"jackson bond, michael hsu","clifton miller, drew cummins",21,19,Pool Play,sts22seattlewa,Premier 5.0+
Pathos,Montana Moose Riders,"anthony clifford, taylor church","trent alderfer, trey thompson",21,18,Pool Play,sts22seattlewa,Premier 5.0+
Wonky Sauce,Swamp Donkeys,"blake bosak, justin plett","emerson dean, etienne cote",24,25,Pool Play,sts22seattlewa,Premier 5.0+
Solar Monkeys,Fundamental Franks,"evan denny, ryan mccargar","brandon brown, corey schneider",21,18,Pool Play,sts22seattlewa,Premier 5.0+
Deangle-Berries,Rennie's on a Monday,"dean wasil, solomon berry","ken pflaum, noah saddik",16,21,Pool Play,sts22seattlewa,Premier 5.0+
Do a Barrel Roll,Cobra Kai,"ben dantowitz, ezra dantowitz","kevin zhu, ryan slaughter",15,21,Pool Play,sts22seattlewa,Premier 5.0+
WagMurr TVR,big D,"kaleb wagner, matt murray","garrett carver, lindros beard",22,24,Pool Play,sts22seattlewa,Premier 5.0+
PNDubs,Michael Jackson,"austin rawlings, malachi espinola","jackson bond, michael hsu",21,18,Pool Play,sts22seattlewa,Premier 5.0+
Shifty,Friends of OC,"samuel buckman, trevor barbosa","clifton miller, drew cummins",21,16,Pool Play,sts22seattlewa,Premier 5.0+
Pathos,Solar Monkeys,"anthony clifford, taylor church","evan denny, ryan mccargar",18,21,Pool Play,sts22seattlewa,Premier 5.0+
Wonky Sauce,Fundamental Franks,"blake bosak, justin plett","brandon brown, corey schneider",21,13,Pool Play,sts22seattlewa,Premier 5.0+
Swamp Donkeys,Montana Moose Riders,"emerson dean, etienne cote","trent alderfer, trey thompson",21,18,Pool Play,sts22seattlewa,Premier 5.0+
Deangle-Berries,WagMurr TVR,"dean wasil, solomon berry","kaleb wagner, matt murray",23,21,Pool Play,sts22seattlewa,Premier 5.0+
Do a Barrel Roll,big D,"ben dantowitz, ezra dantowitz","garrett carver, lindros beard",16,21,Pool Play,sts22seattlewa,Premier 5.0+
Cobra Kai,Rennie's on a Monday,"kevin zhu, ryan slaughter","ken pflaum, noah saddik",19,21,Pool Play,sts22seattlewa,Premier 5.0+
Shifty,Michael Jackson,"samuel buckman, trevor barbosa","jackson bond, michael hsu",21,12,Pool Play,sts22seattlewa,Premier 5.0+
Hot Jam,Friends of OC,"andrew stevens, dylan bricker","clifton miller, drew cummins",14,21,Pool Play,sts22seattlewa,Premier 5.0+
Pathos,Swamp Donkeys,"anthony clifford, taylor church","emerson dean, etienne cote",12,21,Pool Play,sts22seattlewa,Premier 5.0+
Wonky Sauce,Solar Monkeys,"blake bosak, justin plett","evan denny, ryan mccargar",21,18,Pool Play,sts22seattlewa,Premier 5.0+
Montana Moose Riders,Fundamental Franks,"trent alderfer, trey thompson","brandon brown, corey schneider",14,21,Pool Play,sts22seattlewa,Premier 5.0+
Deangle-Berries,Cobra Kai,"dean wasil, solomon berry","kevin zhu, ryan slaughter",16,21,Pool Play,sts22seattlewa,Premier 5.0+
Do a Barrel Roll,WagMurr TVR,"ben dantowitz, ezra dantowitz","kaleb wagner, matt murray",18,21,Pool Play,sts22seattlewa,Premier 5.0+
Rennie's on a Monday,big D,"ken pflaum, noah saddik","garrett carver, lindros beard",19,21,Pool Play,sts22seattlewa,Premier 5.0+
PNDubs,Shifty,"austin rawlings, malachi espinola","samuel buckman, trevor barbosa",25,24,Pool Play,sts22seattlewa,Premier 5.0+
Michael Jackson,Hot Jam,"jackson bond, michael hsu","andrew stevens, dylan bricker",21,19,Pool Play,sts22seattlewa,Premier 5.0+
Pathos,Wonky Sauce,"anthony clifford, taylor church","blake bosak, justin plett",18,21,Pool Play,sts22seattlewa,Premier 5.0+
Swamp Donkeys,Fundamental Franks,"emerson dean, etienne cote","brandon brown, corey schneider",21,17,Pool Play,sts22seattlewa,Premier 5.0+
Solar Monkeys,Montana Moose Riders,"evan denny, ryan mccargar","trent alderfer, trey thompson",21,17,Pool Play,sts22seattlewa,Premier 5.0+
Deangle-Berries,Do a Barrel Roll,"dean wasil, solomon berry","ben dantowitz, ezra dantowitz",21,17,Pool Play,sts22seattlewa,Premier 5.0+
Cobra Kai,big D,"kevin zhu, ryan slaughter","garrett carver, lindros beard",13,21,Pool Play,sts22seattlewa,Premier 5.0+
WagMurr TVR,Rennie's on a Monday,"kaleb wagner, matt murray","ken pflaum, noah saddik",21,14,Pool Play,sts22seattlewa,Premier 5.0+
Revised Bradshaw/Sikand,Red Dragon,"conner bradshaw, vir sikand","eddy leung, joshua chui",18,21,Pool Play,sts22seattlewa,Contender 4.5+
Puddle's Touch,Don't Go Chasing Waterfalls,"joey carmichael, lucas banks","max chen, paul gray",21,16,Pool Play,sts22seattlewa,Contender 4.5+
Reverse Psychology,Sai/Tama,"jeremiah urban, nathan paauw","abhishek babu, ryan cho",21,18,Pool Play,sts22seattlewa,Contender 4.5+
AZR PBR COB,keep it simple,"aidan mackey, brian perlson","max huang, quinn hufler",15,21,Pool Play,sts22seattlewa,Contender 4.5+
Raw Dawgs,Fwangbros,"jacob miller, tyler hawthorne","dallin james, harold mancia",21,13,Pool Play,sts22seattlewa,Contender 4.5+
Jason's Girlfriends Fan Club and Jason,Waste and Vent,"jason small, john breum","daniel houser-diaz, zachary brant",21,16,Pool Play,sts22seattlewa,Contender 4.5+
Clem/Freitas,Lanky and Clanky,"carter clem, jordan freitas","grant gouger, jesse lehn",17,21,Pool Play,sts22seattlewa,Contender 4.5+
Hyphy,Victorious Secret,"daniel henriksen, trevor buchan","jaren haggard, keyan mclaughlin",22,20,Pool Play,sts22seattlewa,Contender 4.5+
Underdog Dynamics,White Willy,"connor larsen, zachary abas","justin white, will ries",13,21,Pool Play,sts22seattlewa,Contender 4.5+
High Guys,Somn Nasty,"davis jung, trevor slaughter","jackson blackburn, reese anderson",21,12,Pool Play,sts22seattlewa,Contender 4.5+
Business Trip,Beach Bums,"brooks massey, jake babbitt","ryan leong, sasha mariniuk",16,21,Pool Play,sts22seattlewa,Contender 4.5+
Fried Fries,Oo Baby,"bram declercq, justin cho","justin rasmussen, nicholas oo",21,15,Pool Play,sts22seattlewa,Contender 4.5+
Revised Bradshaw/Sikand,Don't Go Chasing Waterfalls,"conner bradshaw, vir sikand","max chen, paul gray",21,8,Pool Play,sts22seattlewa,Contender 4.5+
Puddle's Touch,Kayvon Fan Club,"joey carmichael, lucas banks","jake lepp, michael capobianco",14,21,Pool Play,sts22seattlewa,Contender 4.5+
Sai/Tama,Red Dragon,"abhishek babu, ryan cho","eddy leung, joshua chui",14,21,Pool Play,sts22seattlewa,Contender 4.5+
AZR PBR COB,Fwangbros,"aidan mackey, brian perlson","dallin james, harold mancia",20,22,Pool Play,sts22seattlewa,Contender 4.5+
Raw Dawgs,Butt Serves,"jacob miller, tyler hawthorne","joshua travis, spencer vega",21,16,Pool Play,sts22seattlewa,Contender 4.5+
Waste and Vent,keep it simple,"daniel houser-diaz, zachary brant","max huang, quinn hufler",15,21,Pool Play,sts22seattlewa,Contender 4.5+
Clem/Freitas,Victorious Secret,"carter clem, jordan freitas","jaren haggard, keyan mclaughlin",21,16,Pool Play,sts22seattlewa,Contender 4.5+
Hyphy,Underdog Dynamics,"daniel henriksen, trevor buchan","connor larsen, zachary abas",17,21,Pool Play,sts22seattlewa,Contender 4.5+
White Willy,Lanky and Clanky,"justin white, will ries","grant gouger, jesse lehn",21,14,Pool Play,sts22seattlewa,Contender 4.5+
High Guys,Beach Bums,"davis jung, trevor slaughter","ryan leong, sasha mariniuk",24,25,Pool Play,sts22seattlewa,Contender 4.5+
Business Trip,OG Blinggo Boys,"brooks massey, jake babbitt","adam randall, alex osler",21,12,Pool Play,sts22seattlewa,Contender 4.5+
Oo Baby,Somn Nasty,"justin rasmussen, nicholas oo","jackson blackburn, reese anderson",14,21,Pool Play,sts22seattlewa,Contender 4.5+
Revised Bradshaw/Sikand,Sai/Tama,"conner bradshaw, vir sikand","abhishek babu, ryan cho",21,9,Pool Play,sts22seattlewa,Contender 4.5+
Puddle's Touch,Reverse Psychology,"joey carmichael, lucas banks","jeremiah urban, nathan paauw",21,14,Pool Play,sts22seattlewa,Contender 4.5+
Kayvon Fan Club,Don't Go Chasing Waterfalls,"jake lepp, michael capobianco","max chen, paul gray",21,11,Pool Play,sts22seattlewa,Contender 4.5+
AZR PBR COB,Waste and Vent,"aidan mackey, brian perlson","daniel houser-diaz, zachary brant",21,12,Pool Play,sts22seattlewa,Contender 4.5+
Raw Dawgs,Jason's Girlfriends Fan Club and Jason,"jacob miller, tyler hawthorne","jason small, john breum",21,14,Pool Play,sts22seattlewa,Contender 4.5+
Butt Serves,Fwangbros,"joshua travis, spencer vega","dallin james, harold mancia",12,21,Pool Play,sts22seattlewa,Contender 4.5+
Clem/Freitas,White Willy,"carter clem, jordan freitas","justin white, will ries",18,21,Pool Play,sts22seattlewa,Contender 4.5+
Hyphy,Lanky and Clanky,"daniel henriksen, trevor buchan","grant gouger, jesse lehn",14,21,Pool Play,sts22seattlewa,Contender 4.5+
Underdog Dynamics,Victorious Secret,"connor larsen, zachary abas","jaren haggard, keyan mclaughlin",21,18,Pool Play,sts22seattlewa,Contender 4.5+
High Guys,Oo Baby,"davis jung, trevor slaughter","justin rasmussen, nicholas oo",21,17,Pool Play,sts22seattlewa,Contender 4.5+
Business Trip,Fried Fries,"brooks massey, jake babbitt","bram declercq, justin cho",21,15,Pool Play,sts22seattlewa,Contender 4.5+
OG Blinggo Boys,Beach Bums,"adam randall, alex osler","ryan leong, sasha mariniuk",13,21,Pool Play,sts22seattlewa,Contender 4.5+
Revised Bradshaw/Sikand,Kayvon Fan Club,"conner bradshaw, vir sikand","jake lepp, michael capobianco",19,21,Pool Play,sts22seattlewa,Contender 4.5+
Puddle's Touch,Red Dragon,"joey carmichael, lucas banks","eddy leung, joshua chui",10,21,Pool Play,sts22seattlewa,Contender 4.5+
Reverse Psychology,Don't Go Chasing Waterfalls,"jeremiah urban, nathan paauw","max chen, paul gray",21,14,Pool Play,sts22seattlewa,Contender 4.5+
AZR PBR COB,Butt Serves,"aidan mackey, brian perlson","joshua travis, spencer vega",21,12,Pool Play,sts22seattlewa,Contender 4.5+
Raw Dawgs,keep it simple,"jacob miller, tyler hawthorne","max huang, quinn hufler",21,18,Pool Play,sts22seattlewa,Contender 4.5+
Jason's Girlfriends Fan Club and Jason,Fwangbros,"jason small, john breum","dallin james, harold mancia",19,21,Pool Play,sts22seattlewa,Contender 4.5+
Clem/Freitas,Underdog Dynamics,"carter clem, jordan freitas","connor larsen, zachary abas",21,9,Pool Play,sts22seattlewa,Contender 4.5+
Hyphy,White Willy,"daniel henriksen, trevor buchan","justin white, will ries",17,21,Pool Play,sts22seattlewa,Contender 4.5+
