Player 1,Player 2,Team Name,Division,Tournament
calyn kir,clifford amadeo leveque,CAL,Challenger,rotcwindsor2023
adrian garcea,conrad wagler,Candy,Challenger,rotcwindsor2023
jesse paul,connor guinness,Cheat Right,Challenger,rotcwindsor2023
leonardo tullo,nathan goh,CRO guru goblins,Challenger,rotcwindsor2023
joey renaud,nethaniel gabriel,FCR BHAD Boys,Challenger,rotcwindsor2023
isaiah bergsma,jake choi,FCR Cold Cut Combo,Challenger,rotcwindsor2023
jhanaj quispe,josef quispe,JQ^2,Challenger,rotcwindsor2023
brendan reesor,derek soetemans,Milk Men,Challenger,rotcwindsor2023
andrew collard,brock .roundnet,NEMpire,Challenger,rotcwindsor2023
jesse holmes,macy pinsonneault,On Y Va,Challenger,rotcwindsor2023
johnny mcrae,liam mcrae,The Utilities,Challenger,rotcwindsor2023
aaron charette,trevor fleming,Till We Spike Again,Challenger,rotcwindsor2023
emerson dean,thomas hamilton,U.S.Eh,Challenger,rotcwindsor2023
gavin mckay,nicolas hardy,Ball Enthusiasts,Intermediate,rotcwindsor2023
gabriel contursi,nelson bergsma,FCR Sombrebros,Intermediate,rotcwindsor2023
julia rondinone,tim yip,Grand master Olga,Intermediate,rotcwindsor2023
alex vetero,matt lyons,McRibs,Intermediate,rotcwindsor2023
aaron waldt,nathan toews,Naaron,Intermediate,rotcwindsor2023
anicea saliba,philip drouin,Skinny Queens,Intermediate,rotcwindsor2023
chinmay s,tanmay sharma,Spike what?,Intermediate,rotcwindsor2023
jaime cunningham,sylvia dean,THE BOYS,Intermediate,rotcwindsor2023
joe alb,steven nguyen,The Steve and Joe show,Intermediate,rotcwindsor2023
