Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Clutch Touch,Flip Flop,"buddy hammon, rahul murthy","max billinghurst, skyler sebring",23,21,Pool Play,sts22chicagoil,Premier 5.0+
Flemetti,Diamond Bros,"kurt lannetti, marlon fleming","austin denny, reid pfutzenreuter",21,18,Pool Play,sts22chicagoil,Premier 5.0+
TRP Banana Boys,Purple Rainbows,"grant laughlin, will picone","christopher place, ethan datwyler",21,11,Pool Play,sts22chicagoil,Premier 5.0+
Swamp Donkeys,Bonfire Boys,"emerson dean, etienne cote","kevin bailey, nicolas dewey",22,20,Pool Play,sts22chicagoil,Premier 5.0+
PNDubs,Yomp,"austin rawlings, malachi espinola","josh braun, tristan peat",21,7,Pool Play,sts22chicagoil,Premier 5.0+
Kingdom Come,Revised Broekema/Longland,"grant klapwijk, matthew cole","gavin broekema, grant longland",21,10,Pool Play,sts22chicagoil,Premier 5.0+
Glitch,ω = θ/t,"cody dryer, luke nickel","nate wilson, reilly paquette",23,21,Pool Play,sts22chicagoil,Premier 5.0+
Bazinga,Team Tots,"dylan east, hayden flood","nick finney, trey newman",21,17,Pool Play,sts22chicagoil,Premier 5.0+
Joe Mez Joe,Bandaid Boys,"joe bondi, joe laruffa","matthew greathouse, trevor hoogendoorn",21,12,Pool Play,sts22chicagoil,Premier 5.0+
Indiscriminate Spikage,We Go Way Back,"brian perlson, jared beaufait","isaac freeman, raffael jonas",21,10,Pool Play,sts22chicagoil,Premier 5.0+
Creamy 0.5,Lanky Smoove,"michael hsu, ryan marino","max fiebelkorn, micah bouman",19,21,Pool Play,sts22chicagoil,Premier 5.0+
Switch Hit👑,Jack & the Beanstalk,"dawson morgan, thomas hamilton","isaac gavin, jack saunders",21,8,Pool Play,sts22chicagoil,Premier 5.0+
Evasive Bread,Gunneson/Rudzitis,"jenson miller, rendall weaver","maxwell gunneson, taaron rudzitis",21,17,Pool Play,sts22chicagoil,Premier 5.0+
Clutch Touch,Diamond Bros,"buddy hammon, rahul murthy","austin denny, reid pfutzenreuter",21,10,Pool Play,sts22chicagoil,Premier 5.0+
