Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
ClubSpike Big Slick,Happy Campers,"chris wilkins, neal bergman","bryce gray, maciah aldrich",21,11,Pool Play,wisconsin2023,Expert
Micah Spikeball,Semke/Zapata,"andrew perez, korbin thompson","ruben zapata, wyatt semke",21,17,Pool Play,wisconsin2023,Expert
Beard/Broekema,Cookin Curry,"gavin broekema, lindros beard","rohil senapati, ryan lechner",21,9,Pool Play,wisconsin2023,Expert
Lanky Smoove,3rd and 4th pick,"max fiebelkorn, micah bouman","kenny velu, louie simbajon",21,11,Pool Play,wisconsin2023,Expert
Puzzles,Tater Bots,"clifford amadeo leveque, skyler sebring","jason inumerable, matthew greathouse",21,16,Pool Play,wisconsin2023,Expert
No skin andys,What the flick?,"jacob yoo, mitch kelley","joren rudzitis, taaron rudzitis",21,17,Pool Play,wisconsin2023,Expert
ClubSpike Big Slick,Semke/Zapata,"chris wilkins, neal bergman","ruben zapata, wyatt semke",21,13,Pool Play,wisconsin2023,Expert
Micah Spikeball,Happy Campers,"andrew perez, korbin thompson","bryce gray, maciah aldrich",21,15,Pool Play,wisconsin2023,Expert
Beard/Broekema,3rd and 4th pick,"gavin broekema, lindros beard","kenny velu, louie simbajon",21,11,Pool Play,wisconsin2023,Expert
Lanky Smoove,Cookin Curry,"max fiebelkorn, micah bouman","rohil senapati, ryan lechner",21,11,Pool Play,wisconsin2023,Expert
Puzzles,What the flick?,"clifford amadeo leveque, skyler sebring","joren rudzitis, taaron rudzitis",21,15,Pool Play,wisconsin2023,Expert
No skin andys,Tater Bots,"jacob yoo, mitch kelley","jason inumerable, matthew greathouse",21,10,Pool Play,wisconsin2023,Expert
ClubSpike Big Slick,Micah Spikeball,"chris wilkins, neal bergman","andrew perez, korbin thompson",21,10,Pool Play,wisconsin2023,Expert
Semke/Zapata,Happy Campers,"ruben zapata, wyatt semke","bryce gray, maciah aldrich",21,17,Pool Play,wisconsin2023,Expert
Beard/Broekema,Lanky Smoove,"gavin broekema, lindros beard","max fiebelkorn, micah bouman",21,15,Pool Play,wisconsin2023,Expert
3rd and 4th pick,Cookin Curry,"kenny velu, louie simbajon","rohil senapati, ryan lechner",21,16,Pool Play,wisconsin2023,Expert
Puzzles,No skin andys,"clifford amadeo leveque, skyler sebring","jacob yoo, mitch kelley",21,14,Pool Play,wisconsin2023,Expert
What the flick?,Tater Bots,"joren rudzitis, taaron rudzitis","jason inumerable, matthew greathouse",17,21,Pool Play,wisconsin2023,Expert
ClubSpike Big Slick,Happy Campers,"chris wilkins, neal bergman","bryce gray, maciah aldrich",21,9,Pool Play,wisconsin2023,Expert
Micah Spikeball,Semke/Zapata,"andrew perez, korbin thompson","ruben zapata, wyatt semke",21,19,Pool Play,wisconsin2023,Expert
Beard/Broekema,Cookin Curry,"gavin broekema, lindros beard","rohil senapati, ryan lechner",21,13,Pool Play,wisconsin2023,Expert
Lanky Smoove,3rd and 4th pick,"max fiebelkorn, micah bouman","kenny velu, louie simbajon",21,12,Pool Play,wisconsin2023,Expert
