Player 1,Player 2,Team Name,Division,Tournament
kenny velu,louie simbajon,3rd and 4th pick,Expert,wisconsin2023
gavin broekema,lindros beard,Beard/Broekema,Expert,wisconsin2023
chris wilkins,neal bergman,ClubSpike Big Slick,Expert,wisconsin2023
rohil senapati,ryan lechner,Cookin Curry,Expert,wisconsin2023
bryce gray,maciah aldrich,Happy Campers,Expert,wisconsin2023
max fiebelkorn,micah bouman,Lanky Smoove,Expert,wisconsin2023
andrew perez,korbin thompson,Micah Spikeball,Expert,wisconsin2023
jacob yoo,mitch kelley,No skin andys,Expert,wisconsin2023
clifford amadeo leveque,skyler sebring,Puzzles,Expert,wisconsin2023
ruben zapata,wyatt semke,Semke/Zapata,Expert,wisconsin2023
jason inumerable,matthew greathouse,Tater Bots,Expert,wisconsin2023
joren rudzitis,taaron rudzitis,What the flick?,Expert,wisconsin2023
dax ruplinger,sam erickson,Blueberry Fwango,Advanced,wisconsin2023
james ochoa,jeff serafini,Dominos Drip,Advanced,wisconsin2023
allison ramsey,joshua hartman,Munchkins,Advanced,wisconsin2023
samantha barklow,samantha greathouse,Sams Club,Advanced,wisconsin2023
bo clow,kyle clow,Team Clow,Advanced,wisconsin2023
jeffrey rauenbuehler,rachel luczak,textbook,Advanced,wisconsin2023
ethan laumer,john kohler,The bread bandits,Advanced,wisconsin2023
drew dueck,justin kohl,Visual Hinder,Advanced,wisconsin2023
