Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Hero’s Dose,Boom Boys,"carlin vicera, etienne cote","john o'neal, logan garwood",21,16,Pool Play,gritcity2,Advanced
Grape Boys,Defense is Dead(ly),"malachi espinola, trevor slaughter","davis jung, solomon berry",25,23,Pool Play,gritcity2,Advanced
Bottomless Breadsticks,setters of catan,"dallin james, lucas peng","amit kumar, joseph coleson",21,11,Pool Play,gritcity2,Advanced
Wendy’s 4 for 4,Sets on the Beach,"hailee bennett, tory white","brendan hull, dustin bishop",21,9,Pool Play,gritcity2,Advanced
PSR S/T,Quadruple Faults I Guess?,"derek tang, jason small","erick osthiemer, garret james",21,16,Pool Play,gritcity2,Advanced
We came for the buffet,little slammers,"quang nguyen, ryan cho","oliver viera, paiden rose",21,10,Pool Play,gritcity2,Advanced
Golden Gate Keepers,Sponsored by Carmelos Tacos,"andrew nakahara, trevor buchan","angelo ibarrola, joel yang",21,17,Pool Play,gritcity2,Advanced
Just Joshing Around,Big Mac,"josh fisk, joshua travis","hudson roberts, jake wasson",21,9,Pool Play,gritcity2,Advanced
Double Fault Duo,Spike around and find out,"arthur troncoso, bryce jacobsen","david cheung, pavan narahari",21,17,Pool Play,gritcity2,Advanced
Hero’s Dose,Defense is Dead(ly),"carlin vicera, etienne cote","davis jung, solomon berry",21,17,Pool Play,gritcity2,Advanced
Grape Boys,Boom Boys,"malachi espinola, trevor slaughter","john o'neal, logan garwood",21,11,Pool Play,gritcity2,Advanced
Bottomless Breadsticks,Sets on the Beach,"dallin james, lucas peng","brendan hull, dustin bishop",21,16,Pool Play,gritcity2,Advanced
Dawgs Crew,setters of catan,"liam keohane, max nice","amit kumar, joseph coleson",21,14,Pool Play,gritcity2,Advanced
PSR S/T,HRC Towers,"derek tang, jason small","jensen elsemore, will melhorn",21,15,Pool Play,gritcity2,Advanced
Passenger Princesses,Quadruple Faults I Guess?,"alex osler, maia aton","erick osthiemer, garret james",18,21,Pool Play,gritcity2,Advanced
We came for the buffet,Sponsored by Carmelos Tacos,"quang nguyen, ryan cho","angelo ibarrola, joel yang",21,19,Pool Play,gritcity2,Advanced
TuNga VikaYak Attacks the Court,little slammers,"kayla ngai, victor tu","oliver viera, paiden rose",21,11,Pool Play,gritcity2,Advanced
Just Joshing Around,Spike around and find out,"josh fisk, joshua travis","david cheung, pavan narahari",21,16,Pool Play,gritcity2,Advanced
Big and tall,Big Mac,"hernestor ramirez diaz, josh wozniak","hudson roberts, jake wasson",21,12,Pool Play,gritcity2,Advanced
Hero’s Dose,Grape Boys,"carlin vicera, etienne cote","malachi espinola, trevor slaughter",22,20,Pool Play,gritcity2,Advanced
Defense is Dead(ly),Boom Boys,"davis jung, solomon berry","john o'neal, logan garwood",21,17,Pool Play,gritcity2,Advanced
Bottomless Breadsticks,Dawgs Crew,"dallin james, lucas peng","liam keohane, max nice",21,14,Pool Play,gritcity2,Advanced
Wendy’s 4 for 4,setters of catan,"hailee bennett, tory white","amit kumar, joseph coleson",21,18,Pool Play,gritcity2,Advanced
PSR S/T,Passenger Princesses,"derek tang, jason small","alex osler, maia aton",21,12,Pool Play,gritcity2,Advanced
We came for the buffet,TuNga VikaYak Attacks the Court,"quang nguyen, ryan cho","kayla ngai, victor tu",21,10,Pool Play,gritcity2,Advanced
Golden Gate Keepers,little slammers,"andrew nakahara, trevor buchan","oliver viera, paiden rose",21,11,Pool Play,gritcity2,Advanced
Just Joshing Around,Big and tall,"josh fisk, joshua travis","hernestor ramirez diaz, josh wozniak",14,21,Pool Play,gritcity2,Advanced
Double Fault Duo,Big Mac,"arthur troncoso, bryce jacobsen","hudson roberts, jake wasson",21,7,Pool Play,gritcity2,Advanced
Wendy’s 4 for 4,Dawgs Crew,"hailee bennett, tory white","liam keohane, max nice",21,17,Pool Play,gritcity2,Advanced
Sets on the Beach,setters of catan,"brendan hull, dustin bishop","amit kumar, joseph coleson",17,21,Pool Play,gritcity2,Advanced
HRC Towers,Quadruple Faults I Guess?,"jensen elsemore, will melhorn","erick osthiemer, garret james",22,20,Pool Play,gritcity2,Advanced
Golden Gate Keepers,TuNga VikaYak Attacks the Court,"andrew nakahara, trevor buchan","kayla ngai, victor tu",21,10,Pool Play,gritcity2,Advanced
Sponsored by Carmelos Tacos,little slammers,"angelo ibarrola, joel yang","oliver viera, paiden rose",21,8,Pool Play,gritcity2,Advanced
Double Fault Duo,Big and tall,"arthur troncoso, bryce jacobsen","hernestor ramirez diaz, josh wozniak",21,12,Pool Play,gritcity2,Advanced
Spike around and find out,Big Mac,"david cheung, pavan narahari","hudson roberts, jake wasson",21,14,Pool Play,gritcity2,Advanced
Hero’s Dose,Boom Boys,"carlin vicera, etienne cote","john o'neal, logan garwood",21,12,Pool Play,gritcity2,Advanced
Grape Boys,Defense is Dead(ly),"malachi espinola, trevor slaughter","davis jung, solomon berry",20,22,Pool Play,gritcity2,Advanced
Bottomless Breadsticks,Wendy’s 4 for 4,"dallin james, lucas peng","hailee bennett, tory white",14,21,Pool Play,gritcity2,Advanced
Dawgs Crew,Sets on the Beach,"liam keohane, max nice","brendan hull, dustin bishop",21,16,Pool Play,gritcity2,Advanced
Passenger Princesses,HRC Towers,"alex osler, maia aton","jensen elsemore, will melhorn",23,21,Pool Play,gritcity2,Advanced
We came for the buffet,Golden Gate Keepers,"quang nguyen, ryan cho","andrew nakahara, trevor buchan",15,21,Pool Play,gritcity2,Advanced
TuNga VikaYak Attacks the Court,Sponsored by Carmelos Tacos,"kayla ngai, victor tu","angelo ibarrola, joel yang",19,21,Pool Play,gritcity2,Advanced
Just Joshing Around,Double Fault Duo,"josh fisk, joshua travis","arthur troncoso, bryce jacobsen",16,21,Pool Play,gritcity2,Advanced
Big and tall,Spike around and find out,"hernestor ramirez diaz, josh wozniak","david cheung, pavan narahari",25,23,Pool Play,gritcity2,Advanced
Hero’s Dose,Defense is Dead(ly),"carlin vicera, etienne cote","davis jung, solomon berry",18,21,Pool Play,gritcity2,Advanced
Grape Boys,Boom Boys,"malachi espinola, trevor slaughter","john o'neal, logan garwood",21,16,Pool Play,gritcity2,Advanced
Hero’s Dose,Grape Boys,"carlin vicera, etienne cote","malachi espinola, trevor slaughter",21,19,Pool Play,gritcity2,Advanced
Defense is Dead(ly),Boom Boys,"davis jung, solomon berry","john o'neal, logan garwood",21,10,Pool Play,gritcity2,Advanced
Quadruple Faults I Guess?,Passenger Princesses,"erick osthiemer, garret james","alex osler, maia aton",18,21,Bracket play round of Round of 32 game 1,gritcity2,Advanced
Quadruple Faults I Guess?,Passenger Princesses,"erick osthiemer, garret james","alex osler, maia aton",21,18,Bracket play round of Round of 32 game 2,gritcity2,Advanced
Quadruple Faults I Guess?,Passenger Princesses,"erick osthiemer, garret james","alex osler, maia aton",21,18,Bracket play round of Round of 32 game 3,gritcity2,Advanced
We came for the buffet,little slammers,"quang nguyen, ryan cho","oliver viera, paiden rose",15,9,Bracket play round of Round of 32 game 1,gritcity2,Advanced
We came for the buffet,little slammers,"quang nguyen, ryan cho","oliver viera, paiden rose",15,12,Bracket play round of Round of 32 game 2,gritcity2,Advanced
Just Joshing Around,setters of catan,"josh fisk, joshua travis","amit kumar, joseph coleson",15,12,Bracket play round of Round of 32 game 1,gritcity2,Advanced
Just Joshing Around,setters of catan,"josh fisk, joshua travis","amit kumar, joseph coleson",15,10,Bracket play round of Round of 32 game 2,gritcity2,Advanced
Sponsored by Carmelos Tacos,Sets on the Beach,"angelo ibarrola, joel yang","brendan hull, dustin bishop",15,11,Bracket play round of Round of 32 game 1,gritcity2,Advanced
Sponsored by Carmelos Tacos,Sets on the Beach,"angelo ibarrola, joel yang","brendan hull, dustin bishop",19,17,Bracket play round of Round of 32 game 2,gritcity2,Advanced
Hero’s Dose,Quadruple Faults I Guess?,"carlin vicera, etienne cote","erick osthiemer, garret james",21,7,Bracket play round of Round of 16 game 1,gritcity2,Advanced
Hero’s Dose,Quadruple Faults I Guess?,"carlin vicera, etienne cote","erick osthiemer, garret james",21,12,Bracket play round of Round of 16 game 2,gritcity2,Advanced
We came for the buffet,Wendy’s 4 for 4,"quang nguyen, ryan cho","hailee bennett, tory white",19,21,Bracket play round of Round of 16 game 1,gritcity2,Advanced
We came for the buffet,Wendy’s 4 for 4,"quang nguyen, ryan cho","hailee bennett, tory white",21,19,Bracket play round of Round of 16 game 2,gritcity2,Advanced
We came for the buffet,Wendy’s 4 for 4,"quang nguyen, ryan cho","hailee bennett, tory white",19,21,Bracket play round of Round of 16 game 3,gritcity2,Advanced
Boom Boys,Just Joshing Around,"john o'neal, logan garwood","josh fisk, joshua travis",13,15,Bracket play round of Round of 16 game 1,gritcity2,Advanced
Boom Boys,Just Joshing Around,"john o'neal, logan garwood","josh fisk, joshua travis",17,15,Bracket play round of Round of 16 game 2,gritcity2,Advanced
Boom Boys,Just Joshing Around,"john o'neal, logan garwood","josh fisk, joshua travis",22,20,Bracket play round of Round of 16 game 3,gritcity2,Advanced
