Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Rogue,Boat Carriers,"ryan marino, thomas hamilton","brayden latham, matthew burrows",21,11,Pool Play,philadelphia2023,Premier 5.0+
Cigar Boys,Critical Hit,"dan abrams, grant laughlin","justin barr, vincent mathieu",18,21,Pool Play,philadelphia2023,Premier 5.0+
Judgment Day,MIDDS,"gabriel finocchi, fredric hinkle","caleb cummings, dawson morgan",21,16,Pool Play,philadelphia2023,Premier 5.0+
Mermaid Sparkle,Pantalons de pyj,"christian bennett, noah luskus","lou paradis, élie pilon",21,19,Pool Play,philadelphia2023,Premier 5.0+
TRP Spotless,Tube Steaks,"joe bondi, ryan gross","emerson dean, skyler sebring",21,18,Pool Play,philadelphia2023,Premier 5.0+
TRP Mammoth,Bot House,"ali jenki, clark marshall","owen lippman, west peterson",14,21,Pool Play,philadelphia2023,Premier 5.0+
Bad Combo,Hilltop,"rahul murthy, will picone","cole model, max model",19,21,Pool Play,philadelphia2023,Premier 5.0+
Kingdom Come,Profit Boost,"grant klapwijk, matthew cole","justin shaytar, kieran rose",21,18,Pool Play,philadelphia2023,Premier 5.0+
Lazy,Nelson Mattdela,"cade larson, luke marshall","matthew morelli, michael nelson",21,13,Pool Play,philadelphia2023,Premier 5.0+
Death by a Thousand Cuts,Come and Go,"charles tipton, jake goodnow","jake mottershead, mike garrett",21,17,Pool Play,philadelphia2023,Premier 5.0+
What’s cooking good looking,Quick Draw,"josh fragiacomo, ryan baillargeon","caleb white, pat marinich",24,22,Pool Play,philadelphia2023,Premier 5.0+
Ricky & Charles,Wills/Wilson,"charles mordacq, ricky santiago","grayson m wills, nate wilson",18,21,Pool Play,philadelphia2023,Premier 5.0+
Autonomous,Do2,"chase meyer, tyler fernandez","david rowlands, spencer argenna",21,13,Pool Play,philadelphia2023,Premier 5.0+
Meatballs,MLR Nardo Wicks,"joey maichen, lucas pruett","rob's traveler, tim lacagnina",21,14,Pool Play,philadelphia2023,Premier 5.0+
Jersey Boyz,High on Spike,"corey weiss, matt spolarich","brandon stokes, dalton gilder",22,20,Pool Play,philadelphia2023,Premier 5.0+
Might Not Show,Meateerballs,"austin ha, josh hutko","connor nelson, javier vidal",18,21,Pool Play,philadelphia2023,Premier 5.0+
