Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Kingdom Come,PROUD FATHERS,"grant klapwijk, matthew cole","brian childs, david louis",21,9,Pool Play,heatwavevi,Premier 5.0
Quality Service,Fringe premier,"andrew kosche, jacob payer","kade janikula, kevin cadle",21,14,Pool Play,heatwavevi,Premier 5.0
TRP Sauucy,Pocket Aces,"christian bennett, rahul murthy","nathan garcia, jacob gansle",21,15,Pool Play,heatwavevi,Premier 5.0
HM01,Buzzer Beaters,"caleb cummings, luke mowry","jack granger, nolan marolf",21,14,Pool Play,heatwavevi,Premier 5.0
Kyan Pepper,Let’s go golfing,"kyan kornfeld, luis orozco","brandon arledge, dylan bricker",21,18,Pool Play,heatwavevi,Premier 5.0
Second Bullet,Watermelon,"tyler fernandez, fredric hinkle","gavin lotts, iason hayes",22,20,Pool Play,heatwavevi,Premier 5.0
Lazy,PORKCHOP,"cade larson, luke marshall","felipe martinez, james ledbetter",21,15,Pool Play,heatwavevi,Premier 5.0
BenDu Over,Serveball Semites,"benjamin banuelos, michael du","josh weinbach, noah beinart",8,21,Pool Play,heatwavevi,Premier 5.0
Kingdom Come,Fringe premier,"grant klapwijk, matthew cole","kade janikula, kevin cadle",21,15,Pool Play,heatwavevi,Premier 5.0
Cerebral Drizzle,PROUD FATHERS,"ethan mcwhirter, matthew burrows","brian childs, david louis",22,20,Pool Play,heatwavevi,Premier 5.0
TRP Sauucy,Buzzer Beaters,"christian bennett, rahul murthy","jack granger, nolan marolf",21,8,Pool Play,heatwavevi,Premier 5.0
HM01,Kyan Pepper,"caleb cummings, luke mowry","kyan kornfeld, luis orozco",23,21,Pool Play,heatwavevi,Premier 5.0
Let’s go golfing,Pocket Aces,"brandon arledge, dylan bricker","nathan garcia, jacob gansle",21,18,Pool Play,heatwavevi,Premier 5.0
Second Bullet,PORKCHOP,"tyler fernandez, fredric hinkle","felipe martinez, james ledbetter",21,12,Pool Play,heatwavevi,Premier 5.0
