Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Bad omens,Spike Sisters,"juan moscoso, brennan doak","josh fleischer, noah haddad",15,12,Pool Play,fra23-major3,Open 3.0 (Intermediate)
PaZ,Dog chompers,"philip stefanowicz, zachary justis","andre medicielo, howard chao",2,0,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Island Boiz,2 Girls 1 Cut,"aidan maroney, kekoa ho","alexis laguna, nicole hernandez",15,7,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Bad omens,Dog chompers,"juan moscoso, brennan doak","andre medicielo, howard chao",2,0,Pool Play,fra23-major3,Open 3.0 (Intermediate)
PaZ,Ballers With No Spike,"philip stefanowicz, zachary justis","andro aguilar, laura castro",15,7,Pool Play,fra23-major3,Open 3.0 (Intermediate)
2 Girls 1 Cut,Spike Sisters,"alexis laguna, nicole hernandez","josh fleischer, noah haddad",5,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Bad omens,2 Girls 1 Cut,"juan moscoso, brennan doak","alexis laguna, nicole hernandez",15,10,Pool Play,fra23-major3,Open 3.0 (Intermediate)
PaZ,Island Boiz,"philip stefanowicz, zachary justis","aidan maroney, kekoa ho",11,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Ballers With No Spike,Dog chompers,"andro aguilar, laura castro","andre medicielo, howard chao",12,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Bad omens,Ballers With No Spike,"juan moscoso, brennan doak","andro aguilar, laura castro",15,6,Pool Play,fra23-major3,Open 3.0 (Intermediate)
PaZ,Spike Sisters,"philip stefanowicz, zachary justis","josh fleischer, noah haddad",14,16,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Island Boiz,Dog chompers,"aidan maroney, kekoa ho","andre medicielo, howard chao",15,10,Pool Play,fra23-major3,Open 3.0 (Intermediate)
PaZ,2 Girls 1 Cut,"philip stefanowicz, zachary justis","alexis laguna, nicole hernandez",15,17,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Island Boiz,Ballers With No Spike,"aidan maroney, kekoa ho","andro aguilar, laura castro",15,4,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Dog chompers,Spike Sisters,"andre medicielo, howard chao","josh fleischer, noah haddad",12,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Bad omens,Island Boiz,"juan moscoso, brennan doak","aidan maroney, kekoa ho",13,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Ballers With No Spike,Spike Sisters,"andro aguilar, laura castro","josh fleischer, noah haddad",7,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
2 Girls 1 Cut,Dog chompers,"alexis laguna, nicole hernandez","andre medicielo, howard chao",10,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Bad omens,PaZ,"juan moscoso, brennan doak","philip stefanowicz, zachary justis",15,5,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Island Boiz,Spike Sisters,"aidan maroney, kekoa ho","josh fleischer, noah haddad",15,6,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Ballers With No Spike,2 Girls 1 Cut,"andro aguilar, laura castro","alexis laguna, nicole hernandez",7,15,Pool Play,fra23-major3,Open 3.0 (Intermediate)
Net Ninjas,Swedish Jumpset,"daniel gonzalez, max wagner","griffin tenore, ricardo nivar-cortes",15,12,Pool Play,fra23-major3,Open 4.5 (Contender)
The Jonas Brothers,DUI guys,"joe hoang, nicholas kershaw","davis kennedy, kellan andry",11,15,Pool Play,fra23-major3,Open 4.5 (Contender)
🫡🫡🫡,Sexy spikers,"brayden einhaus, liz gormley","ethan wright, pierson mast",15,11,Pool Play,fra23-major3,Open 4.5 (Contender)
DoggieL0v3rs,TBR & Associates,"luke fatkus, nickolas forbes","christien ward, willie rowland",14,16,Pool Play,fra23-major3,Open 4.5 (Contender)
Net Ninjas,DUI guys,"daniel gonzalez, max wagner","davis kennedy, kellan andry",15,4,Pool Play,fra23-major3,Open 4.5 (Contender)
The Jonas Brothers,TBR & Associates,"joe hoang, nicholas kershaw","christien ward, willie rowland",7,15,Pool Play,fra23-major3,Open 4.5 (Contender)
🫡🫡🫡,DoggieL0v3rs,"brayden einhaus, liz gormley","luke fatkus, nickolas forbes",8,15,Pool Play,fra23-major3,Open 4.5 (Contender)
Sexy spikers,Swedish Jumpset,"ethan wright, pierson mast","griffin tenore, ricardo nivar-cortes",15,9,Pool Play,fra23-major3,Open 4.5 (Contender)
Net Ninjas,Sexy spikers,"daniel gonzalez, max wagner","ethan wright, pierson mast",15,10,Pool Play,fra23-major3,Open 4.5 (Contender)
The Jonas Brothers,🫡🫡🫡,"joe hoang, nicholas kershaw","brayden einhaus, liz gormley",13,15,Pool Play,fra23-major3,Open 4.5 (Contender)
DoggieL0v3rs,Swedish Jumpset,"luke fatkus, nickolas forbes","griffin tenore, ricardo nivar-cortes",15,11,Pool Play,fra23-major3,Open 4.5 (Contender)
TBR & Associates,DUI guys,"christien ward, willie rowland","davis kennedy, kellan andry",15,10,Pool Play,fra23-major3,Open 4.5 (Contender)
Net Ninjas,TBR & Associates,"daniel gonzalez, max wagner","christien ward, willie rowland",8,15,Pool Play,fra23-major3,Open 4.5 (Contender)
The Jonas Brothers,Swedish Jumpset,"joe hoang, nicholas kershaw","griffin tenore, ricardo nivar-cortes",13,15,Pool Play,fra23-major3,Open 4.5 (Contender)
🫡🫡🫡,DUI guys,"brayden einhaus, liz gormley","davis kennedy, kellan andry",15,8,Pool Play,fra23-major3,Open 4.5 (Contender)
DoggieL0v3rs,Sexy spikers,"luke fatkus, nickolas forbes","ethan wright, pierson mast",15,7,Pool Play,fra23-major3,Open 4.5 (Contender)
Net Ninjas,DoggieL0v3rs,"daniel gonzalez, max wagner","luke fatkus, nickolas forbes",14,16,Pool Play,fra23-major3,Open 4.5 (Contender)
The Jonas Brothers,Sexy spikers,"joe hoang, nicholas kershaw","ethan wright, pierson mast",11,15,Pool Play,fra23-major3,Open 4.5 (Contender)
🫡🫡🫡,TBR & Associates,"brayden einhaus, liz gormley","christien ward, willie rowland",12,15,Pool Play,fra23-major3,Open 4.5 (Contender)
DUI guys,Swedish Jumpset,"davis kennedy, kellan andry","griffin tenore, ricardo nivar-cortes",15,12,Pool Play,fra23-major3,Open 4.5 (Contender)
Net Ninjas,🫡🫡🫡,"daniel gonzalez, max wagner","brayden einhaus, liz gormley",15,10,Pool Play,fra23-major3,Open 4.5 (Contender)
The Jonas Brothers,DoggieL0v3rs,"joe hoang, nicholas kershaw","luke fatkus, nickolas forbes",8,15,Pool Play,fra23-major3,Open 4.5 (Contender)
