Player 1,Player 2,Team Name,Division,Tournament
ben pernfuss,chris brown,Average Joe’s,Challenger,rotcmississauga
leonardo tullo,reilly paquette,bonk,Challenger,rotcmississauga
brendan muggeridge,ezra campanelli,Brezra,Challenger,rotcmississauga
colin tolentino,josh sarmiento,CLB PAPI'S,Challenger,rotcmississauga
nicholas puopolo,tyler babin,CRO rimmer season,Challenger,rotcmississauga
eric reinke,shakil nobes,CRO save the fishies,Challenger,rotcmississauga
kyle jeung,shane soto,CRO Spy Cam,Challenger,rotcmississauga
dylan mark,gavin de moura,DeMoura/Mark,Challenger,rotcmississauga
joey renaud,nethaniel gabriel,FCR BHAD Boys,Challenger,rotcmississauga
jordan arnott,connor guinness,FCR Bologna Serves,Challenger,rotcmississauga
isaiah bergsma,jake choi,FCR Cold Cut Combo,Challenger,rotcmississauga
gabriel contursi,mo elmoursi,FCR Sniff Sniff,Challenger,rotcmississauga
adam hassan,c.j. sison,Flick Merchants,Challenger,rotcmississauga
andrew collard,jesse paul,FURY: REVENGE TOUR 😈,Challenger,rotcmississauga
bob yang,john lape,GOATA Disciples,Challenger,rotcmississauga
owen singer,tim clifford,High School Sweethearts,Challenger,rotcmississauga
guidzag kassabian,vibhor dua,Hookah Brother Up,Challenger,rotcmississauga
gorgin fazli,joshua hachey,Jorgin Von Strangle,Challenger,rotcmississauga
adrian garcea,austin ha,Moby Flick,Challenger,rotcmississauga
brock .roundnet,calyn kir,NEM Dark Slate,Challenger,rotcmississauga
joshua ang,judah thrall,NEM Tenacity,Challenger,rotcmississauga
bryan fonseca,peter lam,PB & J,Challenger,rotcmississauga
brendan reesor,kelton law,Reesor/Law,Challenger,rotcmississauga
anthony addorisio,david reyes,Say No More 🤫,Challenger,rotcmississauga
malachi albrecht,steven balamut,Short + Sweet,Challenger,rotcmississauga
macy pinsonneault,trevor fleming,Spikeball Hosers,Challenger,rotcmississauga
matthias facey,michael murray,Team Dryden,Challenger,rotcmississauga
jake kamerman,logan snair,The Lord Of The Rims,Challenger,rotcmississauga
johnny mcrae,liam mcrae,The Utilities,Challenger,rotcmississauga
jared ang,tyler kitzul,TJ’s Bar and Grill,Challenger,rotcmississauga
cody ravindran,siddhartha datta,Balls Up,MRC OPEN,rotcmississauga
jack hale,kurtis hoover,Bullafutz,MRC OPEN,rotcmississauga
bradley brown,jordan benjamin,Can Take Pancake,MRC OPEN,rotcmississauga
tommy musters,wayne santa ana,Double Whammy,MRC OPEN,rotcmississauga
jordan gomez,michael murray,Dryden Ballers,MRC OPEN,rotcmississauga
michael murray,wyatt demoura,Drydenites,MRC OPEN,rotcmississauga
keagan tellis,valerian gomes,GT Spikers,MRC OPEN,rotcmississauga
edgar capule,ricardo boscan,Joan Boys,MRC OPEN,rotcmississauga
kory crookston,luis serrano,Latino Crooks,MRC OPEN,rotcmississauga
matthew takemura,tim yip,Mullet Monz,MRC OPEN,rotcmississauga
chinmay s,richard lam,The Crimson Chin,MRC OPEN,rotcmississauga
brandon aparicio,liam dingwall,The Firm,MRC OPEN,rotcmississauga
davina chan,sam paiva,The Significant Others,MRC OPEN,rotcmississauga
emy niemiec,maxwell mudie,The Weewoos,MRC OPEN,rotcmississauga
shonda couroux,sophia yu,20lb jugs,Women's,rotcmississauga
dianne fonseca,marissa brubacher,DM Sliders 👀,Women's,rotcmississauga
hager taha,jaime cunningham,Leftovers 🤷‍♀️,Women's,rotcmississauga
jessica roman,maryam bakkal bashi,Mystery machine,Women's,rotcmississauga
ella fairbairn,rosemay diaz,ROSECHELLA,Women's,rotcmississauga
erica vanbesien,nicole lam,We Go Jim,Women's,rotcmississauga
katya de moura,lexie de moura,Wondersisters,Women's,rotcmississauga
