Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
OF ButtBuddies,TNT,"bradley clark, patric chu","thomas shelton, timothy shelton",21,13,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Tennessee Bwoys,TSA,"daryan hoover, jasper chapman","braedan thomas, harrison baisden",12,21,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Low Key,Boomballs Only,"david gonzales, othman abdulkareem","jeremy lee, justin goldman",21,16,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Wrappers Delight,"jacob narayan, kyle fowler","austin smith, eric baldwin",21,14,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Lil guy squirts,Barber Shop,"austin lee, christian bennett","jacob stewart, wyatt koth",21,13,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Twix,Mac and Devin Go to Spike School,"ali jenki, tiff ding","chris suhr, peyton stack",22,24,Pool Play,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,TSA,"bradley clark, patric chu","braedan thomas, harrison baisden",21,13,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Tennessee Bwoys,Low Key,"daryan hoover, jasper chapman","david gonzales, othman abdulkareem",21,17,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Boomballs Only,TNT,"jeremy lee, justin goldman","thomas shelton, timothy shelton",21,16,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Barber Shop,"jacob narayan, kyle fowler","jacob stewart, wyatt koth",21,8,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Lil guy squirts,Twix,"austin lee, christian bennett","ali jenki, tiff ding",22,20,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Mac and Devin Go to Spike School,Wrappers Delight,"chris suhr, peyton stack","austin smith, eric baldwin",23,21,Pool Play,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,Boomballs Only,"bradley clark, patric chu","jeremy lee, justin goldman",21,9,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Tennessee Bwoys,TNT,"daryan hoover, jasper chapman","thomas shelton, timothy shelton",11,21,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Low Key,TSA,"david gonzales, othman abdulkareem","braedan thomas, harrison baisden",21,16,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Mac and Devin Go to Spike School,"jacob narayan, kyle fowler","chris suhr, peyton stack",21,5,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Lil guy squirts,Wrappers Delight,"austin lee, christian bennett","austin smith, eric baldwin",21,14,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Twix,Barber Shop,"ali jenki, tiff ding","jacob stewart, wyatt koth",24,25,Pool Play,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,Low Key,"bradley clark, patric chu","david gonzales, othman abdulkareem",21,11,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Tennessee Bwoys,Boomballs Only,"daryan hoover, jasper chapman","jeremy lee, justin goldman",21,15,Pool Play,atlsummer2023,Expert (4.5-5.0+)
TSA,TNT,"braedan thomas, harrison baisden","thomas shelton, timothy shelton",21,13,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Twix,"jacob narayan, kyle fowler","ali jenki, tiff ding",21,15,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Lil guy squirts,Mac and Devin Go to Spike School,"austin lee, christian bennett","chris suhr, peyton stack",21,10,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Barber Shop,Wrappers Delight,"jacob stewart, wyatt koth","austin smith, eric baldwin",21,11,Pool Play,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,Tennessee Bwoys,"bradley clark, patric chu","daryan hoover, jasper chapman",21,15,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Low Key,TNT,"david gonzales, othman abdulkareem","thomas shelton, timothy shelton",22,20,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Boomballs Only,TSA,"jeremy lee, justin goldman","braedan thomas, harrison baisden",21,18,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Lil guy squirts,"jacob narayan, kyle fowler","austin lee, christian bennett",21,19,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Twix,Wrappers Delight,"ali jenki, tiff ding","austin smith, eric baldwin",21,15,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Mac and Devin Go to Spike School,Barber Shop,"chris suhr, peyton stack","jacob stewart, wyatt koth",14,21,Pool Play,atlsummer2023,Expert (4.5-5.0+)
Boomballs Only,Mac and Devin Go to Spike School,"jeremy lee, justin goldman","chris suhr, peyton stack",1,0,Bracket play round of Round of 16 game 1,atlsummer2023,Expert (4.5-5.0+)
Boomballs Only,Mac and Devin Go to Spike School,"jeremy lee, justin goldman","chris suhr, peyton stack",0,1,Bracket play round of Round of 16 game 2,atlsummer2023,Expert (4.5-5.0+)
Boomballs Only,Mac and Devin Go to Spike School,"jeremy lee, justin goldman","chris suhr, peyton stack",0,1,Bracket play round of Round of 16 game 3,atlsummer2023,Expert (4.5-5.0+)
Barber Shop,Wrappers Delight,"jacob stewart, wyatt koth","austin smith, eric baldwin",21,15,Bracket play round of Round of 16 game 1,atlsummer2023,Expert (4.5-5.0+)
Barber Shop,Wrappers Delight,"jacob stewart, wyatt koth","austin smith, eric baldwin",21,9,Bracket play round of Round of 16 game 2,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,Mac and Devin Go to Spike School,"bradley clark, patric chu","chris suhr, peyton stack",1,0,Bracket play round of Quarter-finals game 1,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,Mac and Devin Go to Spike School,"bradley clark, patric chu","chris suhr, peyton stack",1,0,Bracket play round of Quarter-finals game 2,atlsummer2023,Expert (4.5-5.0+)
Low Key,Barber Shop,"david gonzales, othman abdulkareem","jacob stewart, wyatt koth",19,21,Bracket play round of Quarter-finals game 1,atlsummer2023,Expert (4.5-5.0+)
Low Key,Barber Shop,"david gonzales, othman abdulkareem","jacob stewart, wyatt koth",21,17,Bracket play round of Quarter-finals game 2,atlsummer2023,Expert (4.5-5.0+)
Low Key,Barber Shop,"david gonzales, othman abdulkareem","jacob stewart, wyatt koth",24,26,Bracket play round of Quarter-finals game 3,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,Barber Shop,"bradley clark, patric chu","jacob stewart, wyatt koth",21,9,Bracket play round of Semi-finals game 1,atlsummer2023,Expert (4.5-5.0+)
OF ButtBuddies,Barber Shop,"bradley clark, patric chu","jacob stewart, wyatt koth",21,10,Bracket play round of Semi-finals game 2,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Lil guy squirts,"jacob narayan, kyle fowler","austin lee, christian bennett",21,10,Bracket play round of Final game 1,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Lil guy squirts,"jacob narayan, kyle fowler","austin lee, christian bennett",26,24,Bracket play round of Final game 2,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Twix,"jacob narayan, kyle fowler","ali jenki, tiff ding",21,15,Bracket play round of 1st place game 1,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Twix,"jacob narayan, kyle fowler","ali jenki, tiff ding",19,21,Bracket play round of 1st place game 2,atlsummer2023,Expert (4.5-5.0+)
Fowler/Narayan,Twix,"jacob narayan, kyle fowler","ali jenki, tiff ding",21,9,Bracket play round of 1st place game 3,atlsummer2023,Expert (4.5-5.0+)
Lil guy squirts,TSA,"austin lee, christian bennett","braedan thomas, harrison baisden",21,14,Bracket play round of 1st place game 1,atlsummer2023,Expert (4.5-5.0+)
Lil guy squirts,TSA,"austin lee, christian bennett","braedan thomas, harrison baisden",21,13,Bracket play round of 1st place game 2,atlsummer2023,Expert (4.5-5.0+)
Tennessee Bwoys,Twix,"daryan hoover, jasper chapman","ali jenki, tiff ding",19,21,Bracket play round of 3rd place game 1,atlsummer2023,Expert (4.5-5.0+)
Tennessee Bwoys,Twix,"daryan hoover, jasper chapman","ali jenki, tiff ding",19,21,Bracket play round of 3rd place game 2,atlsummer2023,Expert (4.5-5.0+)
TSA,TNT,"braedan thomas, harrison baisden","thomas shelton, timothy shelton",1,0,Bracket play round of 3rd place game 1,atlsummer2023,Expert (4.5-5.0+)
TSA,TNT,"braedan thomas, harrison baisden","thomas shelton, timothy shelton",1,0,Bracket play round of 3rd place game 2,atlsummer2023,Expert (4.5-5.0+)
