Player 1,Player 2,Team Name,Division,Tournament
david gonzales,gustavo gonzales,Bolivia,Premier,2021rockhill
caleb heck,preston bies,Boysterous,Premier,2021rockhill
anthony daming,juan ruiz-delgado,Bull City,Premier,2021rockhill
chris wilkins,ethan datwyler,ClubSpike What A Save!!!,Premier,2021rockhill
benjamin bunze,connor prelich,Confused,Premier,2021rockhill
connor harte,patric chu,Down Bad,Premier,2021rockhill
clark marshall,olivia jenki,Fizz,Premier,2021rockhill
brendan ferreira,ryan marino,Grassy,Premier,2021rockhill
cole model,max model,Hilltop,Premier,2021rockhill
addison powers,michael hsu,Hsuper Powers,Premier,2021rockhill
buddy hammon,fredric hinkle,Lipping Vicarryously,Premier,2021rockhill
coleman epperson's,garrett hornok,Mahagony Propane,Premier,2021rockhill
ian murphy,james mitchum,Murphy Mitchum,Premier,2021rockhill
austin tchikatilov,hayden flood,OWS,Premier,2021rockhill
gabe finocchi,travis core,Sloppy Seconds,Premier,2021rockhill
luke marshall,matthew cole,Tiki Taka,Premier,2021rockhill
christian bennett,ian murphy,Trash Pandas,Premier,2021rockhill
grant laughlin,noah luskus,TRP Outside Smoke,Premier,2021rockhill
joe bondi,will picone,Volley Llamas,Premier,2021rockhill
shelby benton,tyler ancona,Ancona/Benton,Contender,2021rockhill
evan yoder,jenson miller,Bread and Butter,Contender,2021rockhill
freddie silva,taylor breeding,Breeding/Silva,Contender,2021rockhill
brandon thompson,joseph wray,Charleston Roundnet,Contender,2021rockhill
grayson wills,jack granger,Chasin Bills,Contender,2021rockhill
1 more,"matthew ward, jonathon pervera",Chicos de Leche,Contender,2021rockhill
ben fertik,riley redmon,CLT 2.0,Contender,2021rockhill
hudson walker,jack walker,Cold Front,Contender,2021rockhill
jonathan pererva,matthew ward,Cold Front 2,Contender,2021rockhill
connor reid,kurt lannetti,Crinkle Cut Fries,Contender,2021rockhill
dom orlando,jayson rhea,Dom & Jay,Contender,2021rockhill
austin calhoun,will parsons,Fireball Kwanzaa,Contender,2021rockhill
connor shupe,sean brown,gingersnaps,Contender,2021rockhill
andrew raber,owen bass,Google Docs,Contender,2021rockhill
