Player 1,Player 2,Team Name,Division,Tournament
james lamkin,curtis lawrence,C Link,5.0 Premier w/NHZ,2023back-to-school
chandler hertzler,garrett carver,Chandler is my handler,5.0 Premier w/NHZ,2023back-to-school
joshua lin,taylor church,Church/Lin,5.0 Premier w/NHZ,2023back-to-school
andrew greer,solomon berry,Disordered,5.0 Premier w/NHZ,2023back-to-school
caleb jarrett,dylan mundy,Jarmunji,5.0 Premier w/NHZ,2023back-to-school
benson goates,connor anderson,Mountain Goates,5.0 Premier w/NHZ,2023back-to-school
cody brower,devin tuttle,Serveball,5.0 Premier w/NHZ,2023back-to-school
matt barlow,tyler stokes,Stokes / Barlow,5.0 Premier w/NHZ,2023back-to-school
joseph barron,kyler cote,Barron/Cote,4.5 Elite w/NHZ,2023back-to-school
aaron holt,ezra belnap,Clean Combo,4.5 Elite w/NHZ,2023back-to-school
luke cook,nathan avalos,Double Fault,4.5 Elite w/NHZ,2023back-to-school
joshua townsend,jonny hiatt,dummy dummy dummy,4.5 Elite w/NHZ,2023back-to-school
cameron harrell,ryley duke,Fruity Rollups,4.5 Elite w/NHZ,2023back-to-school
kirstie savage,matt murray,Mirage,4.5 Elite w/NHZ,2023back-to-school
ben ivins,trevor zaleski,Net Gains,4.5 Elite w/NHZ,2023back-to-school
josh,todd tuttle,Old Young,4.5 Elite w/NHZ,2023back-to-school
lazarus shettell,max wright,Outer Banks,4.5 Elite w/NHZ,2023back-to-school
kael cordingley,konnor cordingley,Cobra Kai,4.0 Advanced w/NHZ,2023back-to-school
stewart dalziel,tyler peterson,Elite then hit the street,4.0 Advanced w/NHZ,2023back-to-school
davey boyce,james doyle,Fwango tango,4.0 Advanced w/NHZ,2023back-to-school
braydon oler,sidney pharr,giggle gang,4.0 Advanced w/NHZ,2023back-to-school
justin anderson,liza murray,MF 2.0,4.0 Advanced w/NHZ,2023back-to-school
christopher marcusen,tyler caswell,One more time,4.0 Advanced w/NHZ,2023back-to-school
joseph asay,joshua judkins,Royal Blue Ballers,4.0 Advanced w/NHZ,2023back-to-school
austin galvan,jacob dunn,Spicy Meatball Sub,4.0 Advanced w/NHZ,2023back-to-school
becca feller,jason gurney,What's for Dessert?,4.0 Advanced w/NHZ,2023back-to-school
blake van dyken,gabe bautista,Dextroamphetamine Saccharate,3.0 Intermediate,2023back-to-school
bryton little,sophia snyder,Jared,3.0 Intermediate,2023back-to-school
deven mccann,tim sanford,Kick some Asterisks,3.0 Intermediate,2023back-to-school
lexie awerkamp,ryan kartchner,Knights of the Roundnet,3.0 Intermediate,2023back-to-school
nathan brueck,bri nicholson,Mailbox 📫📬,3.0 Intermediate,2023back-to-school
colby wilcock,hayden baggs,Misfits,3.0 Intermediate,2023back-to-school
carter frame,natali howton,Net noobs,3.0 Intermediate,2023back-to-school
hayden manning,payton wallin,p-hat,3.0 Intermediate,2023back-to-school
jaimie ribera,chloe degraff,Powder puff,3.0 Intermediate,2023back-to-school
cooper jenkins,tia hansen,Smashbros,3.0 Intermediate,2023back-to-school
ethan brouse,garrett jobe,Team Fortnite,3.0 Intermediate,2023back-to-school
byren huang,nathan kilcrease,The Bus Drivers,3.0 Intermediate,2023back-to-school
