Player 1,Player 2,Team Name,Division,Tournament
markus anderle,yvo heinen,Paindrops,Open Gold/Premier,etsprague2023
emanuel rimle,roman peter,[SUI] Rimle/Peter,Open Gold/Premier,etsprague2023
aymeric sandoz,jérôme renimel,AS TELGRUC,Open Gold/Premier,etsprague2023
mark elbourne,scott beeks,Beeks/Elbourne,Open Gold/Premier,etsprague2023
ma rio,ravi kandula,Bürkle/Kandula,Open Gold/Premier,etsprague2023
cedric widin,julian krehle,Cedric & Julian,Open Gold/Premier,etsprague2023
esaja ekman,ondřej čejka,Czech this swede,Open Gold/Premier,etsprague2023
johannes kopfmann,lucca hardes,Czecky,Open Gold/Premier,etsprague2023
michele berlanda,nicola bazzani,Double Bang,Open Gold/Premier,etsprague2023
alex lim,jakub popluhar,gLim of POP,Open Gold/Premier,etsprague2023
frederik theunis,jakub víšek,Kuba/Frederik,Open Gold/Premier,etsprague2023
lukas tapken,timo lorenzen,LTTL RNDNT,Open Gold/Premier,etsprague2023
david jindra,stefan handschmann,nerds in disguise,Open Gold/Premier,etsprague2023
jan stachiewicz,jaroslav čabala,Never Cold🌡️,Open Gold/Premier,etsprague2023
pierre lecrosnier,victor cambois,Pierre Feuille Victor,Open Gold/Premier,etsprague2023
fabian claus,josha lauterbach,Rainbow Warriors,Open Gold/Premier,etsprague2023
andrea borsotti,riccardo mercadini,RBZ Capri Sons,Open Gold/Premier,etsprague2023
merlin baumeler,ramon felix,RCB Drü,Open Gold/Premier,etsprague2023
carlo engel,luc moor,RCB Spikeleeks,Open Gold/Premier,etsprague2023
benjamin bachler,nelson dziruni,RCG Powerline,Open Gold/Premier,etsprague2023
faisal sayyed,maxwell gunneson,Sayyed/Gunneson,Open Gold/Premier,etsprague2023
jonas klinger,peer kanis,Stadtaffen,Open Gold/Premier,etsprague2023
fre eskens,ryan danekas,Tac Tac,Open Gold/Premier,etsprague2023
ondra kasan,vanya melnykovych,The untouchable,Open Gold/Premier,etsprague2023
levi vandaele,robin florinda,Zwaffle everyone,Open Gold/Premier,etsprague2023
jakub frydrych,marek szymański,(RS) Szymański / Frydrych,Open Contender,etsprague2023
sebi mezzey,tomáš tvrdý,Aura Effect,Open Contender,etsprague2023
antoine macquet,barnaby wheeler,Avatar: The Last Boomballer,Open Contender,etsprague2023
bo carstensen,jonas hell,Boe Jondi,Open Contender,etsprague2023
micha felix,samuel schmid,Bonschlonzo,Open Contender,etsprague2023
dominik sykora,stefan weiner,Boomball only,Open Contender,etsprague2023
maximilian knoll,paul thoss,BreakAUD,Open Contender,etsprague2023
luca francalancia,pietro schiassi,"Change later, Hope we can",Open Contender,etsprague2023
mattes böhm,vincent hauser,Cheerful Chickens,Open Contender,etsprague2023
benjamin kahler,serafin rieser,die herzige bärtige,Open Contender,etsprague2023
anton schönberger,leonardo travasoni,Dodecaphonicals,Open Contender,etsprague2023
alessandro zanellato,jacopo dudine,Dudine/Zanellato,Open Contender,etsprague2023
fabian hagen,james hodza,Fajitas,Open Contender,etsprague2023
cîmpian kinga - anamaria,lucian cimpian,Flames🔥,Open Contender,etsprague2023
albin janko,gabriel stoisser,Flatshot,Open Contender,etsprague2023
johannes mitterwald,mathias gangkofner,Gemmathi & Let's Jo,Open Contender,etsprague2023
