Player 1,Player 2,Team Name,Division,Tournament
anthony clifford,bryant karratti,BackPaq,5.0 Premier w/NHZ,2023dixie
chandler hertzler,garrett carver,Chandler is my handler,5.0 Premier w/NHZ,2023dixie
jacob page,jake lebaron,Jake’s from State Farm,5.0 Premier w/NHZ,2023dixie
bryce young,cody brower,Reverse Reverse,5.0 Premier w/NHZ,2023dixie
solomon berry,trent alderfer,Solly & Trent,5.0 Premier w/NHZ,2023dixie
camden sandberg,grant marshall,Southside Spike,5.0 Premier w/NHZ,2023dixie
taylor church,xande plaisted,Xande/Church,5.0 Premier w/NHZ,2023dixie
elijah cluff,ethan carr,Baguette Bomb,4.5 Elite w/NHZ,2023dixie
kannon forbush,matt barlow,Bushlow,4.5 Elite w/NHZ,2023dixie
aaron fox,ashton lee,Cool as beans,4.5 Elite w/NHZ,2023dixie
john hickmott,spencer wood,Curly Q's,4.5 Elite w/NHZ,2023dixie
garrett walter,jack hart,Dizzy,4.5 Elite w/NHZ,2023dixie
daniel feller,dylan mundy,Dylan/Kirstie/Danny,4.5 Elite w/NHZ,2023dixie
jacob lunt,jaren haggard,Egg,4.5 Elite w/NHZ,2023dixie
alex hart (asl),kohner dixon,Elevate,4.5 Elite w/NHZ,2023dixie
jason gurney,mo beard,Jason MOmoa,4.5 Elite w/NHZ,2023dixie
cade wallace,casey harman,Take 2nd,4.5 Elite w/NHZ,2023dixie
kirstie savage,remi prince,The Savage Prince,4.5 Elite w/NHZ,2023dixie
scotty cutler,taylor cutler,C-ville Bros.,4.0 Advanced w/NHZ,2023dixie
caleb stearman,kade madsen,Durf or Nothin,4.0 Advanced w/NHZ,2023dixie
daniel wight,sidney pharr,literally stupid,4.0 Advanced w/NHZ,2023dixie
lazarus shettell,ty wakefield,Rakes,4.0 Advanced w/NHZ,2023dixie
becca feller,cara page,Spike Spies,4.0 Advanced w/NHZ,2023dixie
benjamin murray,luke munson,The Real Slim Shadies,4.0 Advanced w/NHZ,2023dixie
josh freeman,seth lee,Wheaties box rejects,4.0 Advanced w/NHZ,2023dixie
cody wallace,taylor harman,Bananabros,3.0 Intermediate,2023dixie
aaron holt,ezra belnap,Clean Combo,3.0 Intermediate,2023dixie
chaz klein,peter hart,Idaho Boys,3.0 Intermediate,2023dixie
benson parry,boston parry,Spikebros,3.0 Intermediate,2023dixie
