Player 1,Player 2,Team Name,Division,Tournament
fre eskens,markus anderle,Babbel Boys,Open Gold/Premier,stockholm
jack granger,jakub popluhar,Bavaria meets Texas,Open Gold/Premier,stockholm
herman henström,samuel mjönes,Cobra Spike,Open Gold/Premier,stockholm
eisenträger lukas,paul siemer,Eisenträger/Siemer,Open Gold/Premier,stockholm
cedric widin,matias bermejo pasetti,Hokus Boom,Open Gold/Premier,stockholm
dorian améziane,levi vandaele,Les Machiines,Open Gold/Premier,stockholm
lukas tapken,timo lorenzen,LTTL RNDNT,Open Gold/Premier,stockholm
robin florinda,yosha vandaele,Machine slayers,Open Gold/Premier,stockholm
olivier laurin,vincent mathieu,Mathieu/Pilon,Open Gold/Premier,stockholm
david jindra,stefan handschmann,nerds in disguise,Open Gold/Premier,stockholm
jan stachiewicz,jaroslav čabala,Never Cold🌡️,Open Gold/Premier,stockholm
frederik theunis,lucca hardes,Perplexing Zwambo,Open Gold/Premier,stockholm
pierre lecrosnier,victor cambois,Pierre Feuille Victor,Open Gold/Premier,stockholm
fabian claus,peer kanis,Pump up the Jam,Open Gold/Premier,stockholm
benjamin bachler,nelson dziruni,RCG Powerline,Open Gold/Premier,stockholm
aymeric sandoz,erwan chapeliere,Roundnet Orléans,Open Gold/Premier,stockholm
scott beeks,wout geeraerts,Scott/Wout,Open Gold/Premier,stockholm
hugo lacombe,samy caux-ramon,Serve Boomers,Open Gold/Premier,stockholm
edvin baggman,noah skogward,Setters of Catan,Open Gold/Premier,stockholm
esaja ekman,simon stenquist,TWO SWEDES,Open Gold/Premier,stockholm
felix millton,noel svensson,A cyan Cobra says GG Eazy,Open Contender,stockholm
dāvis brizga,jans vanags,Allegro,Open Contender,stockholm
fred isaksson,william mehler,Alley-Whoops,Open Contender,stockholm
jamie douglas,michael pang,Asian persuasion,Open Contender,stockholm
marcus gauterin,sascha lang,Billie Eilish,Open Contender,stockholm
faisal sayyed,thomas pschaid,Bottom on tops,Open Contender,stockholm
julian liborius,max seikowsky,Braunschweiger Jungs,Open Contender,stockholm
apurba subedi,charlie wilson,Charlie’s Angel,Open Contender,stockholm
elias erlandsson,noa ljung,Cobra Cut,Open Contender,stockholm
jakob blaaholm nielsen,mathias linnet,Danskjävlar!,Open Contender,stockholm
cedric strehllw,león kraft,Die Knaller,Open Contender,stockholm
gabriel stoisser,mathias gangkofner,Flatshot,Open Contender,stockholm
maximilian knoll,sebastian christophe,Flying Otter,Open Contender,stockholm
yazan omarien,christoffer westerland,Gold Diggers,Open Contender,stockholm
alec gautier,yanis bouchemoua,Golden Derby,Open Contender,stockholm
aleksandrs juška,mikus jaunpetrovičs,"halo, halo, palma?",Open Contender,stockholm
kari kyläinpää,kosti kyläinpää,Hämpton Brothers,Open Contender,stockholm
david leidenfrost,pol lutsch,Imbm & Pimpampel,Open Contender,stockholm
amrit hingorani,james jewitt,It's Called Soccer,Open Contender,stockholm
jorge donayre,sebi mezzey,Jorge/Seb,Open Contender,stockholm
benjamin aasen,jørgen steinsholt,KRC North,Open Contender,stockholm
jakub víšek,nora haas,Kuba/Nora,Open Contender,stockholm
