Player 1,Player 2,Team Name,Division,Tournament
martin lang,nils grimm,Lang & grimmig,Open Contender,stockholm
alex rokotas,harvey jackson,Lords of London,Open Contender,stockholm
johannes peltonen,jussi kelavuori,Los Kuikelos,Open Contender,stockholm
lucas cornut,paul halphen,Lucassoulet,Open Contender,stockholm
michał gacek,michał stachurski,M&M,Open Contender,stockholm
adam cook,rasmus henriksson,Magic Bears,Open Contender,stockholm
lauma ernestsone,matīss apinis,maiorca university exchange students,Open Contender,stockholm
kevin mäkelä,simeon seitz,Mäkelä/Seitz,Open Contender,stockholm
jeppe norlyk hansen,malte klinkby,NBS,Open Contender,stockholm
mikko alitalo,tuomas orava,Nimi Hattuun,Open Contender,stockholm
reinis pavlovskis,rihards repels,R-UNIT,Open Contender,stockholm
kārlis kazakupčs,renārs e,Rokas,Open Contender,stockholm
alfred forneheim,daniel svärd,Roundnet Rascals,Open Contender,stockholm
noah ståhl,teodor jonsson,Serves up,Open Contender,stockholm
alekss demidovs,valters salzirnis,Sugar & Spike,Open Contender,stockholm
max jansson,william oppenheimer,Swedish Knights,Open Contender,stockholm
truls abrahamsen,tuomas kauppinen,Takk for det!,Open Contender,stockholm
manuel berndt,toma gadjev,Tomato‘s,Open Contender,stockholm
madalin popa,traian colac,Trymad,Open Contender,stockholm
florian dibold,maher saadeddin,ultra Instinct,Open Contender,stockholm
colten van etten,hauke wernecke,Up and Running,Open Contender,stockholm
intars lapsa,mārtiņš jaunpetrovičs,Zvērs / Lapsa,Open Contender,stockholm
rickard gundhe,ted persson,Inlake-Brothers,Open Advanced,stockholm
algot vinsander,martin danielsen,KurbitZ Geckos,Open Advanced,stockholm
henry maask,karl tereping,Maask/Tereping,Open Advanced,stockholm
andris belajevs,oskars neļķe,Marco-Polo,Open Advanced,stockholm
aleks mõttus,kurmo külm,Mõttus/Külm,Open Advanced,stockholm
fabian hofacker,leander pfeiffer,The Beauty and the Spikeball Beast,Open Advanced,stockholm
oskar stedt,paul viehauser,The Inbetweeners,Open Advanced,stockholm
alain florinda,guillaume guébin,The Place 2B,Open Advanced,stockholm
alena fritzsche,anna frigge,A(nna)lena,Women's Advanced,stockholm
annie hogner,johanna westerberg,Annie/Johanna,Women's Advanced,stockholm
emilia ståhl,rebecca karlsson,Crash & Eddie,Women's Advanced,stockholm
indira b.,sarah steinbrecht,Eau de Cologne,Women's Advanced,stockholm
hanna westerland,linnea hedman,First Aid Hit,Women's Advanced,stockholm
kristina dettmann,theresa knauf,Flink,Women's Advanced,stockholm
alva sjöberg,matilda häggqvist,Happy spikers,Women's Advanced,stockholm
bianca nita,maisie ferris,High Vibes,Women's Advanced,stockholm
amely joly,klara bauer,Klara & Amely,Women's Advanced,stockholm
anita espevik,sol due-tønnessen,KRC sweet and sweat,Women's Advanced,stockholm
elin sundin,frida johansson,Käftsmällen,Women's Advanced,stockholm
arta naumane,lelde rogoļeva,lil drop,Women's Advanced,stockholm
ellinor gustavsson,emmy dahlquist,Long Short,Women's Advanced,stockholm
angelika bauer,melina bures,Melange,Women's Advanced,stockholm
sabine steidel,tina gulden,melted on toast.,Women's Advanced,stockholm
alise elksne,elīna kurcikjaviča,Meme material,Women's Advanced,stockholm
liida pihlavirta,misa nurminen,Mis-Liiding,Women's Advanced,stockholm
franzi stadler,julia stadler,Mrc Stadlers,Women's Advanced,stockholm
elina auzane,krista jansone,One shot,Women's Advanced,stockholm
elise van der stichelen,ronja lorenz,Pinky Promise,Women's Advanced,stockholm
inès paysan,natacha alt,Puces&dives,Women's Advanced,stockholm
alexa peusch,paula könig,Raketen,Women's Advanced,stockholm
lou washburn,ricarda witt,RICdicuLOUs,Women's Advanced,stockholm
alice ljung,sanna johannesson,SLICE IT,Women's Advanced,stockholm
marine thomasson,tamara sundl,Tamarine,Women's Advanced,stockholm
jasmine cheung,jemima lee,The Giants,Women's Advanced,stockholm
ida finsen flensted,maja hillebro,The Incrediballs,Women's Advanced,stockholm
daniela kadlec,megan leybourne,tiramisu,Women's Advanced,stockholm
alina teskey,julia stranzl,Tutti Frutti,Women's Advanced,stockholm
aleksandrs juška,lauma ernestsone,2stressed2bebest,Mixed Advanced,stockholm
julia stranzl,maher saadeddin,3.14159265358979323846264338327950288419,Mixed Advanced,stockholm
leander pfeiffer,theresa schaufler,Allwetter Setter,Mixed Advanced,stockholm
natacha alt,paul siemer,Almost the same size,Mixed Advanced,stockholm
marcus gauterin,ricarda witt,Bembelballers,Mixed Advanced,stockholm
fred isaksson,linnea hedman,Blockbusters,Mixed Advanced,stockholm
angelika bauer,pol lutsch,BlockWiener,Mixed Advanced,stockholm
colten van etten,jemima lee,Christmas in Summer 🏝,Mixed Advanced,stockholm
johanna westerberg,william mehler,Counting Blocks,Mixed Advanced,stockholm
bianca nita,faisal sayyed,Creme Caramel,Mixed Advanced,stockholm
nora haas,olivier laurin,Daydream,Mixed Advanced,stockholm
lucas cornut,marine thomasson,En Roue Libre,Mixed Advanced,stockholm
anna frigge,philipp krause,Feuer & Flamme 🔥,Mixed Advanced,stockholm
kosti kyläinpää,liida pihlavirta,Finnish Flyers,Mixed Advanced,stockholm
kristina dettmann,robin florinda,Formidaale,Mixed Advanced,stockholm
frida johansson,noah ståhl,Froah Ståhlsson,Mixed Advanced,stockholm
daniela kadlec,markus anderle,Hotflickdogs,Mixed Advanced,stockholm
hanna westerland,christoffer westerland,Husband & Wife,Mixed Advanced,stockholm
inès paysan,peer kanis,Ines/Peer,Mixed Advanced,stockholm
esaja ekman,nicole fatt,Ja Nah,Mixed Advanced,stockholm
amely joly,jan stachiewicz,Janek butter & Joly,Mixed Advanced,stockholm
elise van der stichelen,jaroslav čabala,Jaro/Elise,Mixed Advanced,stockholm
johannes peltonen,tamara sundl,Johara,Mixed Advanced,stockholm
anita espevik,benjamin aasen,KRC Aasen/Espevik,Mixed Advanced,stockholm
jørgen steinsholt,sol due-tønnessen,KRC morro,Mixed Advanced,stockholm
melina bures,stefan handschmann,Kuhhandel,Mixed Advanced,stockholm
ida finsen flensted,jan o,Legs Miserable,Mixed Advanced,stockholm
benjamin sjöstrand,rina omeragic,LETZGO,Mixed Advanced,stockholm
aleks mõttus,kristi männamets,Luxor,Mixed Advanced,stockholm
alena fritzsche,yazan omarien,Mindsetters,Mixed Advanced,stockholm
jussi kelavuori,misa nurminen,Misaon Imjussible,Mixed Advanced,stockholm
jakob blaaholm nielsen,maja hillebro,Nielsen X2,Mixed Advanced,stockholm
karoliina kallion,kurmo külm,NoBlock,Mixed Advanced,stockholm
alice ljung,noa ljung,NOICE,Mixed Advanced,stockholm
arta naumane,rihards repels,"Not fast, Just furious",Mixed Advanced,stockholm
edvin baggman,rebecca mollberg,Oxe allt mild,Mixed Advanced,stockholm
alina teskey,david jindra,Pinkey Jinkey,Mixed Advanced,stockholm
fabian claus,theresa knauf,Raccooligans,Mixed Advanced,stockholm
elias erlandsson,sanna johannesson,Rusherkana,Mixed Advanced,stockholm
marion jardin,pierre lecrosnier,Saumons fumés,Mixed Advanced,stockholm
noah skogward,rebecca karlsson,Savage & Average,Mixed Advanced,stockholm
jack granger,sabine steidel,saved by the bell,Mixed Advanced,stockholm
lou washburn,scott beeks,Scott/Lou,Mixed Advanced,stockholm
max seikowsky,sarah steinbrecht,Steinkowsky,Mixed Advanced,stockholm
gabriel stoisser,yasmin graeter,SYGG,Mixed Advanced,stockholm
alexa peusch,vincent mathieu,Tabarnak,Mixed Advanced,stockholm
lina messerschmidt,nils grimm,Team Messerscharf,Mixed Advanced,stockholm
jamie douglas,jasmine cheung,The OG Love At First Spike,Mixed Advanced,stockholm
emmy dahlquist,herman henström,The Organizors,Mixed Advanced,stockholm
daniel svärd,elin sundin,The Rats,Mixed Advanced,stockholm
alva sjöberg,noel svensson,TIGERS KYCKLINGSTUDS,Mixed Advanced,stockholm
felix millton,matilda häggqvist,Ton of Fun,Mixed Advanced,stockholm
megan leybourne,nelson dziruni,UniLey,Mixed Advanced,stockholm
amrit hingorani,maisie ferris,Vibes and Unnecessary Dives,Mixed Advanced,stockholm
ellinor gustavsson,samuel mjönes,Wrapzilla,Mixed Advanced,stockholm
lelde rogoļeva,mikus jaunpetrovičs,wrong brother,Mixed Advanced,stockholm
cedric widin,ronja lorenz,Yes we jam,Mixed Advanced,stockholm
indira b.,yosha vandaele,Yoshindi,Mixed Advanced,stockholm
