Player 1,Player 2,Team Name,Division,Tournament
austin bueckert,spencer longfellow,ARC Bitter,Premier 5.0+,bcopen-sts-2023
kieran rose,paq clifford,Backpaqed,Premier 5.0+,bcopen-sts-2023
joseph kaylor,ryan baillargeon,BDM Da Fence Builders,Premier 5.0+,bcopen-sts-2023
trevor barbosa,élie pilon,Big W Rizz,Premier 5.0+,bcopen-sts-2023
nethaniel gabriel,peter lam,Commissionary,Premier 5.0+,bcopen-sts-2023
chris brown,tyler babin,CRO Fall Damage,Premier 5.0+,bcopen-sts-2023
adrian garcea,leonardo tullo,CRO happy birthday!,Premier 5.0+,bcopen-sts-2023
bram declercq,elijah kim,Elijah/Bram,Premier 5.0+,bcopen-sts-2023
jake woolley,nolan wynkoop,Foote Fetish,Premier 5.0+,bcopen-sts-2023
carlin vicera,will ries,Groovy,Premier 5.0+,bcopen-sts-2023
josh fragiacomo,ryan oswalt,Guachos,Premier 5.0+,bcopen-sts-2023
blake bosak,etienne cote,Insystem,Premier 5.0+,bcopen-sts-2023
alec galbo,justin cho,Justin/Alec,Premier 5.0+,bcopen-sts-2023
connor nelson,nick wideman,Nelson/Wideman,Premier 5.0+,bcopen-sts-2023
deryk kirchner,keaton kirchner,Prairie Oysters,Premier 5.0+,bcopen-sts-2023
malachi espinola,nicholas puopolo,Sin City,Premier 5.0+,bcopen-sts-2023
jason small,nathan goh,Small/Goh,Premier 5.0+,bcopen-sts-2023
conner bradshaw,lucas peng,Star Power,Premier 5.0+,bcopen-sts-2023
brandon brown,jacob payer,Sub Par,Premier 5.0+,bcopen-sts-2023
dean wasil,luis orozco,Texas Blows,Premier 5.0+,bcopen-sts-2023
maxime prince,samuel prince,The Prince,Premier 5.0+,bcopen-sts-2023
karah hui,kevin um,TRP KPOP,Premier 5.0+,bcopen-sts-2023
eddy leung,ivan zeng,Wesburn,Premier 5.0+,bcopen-sts-2023
felix coble,griffin righi,3rd Impostering,Contender 4.5+,bcopen-sts-2023
caleb chow,will leung,4th Touch,Contender 4.5+,bcopen-sts-2023
