Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Thirst Trap,852Rising,"blake bosak, elijah kim","caleb chow, jeffrey cheng",15,3,Pool Play,bcts2023van,Elite/Premier
Premature Party People,Spike Wazowski,"eddy leung, will ries","josiah hoeppner, tyus devries",15,12,Pool Play,bcts2023van,Elite/Premier
Fortified,sage mode,"blake clarke, carlos nakamura","segeon jang, wilson li",15,9,Pool Play,bcts2023van,Elite/Premier
Chill,KB24,"etienne cote, paq clifford","ishraq joarder, matthew liao",15,8,Pool Play,bcts2023van,Elite/Premier
Tian Mi Mi,Bidet Boys,"carlin vicera, ivan zeng","joshua chui, will leung",15,9,Pool Play,bcts2023van,Elite/Premier
Belgian White,Don’t hurt us,"bram declercq, justin white","kayla ngai, solomon berry",15,13,Pool Play,bcts2023van,Elite/Premier
Thirst Trap,Spike Wazowski,"blake bosak, elijah kim","josiah hoeppner, tyus devries",15,9,Pool Play,bcts2023van,Elite/Premier
Premature Party People,Fortified,"eddy leung, will ries","blake clarke, carlos nakamura",15,10,Pool Play,bcts2023van,Elite/Premier
sage mode,852Rising,"segeon jang, wilson li","caleb chow, jeffrey cheng",15,13,Pool Play,bcts2023van,Elite/Premier
Chill,Bidet Boys,"etienne cote, paq clifford","joshua chui, will leung",15,8,Pool Play,bcts2023van,Elite/Premier
Tian Mi Mi,Jovan/Brandon,"carlin vicera, ivan zeng","brandon lu, jovan tang",15,9,Pool Play,bcts2023van,Elite/Premier
Don’t hurt us,KB24,"kayla ngai, solomon berry","ishraq joarder, matthew liao",15,7,Pool Play,bcts2023van,Elite/Premier
Thirst Trap,sage mode,"blake bosak, elijah kim","segeon jang, wilson li",15,9,Pool Play,bcts2023van,Elite/Premier
Premature Party People,852Rising,"eddy leung, will ries","caleb chow, jeffrey cheng",15,10,Pool Play,bcts2023van,Elite/Premier
Fortified,Spike Wazowski,"blake clarke, carlos nakamura","josiah hoeppner, tyus devries",13,15,Pool Play,bcts2023van,Elite/Premier
Chill,Don’t hurt us,"etienne cote, paq clifford","kayla ngai, solomon berry",16,14,Pool Play,bcts2023van,Elite/Premier
Tian Mi Mi,Belgian White,"carlin vicera, ivan zeng","bram declercq, justin white",15,17,Pool Play,bcts2023van,Elite/Premier
Jovan/Brandon,Bidet Boys,"brandon lu, jovan tang","joshua chui, will leung",15,9,Pool Play,bcts2023van,Elite/Premier
Thirst Trap,Fortified,"blake bosak, elijah kim","blake clarke, carlos nakamura",15,8,Pool Play,bcts2023van,Elite/Premier
Premature Party People,sage mode,"eddy leung, will ries","segeon jang, wilson li",15,5,Pool Play,bcts2023van,Elite/Premier
Spike Wazowski,852Rising,"josiah hoeppner, tyus devries","caleb chow, jeffrey cheng",15,5,Pool Play,bcts2023van,Elite/Premier
Chill,Jovan/Brandon,"etienne cote, paq clifford","brandon lu, jovan tang",15,11,Pool Play,bcts2023van,Elite/Premier
Tian Mi Mi,KB24,"carlin vicera, ivan zeng","ishraq joarder, matthew liao",15,5,Pool Play,bcts2023van,Elite/Premier
Belgian White,Bidet Boys,"bram declercq, justin white","joshua chui, will leung",15,8,Pool Play,bcts2023van,Elite/Premier
Thirst Trap,Premature Party People,"blake bosak, elijah kim","eddy leung, will ries",15,7,Pool Play,bcts2023van,Elite/Premier
Fortified,852Rising,"blake clarke, carlos nakamura","caleb chow, jeffrey cheng",15,11,Pool Play,bcts2023van,Elite/Premier
sage mode,Spike Wazowski,"segeon jang, wilson li","josiah hoeppner, tyus devries",13,15,Pool Play,bcts2023van,Elite/Premier
Tian Mi Mi,Don’t hurt us,"carlin vicera, ivan zeng","kayla ngai, solomon berry",15,13,Pool Play,bcts2023van,Elite/Premier
Belgian White,Jovan/Brandon,"bram declercq, justin white","brandon lu, jovan tang",15,11,Pool Play,bcts2023van,Elite/Premier
Bidet Boys,KB24,"joshua chui, will leung","ishraq joarder, matthew liao",12,15,Pool Play,bcts2023van,Elite/Premier
Chill,Belgian White,"etienne cote, paq clifford","bram declercq, justin white",15,10,Pool Play,bcts2023van,Elite/Premier
Jovan/Brandon,KB24,"brandon lu, jovan tang","ishraq joarder, matthew liao",12,15,Pool Play,bcts2023van,Elite/Premier
Don’t hurt us,Bidet Boys,"kayla ngai, solomon berry","joshua chui, will leung",15,9,Pool Play,bcts2023van,Elite/Premier
Chill,Tian Mi Mi,"etienne cote, paq clifford","carlin vicera, ivan zeng",15,10,Pool Play,bcts2023van,Elite/Premier
Belgian White,KB24,"bram declercq, justin white","ishraq joarder, matthew liao",15,12,Pool Play,bcts2023van,Elite/Premier
Jovan/Brandon,Don’t hurt us,"brandon lu, jovan tang","kayla ngai, solomon berry",11,15,Pool Play,bcts2023van,Elite/Premier
Business Casual,M & M,"joe hu, leon trieu","zofia mencwel, malachy montemurro",15,9,Pool Play,bcts2023van,Advanced
Dumb & Dumber,Bright Chicken,"erick osthiemer, hernestor ramirez diaz","henry lam, sunny lee",15,9,Pool Play,bcts2023van,Advanced
Lochside Lizards,Complete Strangers,"jordan yue, nik babaeff","bryce jacobsen, jason xu",8,15,Pool Play,bcts2023van,Advanced
Dad Bods,Young Guns,"jonathan de jong, matthew kasteel","george munn, joel burnham",12,15,Pool Play,bcts2023van,Advanced
Ass Blasters Inc,butter boys,"ben marnell, cameron ramsey","keyan de vries, mikey wiebe",8,15,Pool Play,bcts2023van,Advanced
Yasuo/Yuumi GGEZ,The French Connection,"dallin james, garret james","arno villalbi, joshua grant",15,9,Pool Play,bcts2023van,Advanced
Ball Busters,Hard hitters,"legy horak, mattias cipriano","ethan lo, jason fevang",9,15,Pool Play,bcts2023van,Advanced
Casuals,Double Duce,"donald ma, teresa liao","jaian nichols, nate yandle",9,15,Pool Play,bcts2023van,Advanced
4Loko Legends,Vancouver I hardly know her,"jinder sandhar, leuvin ebora","angelo ibarrola, pavan narahari",13,15,Pool Play,bcts2023van,Advanced
Business Casual,Bright Chicken,"joe hu, leon trieu","henry lam, sunny lee",15,2,Pool Play,bcts2023van,Advanced
Dumb & Dumber,Lochside Lizards,"erick osthiemer, hernestor ramirez diaz","jordan yue, nik babaeff",15,9,Pool Play,bcts2023van,Advanced
Complete Strangers,M & M,"bryce jacobsen, jason xu","zofia mencwel, malachy montemurro",15,7,Pool Play,bcts2023van,Advanced
Dad Bods,butter boys,"jonathan de jong, matthew kasteel","keyan de vries, mikey wiebe",15,10,Pool Play,bcts2023van,Advanced
Ass Blasters Inc,Yasuo/Yuumi GGEZ,"ben marnell, cameron ramsey","dallin james, garret james",12,15,Pool Play,bcts2023van,Advanced
The French Connection,Young Guns,"arno villalbi, joshua grant","george munn, joel burnham",11,15,Pool Play,bcts2023van,Advanced
Ball Busters,Double Duce,"legy horak, mattias cipriano","jaian nichols, nate yandle",13,15,Pool Play,bcts2023van,Advanced
Casuals,4Loko Legends,"donald ma, teresa liao","jinder sandhar, leuvin ebora",13,15,Pool Play,bcts2023van,Advanced
Vancouver I hardly know her,Hard hitters,"angelo ibarrola, pavan narahari","ethan lo, jason fevang",15,7,Pool Play,bcts2023van,Advanced
Business Casual,Complete Strangers,"joe hu, leon trieu","bryce jacobsen, jason xu",15,10,Pool Play,bcts2023van,Advanced
Dumb & Dumber,M & M,"erick osthiemer, hernestor ramirez diaz","zofia mencwel, malachy montemurro",15,4,Pool Play,bcts2023van,Advanced
Lochside Lizards,Bright Chicken,"jordan yue, nik babaeff","henry lam, sunny lee",15,8,Pool Play,bcts2023van,Advanced
Dad Bods,The French Connection,"jonathan de jong, matthew kasteel","arno villalbi, joshua grant",15,12,Pool Play,bcts2023van,Advanced
Ass Blasters Inc,Young Guns,"ben marnell, cameron ramsey","george munn, joel burnham",15,9,Pool Play,bcts2023van,Advanced
Yasuo/Yuumi GGEZ,butter boys,"dallin james, garret james","keyan de vries, mikey wiebe",15,8,Pool Play,bcts2023van,Advanced
Ball Busters,Vancouver I hardly know her,"legy horak, mattias cipriano","angelo ibarrola, pavan narahari",13,15,Pool Play,bcts2023van,Advanced
Casuals,Hard hitters,"donald ma, teresa liao","ethan lo, jason fevang",5,15,Pool Play,bcts2023van,Advanced
4Loko Legends,Double Duce,"jinder sandhar, leuvin ebora","jaian nichols, nate yandle",15,11,Pool Play,bcts2023van,Advanced
Business Casual,Lochside Lizards,"joe hu, leon trieu","jordan yue, nik babaeff",21,13,Pool Play,bcts2023van,Advanced
Dumb & Dumber,Complete Strangers,"erick osthiemer, hernestor ramirez diaz","bryce jacobsen, jason xu",15,12,Pool Play,bcts2023van,Advanced
Bright Chicken,M & M,"henry lam, sunny lee","zofia mencwel, malachy montemurro",21,13,Pool Play,bcts2023van,Advanced
Dad Bods,Yasuo/Yuumi GGEZ,"jonathan de jong, matthew kasteel","dallin james, garret james",12,15,Pool Play,bcts2023van,Advanced
Ass Blasters Inc,The French Connection,"ben marnell, cameron ramsey","arno villalbi, joshua grant",15,7,Pool Play,bcts2023van,Advanced
butter boys,Young Guns,"keyan de vries, mikey wiebe","george munn, joel burnham",10,15,Pool Play,bcts2023van,Advanced
Ball Busters,4Loko Legends,"legy horak, mattias cipriano","jinder sandhar, leuvin ebora",15,11,Pool Play,bcts2023van,Advanced
Casuals,Vancouver I hardly know her,"donald ma, teresa liao","angelo ibarrola, pavan narahari",10,15,Pool Play,bcts2023van,Advanced
Double Duce,Hard hitters,"jaian nichols, nate yandle","ethan lo, jason fevang",12,15,Pool Play,bcts2023van,Advanced
Business Casual,Dumb & Dumber,"joe hu, leon trieu","erick osthiemer, hernestor ramirez diaz",15,10,Pool Play,bcts2023van,Advanced
Lochside Lizards,M & M,"jordan yue, nik babaeff","zofia mencwel, malachy montemurro",21,11,Pool Play,bcts2023van,Advanced
Complete Strangers,Bright Chicken,"bryce jacobsen, jason xu","henry lam, sunny lee",15,8,Pool Play,bcts2023van,Advanced
Dad Bods,Ass Blasters Inc,"jonathan de jong, matthew kasteel","ben marnell, cameron ramsey",8,15,Pool Play,bcts2023van,Advanced
Yasuo/Yuumi GGEZ,Young Guns,"dallin james, garret james","george munn, joel burnham",15,7,Pool Play,bcts2023van,Advanced
The French Connection,butter boys,"arno villalbi, joshua grant","keyan de vries, mikey wiebe",10,15,Pool Play,bcts2023van,Advanced
Ball Busters,Casuals,"legy horak, mattias cipriano","donald ma, teresa liao",15,4,Pool Play,bcts2023van,Advanced
4Loko Legends,Hard hitters,"jinder sandhar, leuvin ebora","ethan lo, jason fevang",10,15,Pool Play,bcts2023van,Advanced
Vancouver I hardly know her,Double Duce,"angelo ibarrola, pavan narahari","jaian nichols, nate yandle",15,4,Pool Play,bcts2023van,Advanced
CJ SPIKE,Buttery Croissants,"connor gritter, jessica freebairn","raphael blais, thai do",7,15,Pool Play,bcts2023van,Intermediate
SC2Spike,TooFastTooNew,"ian lung, jordan verasamy","betty yan, robert nelson",11,15,Pool Play,bcts2023van,Intermediate
Flowers,J-Boys,"maxime cruysmans, riley spears","jack munn, jacob burnham",9,15,Pool Play,bcts2023van,Intermediate
Sea Daddys,Nat & Nate’s Spik & Spike,"michael rose, tanner saliken","natasha mayer, nate antonides",15,13,Pool Play,bcts2023van,Intermediate
CJ SPIKE,TooFastTooNew,"connor gritter, jessica freebairn","betty yan, robert nelson",15,8,Pool Play,bcts2023van,Intermediate
Subs Club,Buttery Croissants,"adam ps, aidan duffy","raphael blais, thai do",17,15,Pool Play,bcts2023van,Intermediate
Flowers,Nat & Nate’s Spik & Spike,"maxime cruysmans, riley spears","natasha mayer, nate antonides",12,15,Pool Play,bcts2023van,Intermediate
Sea Daddys,J-Boys,"michael rose, tanner saliken","jack munn, jacob burnham",15,17,Pool Play,bcts2023van,Intermediate
CJ SPIKE,Subs Club,"connor gritter, jessica freebairn","adam ps, aidan duffy",9,15,Pool Play,bcts2023van,Intermediate
SC2Spike,Buttery Croissants,"ian lung, jordan verasamy","raphael blais, thai do",8,15,Pool Play,bcts2023van,Intermediate
Flowers,Sea Daddys,"maxime cruysmans, riley spears","michael rose, tanner saliken",9,15,Pool Play,bcts2023van,Intermediate
Nat & Nate’s Spik & Spike,J-Boys,"natasha mayer, nate antonides","jack munn, jacob burnham",13,15,Pool Play,bcts2023van,Intermediate
SC2Spike,Subs Club,"ian lung, jordan verasamy","adam ps, aidan duffy",12,15,Pool Play,bcts2023van,Intermediate
TooFastTooNew,Buttery Croissants,"betty yan, robert nelson","raphael blais, thai do",8,15,Pool Play,bcts2023van,Intermediate
CJ SPIKE,SC2Spike,"connor gritter, jessica freebairn","ian lung, jordan verasamy",11,15,Pool Play,bcts2023van,Intermediate
Subs Club,TooFastTooNew,"adam ps, aidan duffy","betty yan, robert nelson",15,9,Pool Play,bcts2023van,Intermediate
Fortified,KB24,"blake clarke, carlos nakamura","ishraq joarder, matthew liao",22,24,Bracket play round of Round of 16 game 1,bcts2023van,Elite/Premier
Fortified,KB24,"blake clarke, carlos nakamura","ishraq joarder, matthew liao",21,16,Bracket play round of Round of 16 game 2,bcts2023van,Elite/Premier
Fortified,KB24,"blake clarke, carlos nakamura","ishraq joarder, matthew liao",21,16,Bracket play round of Round of 16 game 3,bcts2023van,Elite/Premier
Premature Party People,Bidet Boys,"eddy leung, will ries","joshua chui, will leung",21,18,Bracket play round of Round of 16 game 1,bcts2023van,Elite/Premier
Premature Party People,Bidet Boys,"eddy leung, will ries","joshua chui, will leung",21,19,Bracket play round of Round of 16 game 2,bcts2023van,Elite/Premier
Tian Mi Mi,852Rising,"carlin vicera, ivan zeng","caleb chow, jeffrey cheng",21,12,Bracket play round of Round of 16 game 1,bcts2023van,Elite/Premier
Tian Mi Mi,852Rising,"carlin vicera, ivan zeng","caleb chow, jeffrey cheng",21,13,Bracket play round of Round of 16 game 2,bcts2023van,Elite/Premier
Thirst Trap,Fortified,"blake bosak, elijah kim","blake clarke, carlos nakamura",21,17,Bracket play round of Quarter-finals game 1,bcts2023van,Elite/Premier
Thirst Trap,Fortified,"blake bosak, elijah kim","blake clarke, carlos nakamura",21,8,Bracket play round of Quarter-finals game 2,bcts2023van,Elite/Premier
Premature Party People,Tian Mi Mi,"eddy leung, will ries","carlin vicera, ivan zeng",21,11,Bracket play round of Quarter-finals game 1,bcts2023van,Elite/Premier
Premature Party People,Tian Mi Mi,"eddy leung, will ries","carlin vicera, ivan zeng",21,14,Bracket play round of Quarter-finals game 2,bcts2023van,Elite/Premier
Thirst Trap,Premature Party People,"blake bosak, elijah kim","eddy leung, will ries",21,16,Bracket play round of Semi-finals game 1,bcts2023van,Elite/Premier
Thirst Trap,Premature Party People,"blake bosak, elijah kim","eddy leung, will ries",21,17,Bracket play round of Semi-finals game 2,bcts2023van,Elite/Premier
Chill,Belgian White,"etienne cote, paq clifford","bram declercq, justin white",21,18,Bracket play round of Final game 1,bcts2023van,Elite/Premier
Chill,Belgian White,"etienne cote, paq clifford","bram declercq, justin white",21,14,Bracket play round of Final game 2,bcts2023van,Elite/Premier
Chill,Don’t hurt us,"etienne cote, paq clifford","kayla ngai, solomon berry",21,12,Bracket play round of 1st place game 1,bcts2023van,Elite/Premier
Chill,Don’t hurt us,"etienne cote, paq clifford","kayla ngai, solomon berry",21,9,Bracket play round of 1st place game 2,bcts2023van,Elite/Premier
Belgian White,Spike Wazowski,"bram declercq, justin white","josiah hoeppner, tyus devries",16,21,Bracket play round of 1st place game 1,bcts2023van,Elite/Premier
Belgian White,Spike Wazowski,"bram declercq, justin white","josiah hoeppner, tyus devries",25,23,Bracket play round of 1st place game 2,bcts2023van,Elite/Premier
Belgian White,Spike Wazowski,"bram declercq, justin white","josiah hoeppner, tyus devries",21,17,Bracket play round of 1st place game 3,bcts2023van,Elite/Premier
Don’t hurt us,sage mode,"kayla ngai, solomon berry","segeon jang, wilson li",21,19,Bracket play round of 3rd place game 1,bcts2023van,Elite/Premier
Don’t hurt us,sage mode,"kayla ngai, solomon berry","segeon jang, wilson li",23,21,Bracket play round of 3rd place game 2,bcts2023van,Elite/Premier
Spike Wazowski,Jovan/Brandon,"josiah hoeppner, tyus devries","brandon lu, jovan tang",21,15,Bracket play round of 3rd place game 1,bcts2023van,Elite/Premier
Spike Wazowski,Jovan/Brandon,"josiah hoeppner, tyus devries","brandon lu, jovan tang",19,21,Bracket play round of 3rd place game 2,bcts2023van,Elite/Premier
Spike Wazowski,Jovan/Brandon,"josiah hoeppner, tyus devries","brandon lu, jovan tang",21,19,Bracket play round of 3rd place game 3,bcts2023van,Elite/Premier
