Team 1,Team 2,Players 1,Players 2,Score 1,Score 2,Tournament Stage,Tournament Name,Division
Rogue,Munch,"ryan marino, thomas hamilton","gabriel skaggs, josiah mckinney",21,8,Pool Play,windy-city-classic-23,Premier(5.0)
Cliff Notes,Jonald Treygan,"clifford amadeo leveque, luis orozco","jon moe, trey newman",21,16,Pool Play,windy-city-classic-23,Premier(5.0)
Nightmare on Sesame Street,Jack & the Beanstalk,"chris wilkins, justin barr","isaac gavin, jack saunders",21,13,Pool Play,windy-city-classic-23,Premier(5.0)
Basketball Purity,Transfer portal,"jack bushart, joey reynolds","jack w, nick evanko",21,19,Pool Play,windy-city-classic-23,Premier(5.0)
Tube Steaks,MLR Nardo Wicks,"emerson dean, skyler sebring","rob's traveler, tim lacagnina",23,21,Pool Play,windy-city-classic-23,Premier(5.0)
Hive Mind,The Diamond Dogs,"cole maddox, lindros beard","bennett anderson, reid pfutzenreuter",14,21,Pool Play,windy-city-classic-23,Premier(5.0)
GFD Shorter & Taller,Brace yourself,"andrew sullivan, caleb shorter","jared ang, peter lam",21,13,Pool Play,windy-city-classic-23,Premier(5.0)
CRO Fall Damage,Risky Business,"chris brown, tyler babin","justin kehoe, kyle fowler",21,8,Pool Play,windy-city-classic-23,Premier(5.0)
Revised Banquet,Defected,"andy trower, gavin broekema","calyn kir, reilly paquette",21,19,Pool Play,windy-city-classic-23,Premier(5.0)
Rogue,Jonald Treygan,"ryan marino, thomas hamilton","jon moe, trey newman",21,13,Pool Play,windy-city-classic-23,Premier(5.0)
Wilkins Warriors,Munch,"grayson m wills, mitch kelley","gabriel skaggs, josiah mckinney",18,21,Pool Play,windy-city-classic-23,Premier(5.0)
Nightmare on Sesame Street,Transfer portal,"chris wilkins, justin barr","jack w, nick evanko",21,16,Pool Play,windy-city-classic-23,Premier(5.0)
Super Awesome Spikers,Jack & the Beanstalk,"chris kaptur, max fiebelkorn","isaac gavin, jack saunders",21,18,Pool Play,windy-city-classic-23,Premier(5.0)
Tube Steaks,The Diamond Dogs,"emerson dean, skyler sebring","bennett anderson, reid pfutzenreuter",19,21,Pool Play,windy-city-classic-23,Premier(5.0)
G/T,MLR Nardo Wicks,"grant longland, taaron rudzitis","rob's traveler, tim lacagnina",16,21,Pool Play,windy-city-classic-23,Premier(5.0)
GFD Shorter & Taller,Risky Business,"andrew sullivan, caleb shorter","justin kehoe, kyle fowler",21,14,Pool Play,windy-city-classic-23,Premier(5.0)
CRO Fall Damage,Revised Banquet,"chris brown, tyler babin","andy trower, gavin broekema",21,13,Pool Play,windy-city-classic-23,Premier(5.0)
Defected,Brace yourself,"calyn kir, reilly paquette","jared ang, peter lam",21,19,Pool Play,windy-city-classic-23,Premier(5.0)
Rogue,Wilkins Warriors,"ryan marino, thomas hamilton","grayson m wills, mitch kelley",21,8,Pool Play,windy-city-classic-23,Premier(5.0)
Cliff Notes,Munch,"clifford amadeo leveque, luis orozco","gabriel skaggs, josiah mckinney",21,16,Pool Play,windy-city-classic-23,Premier(5.0)
Nightmare on Sesame Street,Super Awesome Spikers,"chris wilkins, justin barr","chris kaptur, max fiebelkorn",21,12,Pool Play,windy-city-classic-23,Premier(5.0)
Basketball Purity,Jack & the Beanstalk,"jack bushart, joey reynolds","isaac gavin, jack saunders",21,16,Pool Play,windy-city-classic-23,Premier(5.0)
Tube Steaks,G/T,"emerson dean, skyler sebring","grant longland, taaron rudzitis",21,15,Pool Play,windy-city-classic-23,Premier(5.0)
