Player 1,Player 2,Team Name,Division,Tournament
jack bushart,joey reynolds,Basketball Purity,Premier(5.0),windy-city-classic-23
jared ang,peter lam,Brace yourself,Premier(5.0),windy-city-classic-23
clifford amadeo leveque,luis orozco,Cliff Notes,Premier(5.0),windy-city-classic-23
chris brown,tyler babin,CRO Fall Damage,Premier(5.0),windy-city-classic-23
calyn kir,reilly paquette,Defected,Premier(5.0),windy-city-classic-23
grant longland,taaron rudzitis,G/T,Premier(5.0),windy-city-classic-23
andrew sullivan,caleb shorter,GFD Shorter & Taller,Premier(5.0),windy-city-classic-23
cole maddox,lindros beard,Hive Mind,Premier(5.0),windy-city-classic-23
isaac gavin,jack saunders,Jack & the Beanstalk,Premier(5.0),windy-city-classic-23
jon moe,trey newman,Jonald Treygan,Premier(5.0),windy-city-classic-23
rob's traveler,tim lacagnina,MLR Nardo Wicks,Premier(5.0),windy-city-classic-23
gabriel skaggs,josiah mckinney,Munch,Premier(5.0),windy-city-classic-23
chris wilkins,justin barr,Nightmare on Sesame Street,Premier(5.0),windy-city-classic-23
andy trower,gavin broekema,Revised Banquet,Premier(5.0),windy-city-classic-23
justin kehoe,kyle fowler,Risky Business,Premier(5.0),windy-city-classic-23
ryan marino,thomas hamilton,Rogue,Premier(5.0),windy-city-classic-23
chris kaptur,max fiebelkorn,Super Awesome Spikers,Premier(5.0),windy-city-classic-23
bennett anderson,reid pfutzenreuter,The Diamond Dogs,Premier(5.0),windy-city-classic-23
jack w,nick evanko,Transfer portal,Premier(5.0),windy-city-classic-23
emerson dean,skyler sebring,Tube Steaks,Premier(5.0),windy-city-classic-23
grayson m wills,mitch kelley,Wilkins Warriors,Premier(5.0),windy-city-classic-23
keira rogers,sarah gleason,$pikeballer$,Women’s,windy-city-classic-23
jaime cunningham,shonda couroux,BIG BEAVERS,Women’s,windy-city-classic-23
cece carlson,molly holbrook,Flintstone Gummies,Women’s,windy-city-classic-23
isabella bippus,rachel luczak,Midwest Mashup,Women’s,windy-city-classic-23
emily kuntz,hanna sorensen,Oh high Oh,Women’s,windy-city-classic-23
christabelle mehlhausen,faith mehlhausen,One Hit Wonder,Women’s,windy-city-classic-23
adrianna grothause,shannon lau,Rival,Women’s,windy-city-classic-23
samantha barklow,samantha greathouse,Sams Club,Women’s,windy-city-classic-23
anna schmidt,sophia schmidt,Schmidt Storm,Women’s,windy-city-classic-23
jenna olson,jolien hidalgo,Split Ends,Women’s,windy-city-classic-23
dani bisesi,janey rubin,to jupiter,Women’s,windy-city-classic-23
bekah smith,tiff ding,🐱astrophic,Women’s,windy-city-classic-23
isaac moss,matt aschenbrenner,$5 Biggie Boys,Contender(4.5),windy-city-classic-23
bruce peters,chandler king,Aced and Red Pilled,Contender(4.5),windy-city-classic-23
adam hassan,joshua ang,Athletic touch,Contender(4.5),windy-city-classic-23
joe mclaughlin,sean beckman,Balls Deep,Contender(4.5),windy-city-classic-23
luke ziebarth,nic breiter,Balls in your face,Contender(4.5),windy-city-classic-23
alex cotter,brady van straten,Banana Men,Contender(4.5),windy-city-classic-23
drew dueck,matt brooks,Booth Boys,Contender(4.5),windy-city-classic-23
chase bremner,nick yee,Butter me up,Contender(4.5),windy-city-classic-23
